name_id,name_type,display_name,normalized_name,formulation_ids
BRAND:BRAND_de6b70077ba33ee4c0b9,brand,Piptazonav 2.25,piptazonav 2.25,FORM_1681ad6785cfc16a62e1
BRAND:BRAND_78e6acfbb6abcec54ffb,brand,Piptazonav 4.5,piptazonav 4.5,FORM_1681ad6785cfc16a62e1
BRAND:BRAND_3ddc9626119636603e81,brand,Piptazorixx,piptazorixx,FORM_1681ad6785cfc16a62e1
BRAND:BRAND_502e6c41df1953a53c6c,brand,Piptollen-B4.5,piptollen-b4.5,FORM_1681ad6785cfc16a62e1
BRAND:BRAND_97ff79e79a4cde25ae86,brand,Pipzo,pipzo,FORM_1681ad6785cfc16a62e1
BRAND:BRAND_e56440ded6c6d0fd7651,brand,Pipzolen,pipzolen,FORM_1681ad6785cfc16a62e1
BRAND:BRAND_d5b49b7a5740bfe631aa,brand,PipzoMax,pipzomax,FORM_1681ad6785cfc16a62e1
BRAND:BRAND_eb47929872896321476f,brand,PipzoMax 4.5,pipzomax 4.5,FORM_1681ad6785cfc16a62e1
BRAND:BRAND_61ecf4ea84861c02b440,brand,Pipzotam 2.25,pipzotam 2.25,FORM_1681ad6785cfc16a62e1
BRAND:BRAND_f19a73a532023b49f0d4,brand,Pipzotam 4.5,pipzotam 4.5,FORM_1681ad6785cfc16a62e1
BRAND:BRAND_20ac43fd622023fb1495,brand,Piracedin,piracedin,FORM_80e9b7e9e8351575dfd9
BRAND:BRAND_1e195ca57107143fe5d7,brand,Piracil,piracil,FORM_1681ad6785cfc16a62e1
BRAND:BRAND_f81f743fccdc36d7104b,brand,Piritan,piritan,FORM_5b6ed4ff43cbf6265b54
BRAND:BRAND_027546d74d3610b1d5c7,brand,PiroMed,piromed,FORM_3848d382ea8931519e4b
BRAND:BRAND_c8b3a723795a388b9be4,brand,Pirox,pirox,FORM_f5a698ca77954e03ec1c
BRAND:BRAND_6763ae274e4e89d4f3b2,brand,Piroxigen,piroxigen,FORM_f5a698ca77954e03ec1c
BRAND:BRAND_729e752890dc076d6db3,brand,Piroxisaph-10,piroxisaph-10,FORM_f5a698ca77954e03ec1c
BRAND:BRAND_8ed59feff310e0d2536a,brand,Piroxisaph-20,piroxisaph-20,FORM_f5a698ca77954e03ec1c
BRAND:BRAND_39810c14e5933736ea41,brand,Pirubene,pirubene,FORM_59e493f12f9b9c6d8ea2
BRAND:BRAND_29d29f819bd83e810342,brand,Pirusanz-10,pirusanz-10,FORM_59e493f12f9b9c6d8ea2
BRAND:BRAND_22ea627e0b8f4b481716,brand,Pirusanz-50,pirusanz-50,FORM_59e493f12f9b9c6d8ea2
BRAND:BRAND_bb21c79b9c8ddc08e42a,brand,Pisamor,pisamor,FORM_7ae669b86fba6d9a9d8b
BRAND:BRAND_1834b04102182e8256e4,brand,Pitator,pitator,FORM_a2561a91a2d21c0a597b|FORM_f4b9d39c494f41c0551b
BRAND:BRAND_cb04025e74637a89b49d,brand,Pitazolin 4.5,pitazolin 4.5,FORM_1681ad6785cfc16a62e1
BRAND:BRAND_7ead4f3d268c435e8558,brand,Pitzomac,pitzomac,FORM_a1e535b4909e8925186c
BRAND:BRAND_e303bbbca8abbb9fc4bc,brand,Pitztar,pitztar,FORM_1681ad6785cfc16a62e1
BRAND:BRAND_77e743a1e1fbcdf1bde3,brand,Pivido,pivido,FORM_a3924ee0adba9a99091a
BRAND:BRAND_1b508a0c3dbcfa32a2aa,brand,Pivikto,pivikto,FORM_cc8c3da03c4bdafed88e
BRAND:BRAND_8da82f3a83ee0357de47,brand,Pixab,pixab,FORM_17e18eb6dd21815c99a3
BRAND:BRAND_2acdcfb34eb3b24ec6e3,brand,Pixalyf,pixalyf,FORM_17e18eb6dd21815c99a3
BRAND:BRAND_97f42071b98bdec52b2c,brand,Pixamed 2.5,pixamed 2.5,FORM_17e18eb6dd21815c99a3
BRAND:BRAND_b57f8a70f71a952b5909,brand,Pixan 5,pixan 5,FORM_17e18eb6dd21815c99a3
BRAND:BRAND_1320741f2c12fc698db6,brand,Pizoba 4.5,pizoba 4.5,FORM_1681ad6785cfc16a62e1
BRAND:BRAND_003e44554b37d314ac8c,brand,Pizobac,pizobac,FORM_1681ad6785cfc16a62e1
BRAND:BRAND_737286cfd25ffc2708d9,brand,Pizotaz,pizotaz,FORM_1681ad6785cfc16a62e1
BRAND:BRAND_67e8f92bfeb3589b62cf,brand,Pizotaz 2.25,pizotaz 2.25,FORM_1681ad6785cfc16a62e1
BRAND:BRAND_47667a3d87fabd417b0d,brand,PK-Merz,pk-merz,FORM_550fb231a2802b5d14a7
BRAND:BRAND_a5da2c4233dbca9f5756,brand,Plagerine,plagerine,FORM_3ade755b49f5540186d2
BRAND:BRAND_ce4b2995669919aafd64,brand,Planadol Ex,planadol ex,FORM_bdc86a60cf508af285ad
BRAND:BRAND_6813f70a7933340c3a6a,brand,Planax,planax,FORM_e376b8c17063b6fcc438
BRAND:BRAND_3bb4c18fc9bb0f77ac00,brand,Planicid,planicid,FORM_60a9db507cb11656a1c4
BRAND:BRAND_c0244712fd06f494371d,brand,Plaquenil,plaquenil,FORM_a0b3bddc50013f28a4bf
BRAND:BRAND_335e80a5430f8514be3a,brand,Plasbumin - 25,plasbumin - 25,FORM_cee6b2915542c057131d
BRAND:BRAND_7e1cdbade9d4509db216,brand,Plasbutein,plasbutein,FORM_5b975f945aec7be66998
BRAND:BRAND_4287a0e36ce51bd0ab68,brand,Plasid,plasid,FORM_a6cb06a77ec04139a75d
BRAND:BRAND_076343f6f58d765717e5,brand,Plasil,plasil,FORM_437fd5a9fb6e88fb8114
BRAND:BRAND_55ab8857ba9041d5275d,brand,Plasma-Lyte 148 With 5% Dextrose,plasma-lyte 148 with 5% dextrose,FORM_1d0fa592a256099c566e
BRAND:BRAND_2d9a0710d99d9eaac265,brand,Plasma-Lyte P With 5% Dextrose,plasma-lyte p with 5% dextrose,FORM_a892eb7d121dcb0cfb19
BRAND:BRAND_b9cc5dd22eeac510e412,brand,Plasmabloc,plasmabloc,FORM_3ade755b49f5540186d2
BRAND:BRAND_c1a183095a75ac9d0c1c,brand,Plat-Low,plat-low,FORM_3ade755b49f5540186d2
BRAND:BRAND_f7b3712debc1bc22936d,brand,Plat-Low EA,plat-low ea,FORM_00792119a7c93fa0d2a7
BRAND:BRAND_a0743096dc60b03865ba,brand,Platclo,platclo,FORM_3ade755b49f5540186d2
BRAND:BRAND_856b18fadcb55b8ffc5a,brand,Platecil,platecil,FORM_c44740b27baa8c72479b
BRAND:BRAND_7a71fbf4745828fcb930,brand,PLATEXAN,platexan,FORM_3ade755b49f5540186d2
BRAND:BRAND_8a01d8af07a15c1d0bf3,brand,Platicin,platicin,FORM_8114f85e2a2998f59bdf
BRAND:BRAND_be7264ed17a4a6886b97,brand,Platifirst,platifirst,FORM_8114f85e2a2998f59bdf
BRAND:BRAND_76577b41b2350b9e3c9a,brand,Platihex,platihex,FORM_8114f85e2a2998f59bdf
BRAND:BRAND_1bb1c0a6e301ebf0cfbb,brand,Platikon,platikon,FORM_3ade755b49f5540186d2
BRAND:BRAND_6c6db489265f1e4a8c6f,brand,Platin,platin,FORM_8114f85e2a2998f59bdf
BRAND:BRAND_0483de1f6daeef605005,brand,Platinova,platinova,FORM_fcaf0e1c36393c5fd0c1
BRAND:BRAND_2ebe8f0d29c5bf152da8,brand,Platinox,platinox,FORM_217ec6308811e62dac21
BRAND:BRAND_39eb1b0b42475eac34cf,brand,Platisan,platisan,FORM_8114f85e2a2998f59bdf
BRAND:BRAND_cbf0d71876ed7a598b8f,brand,Platixel,platixel,FORM_217ec6308811e62dac21
BRAND:BRAND_17b1df1b4a677799482d,brand,Platz,platz,FORM_3ade755b49f5540186d2
BRAND:BRAND_1f03995c39eddc6313d7,brand,Plavicar,plavicar,FORM_3ade755b49f5540186d2
BRAND:BRAND_a64be61df3cae4df50fa,brand,Plavido,plavido,FORM_3ade755b49f5540186d2
BRAND:BRAND_13aad0c62303d695a9d5,brand,Plavix,plavix,FORM_3ade755b49f5540186d2
BRAND:BRAND_5a9d67aedd9aa97e9e06,brand,Plaxatin,plaxatin,FORM_217ec6308811e62dac21
BRAND:BRAND_bee59ea5344679f7471f,brand,Plaxime,plaxime,FORM_e75411f3b5cdf512a6be
BRAND:BRAND_fa40862d16413429f40a,brand,Plaxin,plaxin,FORM_aa260d27847dec909fc5
BRAND:BRAND_1fa0fb675e389dc2e64b,brand,Plaxitin,plaxitin,FORM_2a4540c3d24c22a727d6
BRAND:BRAND_dc1d3ce21fc1c3f07ab0,brand,Plaxomib,plaxomib,FORM_d0dca1ede3618af22266
BRAND:BRAND_24b0394145346c51f6e7,brand,Plaxone,plaxone,FORM_2f3f1c0e1ea300286b39
BRAND:BRAND_c3c953cc358e14d5dc91,brand,Plazimide,plazimide,FORM_cfd83e275fb3bb1fa2e9
BRAND:BRAND_da1f0993aa98a654b01b,brand,Plazol,plazol,FORM_c44740b27baa8c72479b
BRAND:BRAND_60eeeb0009fd7ec5f0ae,brand,Plefil,plefil,FORM_010e0af170d7af83bf0d
BRAND:BRAND_b732989be536a2ffa014,brand,Plemalis,plemalis,FORM_c183bab712f9f3c863b6
BRAND:BRAND_711536f4f44da5eb1525,brand,Plemalis Max,plemalis max,FORM_3aa4b4f7b10d5b0a85bd
BRAND:BRAND_534d97f39e80567c37f8,brand,Plemerid,plemerid,FORM_97a404ebbed0c8c8bf4c
BRAND:BRAND_666671593795df4c1da5,brand,Plemex for Kids,plemex for kids,FORM_c339e59dc6c590019994
BRAND:BRAND_b27bcb0ad842a45d5d98,brand,Plemex for Kids (Banana Flavor),plemex for kids (banana flavor),FORM_99c4d0e31277868c814e|FORM_c339e59dc6c590019994
BRAND:BRAND_9bf33779088ff6f11b1d,brand,Plemex for Kids (Orange Flavor),plemex for kids (orange flavor),FORM_c339e59dc6c590019994
BRAND:BRAND_b1bff8451fdf06516de2,brand,Plemex Forte,plemex forte,FORM_99c4d0e31277868c814e|FORM_c339e59dc6c590019994
BRAND:BRAND_eed6c500e9505ed7881a,brand,Plemex Tablet,plemex tablet,FORM_c339e59dc6c590019994
BRAND:BRAND_02ea672f157448dfd174,brand,Plemonem 1000,plemonem 1000,FORM_f6437824f363c8a44cae
BRAND:BRAND_4981258dd40ac998d64d,brand,Plemstop,plemstop,FORM_3aa4b4f7b10d5b0a85bd
BRAND:BRAND_7fc61ff4e8500b0e01fc,brand,Plenacyl 600,plenacyl 600,FORM_3aa4b4f7b10d5b0a85bd
BRAND:BRAND_ee2832d03ab16a1ec383,brand,Plenacyl-200,plenacyl-200,FORM_3aa4b4f7b10d5b0a85bd
BRAND:BRAND_d32a61fd09a81f7d268f,brand,Plendil ER,plendil er,FORM_b46e3f876c23ccb0a5db
BRAND:BRAND_93b9e4ebd1c53afd8758,brand,Plenmoxi,plenmoxi,FORM_4562bb4abc74731a30fa
BRAND:BRAND_f625f228d4cb75d3f96e,brand,Plepra-T 4.5,plepra-t 4.5,FORM_1681ad6785cfc16a62e1
BRAND:BRAND_24d0041b93f9b646de82,brand,Pletaal,pletaal,FORM_c44740b27baa8c72479b
BRAND:BRAND_32f8ddd7ceb249c88684,brand,Pletaal SR,pletaal sr,FORM_c44740b27baa8c72479b
BRAND:BRAND_5af1112d59cc15cc2e0b,brand,Pletaxol,pletaxol,FORM_c44740b27baa8c72479b
BRAND:BRAND_387a4b4e0a6278b619d3,brand,Pletaz,pletaz,FORM_c44740b27baa8c72479b
BRAND:BRAND_b6639f01254b2a039182,brand,Pletzolyn,pletzolyn,FORM_fcdda6e55383b234770e
BRAND:BRAND_59332a82e9e8ef6cfdb4,brand,Plexivit,plexivit,FORM_1f754d0fc6ea3d8ce3ea
BRAND:BRAND_9260a0efeccaac5a1288,brand,Plexonerve,plexonerve,FORM_16f29af1d29bc9dee90c
BRAND:BRAND_6e71dccf38fdd2b2307f,brand,Plezol,plezol,FORM_c44740b27baa8c72479b
BRAND:BRAND_a0a525b2df1061ac43ea,brand,Plogrel,plogrel,FORM_542f01500de9fb672e17
BRAND:BRAND_c533cdae3658aa724353,brand,Plomorazine,plomorazine,FORM_1468a294ab0dcd6bd0e9
BRAND:BRAND_74d1ba8f96df83e4ce70,brand,Plone-5,plone-5,FORM_12c47f63aa45510c76f1
BRAND:BRAND_d073bc0ac5b284daf4e6,brand,Pluragen,pluragen,FORM_e7731c13f436fbd38839
BRAND:BRAND_d315b5082451971cc1dd,brand,Plurex,plurex,FORM_b5e8b3296a7e14c32e1d
BRAND:BRAND_2985e32a5035da0cb147,brand,Pluscare,pluscare,FORM_bbe1d5adbe56c9b1f778
BRAND:BRAND_d7195264b94868bba563,brand,Pluscysteine,pluscysteine,FORM_3aa4b4f7b10d5b0a85bd
BRAND:BRAND_018fa1b71e26c8770bf0,brand,Pluz Cee for Kids,pluz cee for kids,FORM_cf676b9749afd1e542e2
BRAND:BRAND_92a0c6ccfac4eb773c1f,brand,PND-Care,pnd-care,FORM_76516430e8a04d9f6bef
BRAND:BRAND_b59223f33e79da7d232c,brand,Pneumocon 13,pneumocon 13,FORM_0759965530a7844f6772
BRAND:BRAND_a6913cf4c6407082a28f,brand,Pneumonex,pneumonex,FORM_1c457fd6984bd1909f22|FORM_cb9516d4d63d07b735a2
BRAND:BRAND_4c00c0938ea85fca8983,brand,Pneumops 23,pneumops 23,FORM_74a715f2b9ebada44781
BRAND:BRAND_481afafc26a80d042a81,brand,Pneumosil,pneumosil,FORM_bfe372731f5ab745b7cf|FORM_df9dc2fd7bb8ff0e561a
BRAND:BRAND_f44f2a6b4863921d5600,brand,Pneumosolv,pneumosolv,FORM_6cd509c88b776d2fbbe3
BRAND:BRAND_4435d76d9c06189f5d7a,brand,Pneumotyl,pneumotyl,FORM_3aa4b4f7b10d5b0a85bd
BRAND:BRAND_6f19973399de7b787321,brand,Pneumovax 23,pneumovax 23,FORM_95642347ff5dff437fcd
BRAND:BRAND_520efe7dc57b1718739e,brand,Po Ho Ping,po ho ping,FORM_76fa31b3df69c88074d2
BRAND:BRAND_8af017690334c3754a47,brand,Pocym 250,pocym 250,FORM_78a85b41f0c5af4a0d20
BRAND:BRAND_df4c84a7caebfd081b77,brand,Podoxi,podoxi,FORM_0f145f55fd81033ae900
BRAND:BRAND_ea8c9d98cdfa801a2d39,brand,Podoxred,podoxred,FORM_d0a8a709c829a779087e
BRAND:BRAND_c41140379dec390343a9,brand,Pofol,pofol,FORM_f8c561d6efd4cd8abc70
BRAND:BRAND_48c37c9fbecdc25aeaf8,brand,Poglavit,poglavit,FORM_58f49def11899bb03e70
BRAND:BRAND_f6d169792fa3243f78b2,brand,Pointfixime,pointfixime,FORM_23c1bbbdc228ab2351b7
BRAND:BRAND_b3ee0f1e372e2aa80b56,brand,Poklor,poklor,FORM_a9b889561f21c0f31b30
BRAND:BRAND_60457458d866068b2427,brand,Pol-Moxi,pol-moxi,FORM_d0dca1ede3618af22266
BRAND:BRAND_a9d3997911c6d1af41ee,brand,Pol-Vanco,pol-vanco,FORM_26c3a044ad5ac6160bdb
BRAND:BRAND_b512490a0ca12b53477e,brand,Polgyl,polgyl,FORM_524a0b304071894bf844
BRAND:BRAND_5f3d8364418982ffe0cc,brand,Polifleks,polifleks,FORM_4c90339a265e1e6fa226
BRAND:BRAND_f85848f95a2690a6b74e,brand,Poliovac,poliovac,FORM_1afd049d6e04ab46efe0|FORM_4d1698a1c6a777e334c4
BRAND:BRAND_d990f030d4ca6cae9d74,brand,Poliriti,poliriti,FORM_501412629a52e590b561
BRAND:BRAND_5f0a25c7bdd3c7dc5920,brand,Polivy,polivy,FORM_4c48b23f6f0b0f27e72d
BRAND:BRAND_f77fb64c6dbd15c08cb0,brand,Poly C,poly c,FORM_2fed88358dec688575e8
BRAND:BRAND_c433f389dd69eacdd1f2,brand,POLY-MXB,poly-mxb,FORM_10197634374b09fb0ebb
BRAND:BRAND_38456122d1d6632eed31,brand,Polyderm 3,polyderm 3,FORM_93e7ace5e4c20bbbe8b8
BRAND:BRAND_42d03a58f55b8a004aec,brand,Polyderm 4,polyderm 4,FORM_1cb5dead07dc3313f673
BRAND:BRAND_9b8eca41fee71a10233e,brand,Polygras,polygras,FORM_0f6138c8b712958ca334
BRAND:BRAND_1d9f5ed7eb1b44f159fe,brand,Polyject-B,polyject-b,FORM_f4724345d574d01807be
BRAND:BRAND_1d9677df3dc6c0e4a17f,brand,Polymix-D,polymix-d,FORM_d9051b1fa30a5736efd6
BRAND:BRAND_1995fb7c9fc978c62cd7,brand,Polynerv,polynerv,FORM_75f7feaf006fd953d9db|FORM_f569ee1f1a2e068f7274
BRAND:BRAND_1079ae744df4955b0605,brand,Polynerv 1000,polynerv 1000,FORM_f569ee1f1a2e068f7274
BRAND:BRAND_5b0a6429542547bdc1cb,brand,Polynerv 250,polynerv 250,FORM_d173e71e3ca856350b4e
BRAND:BRAND_cca8c11eb6312214be6c,brand,Polynerv 250 + Zinc 20,polynerv 250 + zinc 20,FORM_36b2c053b5f434821ab2
BRAND:BRAND_b001e3b0a3722eeec797,brand,Polynerv 500,polynerv 500,FORM_75f7feaf006fd953d9db
BRAND:BRAND_2f67bdb5bd766f7e31a7,brand,Polynerv Forte,polynerv forte,FORM_3c052ed3099bc8b821dc
BRAND:BRAND_546b0079ee7511d5c193,brand,POLYPEN,polypen,FORM_e3f448c919707ad23efe
BRAND:BRAND_fc7a56b897f1bf359b7a,brand,Pomadex 1,pomadex 1,FORM_c95acf1317ecfca344b0
BRAND:BRAND_7d85bd12ce97a0f6ef36,brand,Pomadex 2,pomadex 2,FORM_c95acf1317ecfca344b0
BRAND:BRAND_098ed4917b9ce7aa0641,brand,Pomadex 3,pomadex 3,FORM_c95acf1317ecfca344b0
BRAND:BRAND_b4d9a1923a3b66680239,brand,Pomadex 4,pomadex 4,FORM_c95acf1317ecfca344b0
BRAND:BRAND_239ca8e7580598aad7b6,brand,Pomalid 1,pomalid 1,FORM_c95acf1317ecfca344b0
BRAND:BRAND_92481de045cbc4547fdc,brand,Pomalid 2,pomalid 2,FORM_c95acf1317ecfca344b0
BRAND:BRAND_8e7cc78801ac9d2c2e1d,brand,Pomalid 3,pomalid 3,FORM_c95acf1317ecfca344b0
BRAND:BRAND_ce84208c47314f883835,brand,Pomalid 4,pomalid 4,FORM_c95acf1317ecfca344b0
BRAND:BRAND_3f41e6391558c381ab57,brand,Pomarza,pomarza,FORM_c95acf1317ecfca344b0
BRAND:BRAND_18d20f817ce3bbdae9f3,brand,Poneda,poneda,FORM_d9051b1fa30a5736efd6
BRAND:BRAND_2474afd323f3e91437b2,brand,Ponser,ponser,FORM_a6cb06a77ec04139a75d
BRAND:BRAND_e25281c91c7086c48470,brand,Ponstan,ponstan,FORM_a6cb06a77ec04139a75d
BRAND:BRAND_b7686acd8a243005ba83,brand,Ponstan Sf,ponstan sf,FORM_a6cb06a77ec04139a75d
BRAND:BRAND_c820634f65f20c049cf1,brand,Ponstan® SF 250,ponstan® sf 250,FORM_a6cb06a77ec04139a75d
BRAND:BRAND_ad1943c58baa66ebfca1,brand,Pontein,pontein,FORM_a6cb06a77ec04139a75d
BRAND:BRAND_2b255f34549f0d3e61d9,brand,Pop-Up,pop-up,FORM_a3ec9f9c5217a876c61e
BRAND:BRAND_a8976a1571da91495bd4,brand,Popicin,popicin,FORM_ddd789a86b90b2f448e8
BRAND:BRAND_905a0e26852a11d60c32,brand,Porazole,porazole,FORM_a0ceb6f64cf43362d733
BRAND:BRAND_f8b35837665298a6fa07,brand,Porbact-1.5,porbact-1.5,FORM_053ef9d067b2f01529be
BRAND:BRAND_692b7661d707cb082340,brand,Porbact-750,porbact-750,FORM_053ef9d067b2f01529be
BRAND:BRAND_82fcaadbf172977e52a1,brand,Porcelana Astringent,porcelana astringent,FORM_90953783cde138a36ac0
BRAND:BRAND_aabd8862b96b5c61536d,brand,Porfever,porfever,FORM_54238e9415df5dffbf4b
BRAND:BRAND_c2702a71a7c0f6aee27f,brand,Porfever IV,porfever iv,FORM_54238e9415df5dffbf4b
BRAND:BRAND_38b025c99700727267b0,brand,Poro,poro,FORM_54238e9415df5dffbf4b
BRAND:BRAND_17dae4d7bfa196fcb284,brand,Porsclinda,porsclinda,FORM_d796a9e808951f8005b3
BRAND:BRAND_0bf9946385d824289dd8,brand,Porsesomep,porsesomep,FORM_7911aee5ca4c4f144b79
BRAND:BRAND_5e15c39a05adcfc720bd,brand,Porsprazole,porsprazole,FORM_823e69efe622b6954a69
BRAND:BRAND_0b1245403721bd8bf56f,brand,Porsrose,porsrose,FORM_7dc8d98aa7cea82a7aa6
BRAND:BRAND_6b8d53ec9bc1c012caee,brand,Portemp,portemp,FORM_54238e9415df5dffbf4b
BRAND:BRAND_2cabdd6f979f5f8b3a37,brand,Poscifix,poscifix,FORM_178fe3e69d2b49a33039
BRAND:BRAND_a0185ca03688be141665,brand,Poscitcure,poscitcure,FORM_178fe3e69d2b49a33039
BRAND:BRAND_7f02ebf0cbc4c047f917,brand,Posicaine 100,posicaine 100,FORM_e587c38459a04265c846
BRAND:BRAND_a4eed2d24494766747ac,brand,Posirav,posirav,FORM_178fe3e69d2b49a33039
BRAND:BRAND_a3e452465e27e7b8a766,brand,Positate,positate,FORM_178fe3e69d2b49a33039
BRAND:BRAND_6f6d4b99e9b0d76eb5d0,brand,Pospenem,pospenem,FORM_f6437824f363c8a44cae
BRAND:BRAND_6526f3b6af2be6688706,brand,Postop,postop,FORM_00b74b79b0d69b945eaf
BRAND:BRAND_1a9c4b3ddafcba318c30,brand,Potazar,potazar,FORM_9b96ad6d97cd580c4dda
BRAND:BRAND_bee70d0e9e0a0b653a85,brand,Potecin,potecin,FORM_5c77a449cbd587ef81bd
BRAND:BRAND_39817a1d69ed6fb4f099,brand,Poten-cee,poten-cee,FORM_cf676b9749afd1e542e2
BRAND:BRAND_3fecdd53ad0b23bf7061,brand,Poten-Cee N.A.,poten-cee n.a.,FORM_cf676b9749afd1e542e2
BRAND:BRAND_c768010f51674dd442bc,brand,Potenflo,potenflo,FORM_f7cf45349d69d445f809
BRAND:BRAND_a5852c5c313a66de0399,brand,Pou Siu Balm,pou siu balm,FORM_99d8f557d865e48e759e
BRAND:BRAND_5574e5594d77b21b0c63,brand,Pov-It,pov-it,FORM_a3924ee0adba9a99091a
BRAND:BRAND_28162fed98f485d20236,brand,Povi-Guard,povi-guard,FORM_a3924ee0adba9a99091a
BRAND:BRAND_05d0661a4671760c2a98,brand,Povi-Klin,povi-klin,FORM_a3924ee0adba9a99091a|FORM_bb77d210bcdc70028fbf
BRAND:BRAND_aa333cb35d96780a5055,brand,Povibact,povibact,FORM_bb77d210bcdc70028fbf
BRAND:BRAND_eb32ed863fa11c44325d,brand,Povidazin,povidazin,FORM_a3924ee0adba9a99091a
BRAND:BRAND_733659d26c813bd4e3fd,brand,Povide,povide,FORM_a3924ee0adba9a99091a
BRAND:BRAND_86c26e70d031a63a8003,brand,Povidex,povidex,FORM_a3924ee0adba9a99091a
BRAND:BRAND_d6a3c33439d06df35f69,brand,Povidine 10,povidine 10,FORM_a3924ee0adba9a99091a
BRAND:BRAND_b5001d4b565a2758df19,brand,Povidine 7.5,povidine 7.5,FORM_a3924ee0adba9a99091a
BRAND:BRAND_f53e1fee73db0027746e,brand,Povigen,povigen,FORM_a3924ee0adba9a99091a|FORM_bb77d210bcdc70028fbf
BRAND:BRAND_96e0ed6f985aab9d8818,brand,Poviline 10,poviline 10,FORM_a3924ee0adba9a99091a
BRAND:BRAND_9412efb9a71570a21a95,brand,Poviline 7.5,poviline 7.5,FORM_a3924ee0adba9a99091a
BRAND:BRAND_b157f6c86466d66e4ec7,brand,Povimed,povimed,FORM_bb77d210bcdc70028fbf
BRAND:BRAND_eb8cf3b482a8679b92ea,brand,Povin,povin,FORM_a3924ee0adba9a99091a
BRAND:BRAND_9b3c5cb3d5292241b5b8,brand,Povisafe,povisafe,FORM_a3924ee0adba9a99091a
BRAND:BRAND_bd877aa7843a84fa8525,brand,Povistat,povistat,FORM_4f544a9ae8fa52ae645a
BRAND:BRAND_f320fdf075eba2d25447,brand,Povodi,povodi,FORM_a3924ee0adba9a99091a
BRAND:BRAND_0d1c01a24e42d109b486,brand,Powerbos C,powerbos c,FORM_cf676b9749afd1e542e2
BRAND:BRAND_7433204d036ea9aac1ec,brand,Powercap,powercap,FORM_b82d48f5c7858636464e
BRAND:BRAND_ae56669dc0a94c0661c3,brand,Powercells Liniment,powercells liniment,FORM_21e27bf6d96ff92e975f
BRAND:BRAND_e82af5b544e5a977ac51,brand,Powermint,powermint,FORM_4b7125f6d3b057037fb7
BRAND:BRAND_6de0a360710d1ec38034,brand,Poweroxime,poweroxime,FORM_e75411f3b5cdf512a6be
BRAND:BRAND_f9563ab59001282844c3,brand,Powervit,powervit,FORM_b82d48f5c7858636464e|FORM_e565dfc0af02c1acbb5e
BRAND:BRAND_7d9428ad67c3dc2ef8b7,brand,Ppar,ppar,FORM_58f49def11899bb03e70
BRAND:BRAND_06dd2d22cff0b2041c60,brand,PPZ 40,ppz 40,FORM_823e69efe622b6954a69
BRAND:BRAND_7710d71e0558b7e8d462,brand,Pracimed,pracimed,FORM_823e69efe622b6954a69
BRAND:BRAND_12932c6bf69ec69aab12,brand,Pracimed IV,pracimed iv,FORM_823e69efe622b6954a69
BRAND:BRAND_697ea9e8dce353e3ea99,brand,Pradaxa,pradaxa,FORM_8c19bc5d0f3110facb83
BRAND:BRAND_31a33a1f9b4be0550e7d,brand,Pradol,pradol,FORM_6343469638caf3ebeaa6|FORM_70c8c1c22d7a19391e33
BRAND:BRAND_e55d7bcec9c243124e39,brand,Pralec,pralec,FORM_a179ad154aaadd06ab44
BRAND:BRAND_7eb9f26269b41b5d2a48,brand,Pramexol 0.25,pramexol 0.25,FORM_2fd982cc1900dc1e0536
BRAND:BRAND_7245084e2d96ae76a0c2,brand,Pramide,pramide,FORM_437fd5a9fb6e88fb8114|FORM_cfd83e275fb3bb1fa2e9
BRAND:BRAND_bc2e34eb12595c417e44,brand,Pramiz,pramiz,FORM_798c6fe77221b47541b0
BRAND:BRAND_31c34ad79c6faad7878d,brand,Pramolmax,pramolmax,FORM_fc5f3b6d454d076c95c4
BRAND:BRAND_58097acbcca8e7c97816,brand,Pranbeta,pranbeta,FORM_87e1e7f418a4a5748476
BRAND:BRAND_d60c09be1ed2e189a13f,brand,Pranol,pranol,FORM_94be5cf56f1991e76116
BRAND:BRAND_e38c91174d1b0f896610,brand,Pranolol,pranolol,FORM_87e1e7f418a4a5748476
BRAND:BRAND_c336974228bc8fe5e45e,brand,Pranovaz,pranovaz,FORM_87e1e7f418a4a5748476
BRAND:BRAND_c7a4f4d2d8df626acc10,brand,Prasave,prasave,FORM_119f5de31f4bbca887da
BRAND:BRAND_e1d5360aa58e2529a59f,brand,Prasiloc,prasiloc,FORM_823e69efe622b6954a69
BRAND:BRAND_bc1d026df30135d297a2,brand,Prasiloc IV,prasiloc iv,FORM_2f0fa861999d5ab7db81
BRAND:BRAND_17ee310c08adf555a01b,brand,Prasu,prasu,FORM_fdac402247ee6971bd4b
BRAND:BRAND_c0995695efe51fc902d1,brand,Pratozol,pratozol,FORM_2f0fa861999d5ab7db81
BRAND:BRAND_0dcf0b01b00188d53103,brand,Pravastal,pravastal,FORM_12cb783722c5261b2472
BRAND:BRAND_440e8d82d590bd41d493,brand,Pravaz,pravaz,FORM_dfef1b98e45ed17a29c2
BRAND:BRAND_acc83a4b9f4a79702b3d,brand,Pravox,pravox,FORM_0d8169c889e481c716f5
BRAND:BRAND_b08ec69d3a48a062428e,brand,Praxbind,praxbind,FORM_e00f706e328b882d99b8
BRAND:BRAND_f937a89e22b88b4dd855,brand,Praxejan,praxejan,FORM_798c6fe77221b47541b0
