name_id,name_type,display_name,normalized_name,formulation_ids
BRAND:BRAND_d794ee0d048998e57327,brand,Clindacare 600,clindacare 600,FORM_d796a9e808951f8005b3
BRAND:BRAND_46a0752cf88b343f3f06,brand,Clindacin,clindacin,FORM_5c77a449cbd587ef81bd
BRAND:BRAND_789d1fe075f653bb7f9d,brand,Clindacure,clindacure,FORM_d796a9e808951f8005b3
BRAND:BRAND_235b84f61d696cf9706f,brand,Clindaden,clindaden,FORM_d796a9e808951f8005b3
BRAND:BRAND_725e5a1e4767f90219af,brand,Clindafer,clindafer,FORM_d796a9e808951f8005b3
BRAND:BRAND_d0983ed5ae75c1bf6529,brand,Clindagold,clindagold,FORM_5c77a449cbd587ef81bd
BRAND:BRAND_1478033cd8d8fbdd1efb,brand,Clindal,clindal,FORM_5c77a449cbd587ef81bd|FORM_d796a9e808951f8005b3
BRAND:BRAND_800b395f92fff587f08f,brand,Clindalev,clindalev,FORM_d796a9e808951f8005b3
BRAND:BRAND_1aa368427303c583daf9,brand,Clindalon,clindalon,FORM_d796a9e808951f8005b3
BRAND:BRAND_5c77a449cbd587ef81bd,brand,Clindamycin (As Hydrochloride),clindamycin (as hydrochloride),FORM_6aea83e3da1afa4953bc
BRAND:BRAND_c6a8e5ba0057deb8a0c3,brand,Clindanova,clindanova,FORM_5c77a449cbd587ef81bd
BRAND:BRAND_060c15941a1d01672d3c,brand,Clindaphil,clindaphil,FORM_d796a9e808951f8005b3
BRAND:BRAND_7b201c60783c983fe84d,brand,Clindaprem,clindaprem,FORM_5c77a449cbd587ef81bd
BRAND:BRAND_fb1255fa85a3bbfe1dea,brand,Clindarene,clindarene,FORM_d796a9e808951f8005b3
BRAND:BRAND_1d3528fc7fd0fe453002,brand,Clindasal-600,clindasal-600,FORM_d796a9e808951f8005b3
BRAND:BRAND_d638782cea570fd96fee,brand,Clindasan,clindasan,FORM_d796a9e808951f8005b3
BRAND:BRAND_af1cb17b46bffddb17aa,brand,Clindasaph,clindasaph,FORM_5c77a449cbd587ef81bd
BRAND:BRAND_e26ac043ac9d27782833,brand,Clindasaph-300,clindasaph-300,FORM_5c77a449cbd587ef81bd
BRAND:BRAND_d415f7d8e6f8b6d2e4d4,brand,Clindasaph-600,clindasaph-600,FORM_d796a9e808951f8005b3
BRAND:BRAND_5a3c0db85988d98b33dc,brand,Clindasave,clindasave,FORM_d796a9e808951f8005b3
BRAND:BRAND_410fc6b3c03721daa0d2,brand,Clindaseph,clindaseph,FORM_d796a9e808951f8005b3
BRAND:BRAND_39fccf42d97a0898c088,brand,Clindason,clindason,FORM_d796a9e808951f8005b3
BRAND:BRAND_85adb2880ca1eedec323,brand,Clindaspeed,clindaspeed,FORM_5c77a449cbd587ef81bd
BRAND:BRAND_ec1e47101ce301562340,brand,Clindatec,clindatec,FORM_d796a9e808951f8005b3
BRAND:BRAND_68167327bfb02474869f,brand,Clindavest,clindavest,FORM_d796a9e808951f8005b3
BRAND:BRAND_d290cc5aa20aa9453c75,brand,Clindavest 600,clindavest 600,FORM_d796a9e808951f8005b3
BRAND:BRAND_5dfa2369207a0a8ad666,brand,Clindavint,clindavint,FORM_d796a9e808951f8005b3
BRAND:BRAND_0fb5b7db24a8a8b8a249,brand,Clindaxin,clindaxin,FORM_5c77a449cbd587ef81bd
BRAND:BRAND_6ae139dcde2a2d5071c0,brand,Clinderm,clinderm,FORM_e6fc414cb1add24a82af
BRAND:BRAND_27695e338e740329332a,brand,Clindex-600,clindex-600,FORM_d796a9e808951f8005b3
BRAND:BRAND_82ad06a37b0bbc13fcf4,brand,Clindollen,clindollen,FORM_d796a9e808951f8005b3
BRAND:BRAND_6e2b91fb829d261d562e,brand,Clinica DTX,clinica dtx,FORM_60aba9d139191d0bf088
BRAND:BRAND_90c6f9c24bd0aa66e9d4,brand,Clinmed,clinmed,FORM_d796a9e808951f8005b3
BRAND:BRAND_f5caa0f66c467e79b0b5,brand,Clinmicap,clinmicap,FORM_5c77a449cbd587ef81bd
BRAND:BRAND_211e4fde94cec3d42722,brand,Clinmyn,clinmyn,FORM_db0c926bbb8a2bbb19a6
BRAND:BRAND_aa4003e4def93393a4b0,brand,Clinsea-300,clinsea-300,FORM_d796a9e808951f8005b3
BRAND:BRAND_03213d42042cbbcd2c57,brand,Clinsea-600,clinsea-600,FORM_d796a9e808951f8005b3
BRAND:BRAND_6e18e05c9e25c6f97360,brand,CLINTAM,clintam,FORM_b6f5667c425294bf8550|FORM_d796a9e808951f8005b3
BRAND:BRAND_2558fb92db852e0668c5,brand,Clintop,clintop,FORM_5c77a449cbd587ef81bd|FORM_a7f19dde6bd2eac96e4b
BRAND:BRAND_9bffa9c6b5f70c44006b,brand,Clipax,clipax,FORM_2662a983444a807e8a4f
BRAND:BRAND_3cbf9e7c816ecf7e00ee,brand,Clircaf,clircaf,FORM_c339e59dc6c590019994|FORM_e1f91f8b2a2801be0ec3
BRAND:BRAND_cf2cbfc6d6dd0a3c4c2e,brand,Clircaf Forte,clircaf forte,FORM_c339e59dc6c590019994|FORM_e1f91f8b2a2801be0ec3
BRAND:BRAND_ba62babc45b042b28ccc,brand,Clirnaze,clirnaze,FORM_0d6f8afa3940b7f06beb
BRAND:BRAND_23bbcfecdad0c2c5c5b5,brand,Clistanex Forte,clistanex forte,FORM_9712d583cf8179255286
BRAND:BRAND_d5517691d294d5ac967b,brand,Clitax,clitax,FORM_2662a983444a807e8a4f
BRAND:BRAND_2ef163e527e4dfe4ebdc,brand,Clitaxsaph-100,clitaxsaph-100,FORM_2662a983444a807e8a4f
BRAND:BRAND_40f07220432a7fbc1a77,brand,Clitrosaph-A125,clitrosaph-a125,FORM_9712d583cf8179255286
BRAND:BRAND_cee8c9bf026d2242c616,brand,Clitrosaph-A250,clitrosaph-a250,FORM_9712d583cf8179255286
BRAND:BRAND_6049d101a7118d62ba96,brand,Clizid,clizid,FORM_6c58758bc547e0459c07
BRAND:BRAND_47ece22b31d1749d360c,brand,Clobe-Sky,clobe-sky,FORM_2412dc44ca55f44d546a
BRAND:BRAND_a02a18b752d414485352,brand,Clobenate,clobenate,FORM_2412dc44ca55f44d546a
BRAND:BRAND_d1027d00314d4173ff50,brand,Clobesaph,clobesaph,FORM_2412dc44ca55f44d546a
BRAND:BRAND_4aaddd02cdfc35456c46,brand,Clobetacare,clobetacare,FORM_2412dc44ca55f44d546a
BRAND:BRAND_0080869878953fd5e52b,brand,Clobetor,clobetor,FORM_2412dc44ca55f44d546a
BRAND:BRAND_eb7c002a3006d941811a,brand,Clobewell,clobewell,FORM_2412dc44ca55f44d546a
BRAND:BRAND_52fdcca8e1bb702527be,brand,Clobex,clobex,FORM_2412dc44ca55f44d546a
BRAND:BRAND_d449c404170ad6c2e9c8,brand,Clobfred,clobfred,FORM_2412dc44ca55f44d546a
BRAND:BRAND_44f33a0a018f7fae15ec,brand,Clobila,clobila,FORM_2412dc44ca55f44d546a
BRAND:BRAND_23ca79b9df28bc7d7eb6,brand,Clobimed,clobimed,FORM_6a44b97e6ac182b854ca
BRAND:BRAND_a10a37d474752b19407a,brand,Clobon,clobon,FORM_f53035420640904ad644
BRAND:BRAND_717807eb7a0a56a0114e,brand,Clobon DS,clobon ds,FORM_f53035420640904ad644
BRAND:BRAND_9ddfbfe3ca632f5ed9ef,brand,Clobphil,clobphil,FORM_2412dc44ca55f44d546a
BRAND:BRAND_4b5c6d91c6dfc9e011a8,brand,Clocel,clocel,FORM_39cfc96fb5a26c43bc1b
BRAND:BRAND_2e186c8a4934f047bfee,brand,CLOCEPHEN,clocephen,FORM_54238e9415df5dffbf4b
BRAND:BRAND_a42b5365e5c775e7496a,brand,Clocona Cream,clocona cream,FORM_64fc156631b5fe086c50
BRAND:BRAND_7c3ae39283fdb2d154d8,brand,Clodi,clodi,FORM_31124586b307067bcf91
BRAND:BRAND_3f1f0df9072209253f37,brand,Clodiflox,clodiflox,FORM_36b9451985ae5023582b
BRAND:BRAND_7e5879fe62dba04d989f,brand,Clodin,clodin,FORM_5a7f6a7c6882c2dec490
BRAND:BRAND_e5d012e4b6daba240510,brand,Clodrel,clodrel,FORM_174c3e1247525c24cb49
BRAND:BRAND_b6a9488a66302d67297d,brand,Clodroxine,clodroxine,FORM_5a7f6a7c6882c2dec490
BRAND:BRAND_315b32c9c383a6fd322a,brand,Cloduz,cloduz,FORM_2cecdf52856bc605f199
BRAND:BRAND_1639da3f88fe443526fd,brand,Cloed,cloed,FORM_9d5829358dff2892f67b
BRAND:BRAND_2eed297550cd8da3c3b8,brand,Clofefar,clofefar,FORM_36b9451985ae5023582b
BRAND:BRAND_e736dbaaa15f7b7def10,brand,Clofenad,clofenad,FORM_36b9451985ae5023582b
BRAND:BRAND_26d15cbcef491ec40bdf,brand,Clofenex-50,clofenex-50,FORM_36b9451985ae5023582b
BRAND:BRAND_2d7aa64acd86745a3167,brand,Clofenova,clofenova,FORM_6ae334b44a9283a66a0b
BRAND:BRAND_03937245fc130b5178bc,brand,Clofepen,clofepen,FORM_29d1d6d7e80c42bef074
BRAND:BRAND_687a741c478f1c8b5109,brand,Clofer,clofer,FORM_f53035420640904ad644
BRAND:BRAND_2475b9d927ce898306ef,brand,Clofer-V,clofer-v,FORM_f53035420640904ad644
BRAND:BRAND_277691a85d8c62baafab,brand,Clofezest,clofezest,FORM_36b9451985ae5023582b
BRAND:BRAND_631a707ed41414946011,brand,Clofina,clofina,FORM_2412dc44ca55f44d546a
BRAND:BRAND_56ac68680aea9b992cc2,brand,Clogel,clogel,FORM_98e16625d4a97f71ae5c
BRAND:BRAND_9ab13aeef6e4bdda8a0d,brand,Clogeovix,clogeovix,FORM_3ade755b49f5540186d2
BRAND:BRAND_9e67d9f364403ca3e747,brand,Clogrel,clogrel,FORM_3ade755b49f5540186d2
BRAND:BRAND_942db041e4e9e10c368a,brand,Clogretab,clogretab,FORM_3ade755b49f5540186d2
BRAND:BRAND_173343a1e7bf7384050e,brand,Clogrix,clogrix,FORM_2cecdf52856bc605f199
BRAND:BRAND_ce58ed85c494453a3a07,brand,Clohab,clohab,FORM_2412dc44ca55f44d546a
BRAND:BRAND_8442fc3dc943fa18a012,brand,Cloheal,cloheal,FORM_9d5829358dff2892f67b
BRAND:BRAND_9d08f6670f25c6516f30,brand,Clomacap,clomacap,FORM_f53035420640904ad644
BRAND:BRAND_6116e5d603962ba50c39,brand,Clomate,clomate,FORM_cae2996f42469349e888
BRAND:BRAND_e5eceb642e1207b4cbbd,brand,Clomax,clomax,FORM_f53035420640904ad644
BRAND:BRAND_58821850257163831b6f,brand,Clomep,clomep,FORM_31124586b307067bcf91
BRAND:BRAND_fe0bb5c67d19d0fde397,brand,Clomi,clomi,FORM_ef1f23388c83370fa14e
BRAND:BRAND_3210955fbec59e894d62,brand,Clomitene,clomitene,FORM_437fd5a9fb6e88fb8114
BRAND:BRAND_d79d5105cffb4dc0dbf3,brand,Clonesten,clonesten,FORM_f53035420640904ad644
BRAND:BRAND_12d5a203f4f47432bcab,brand,Clonigard,clonigard,FORM_d65cbd1008a5d13c2e38
BRAND:BRAND_c372dac02d743bb5085b,brand,Clonigen,clonigen,FORM_051858491ad5546a820a|FORM_d65cbd1008a5d13c2e38
BRAND:BRAND_708006c8f576fd0cab3b,brand,Clonilife,clonilife,FORM_5a7f6a7c6882c2dec490
BRAND:BRAND_8e7d321b1b15c51d5a1d,brand,Clonimed,clonimed,FORM_051858491ad5546a820a
BRAND:BRAND_ca5511202b362b0a7b11,brand,Clonin,clonin,FORM_5a7f6a7c6882c2dec490
BRAND:BRAND_9b12aa86014509dc71cd,brand,Clonipress,clonipress,FORM_5a7f6a7c6882c2dec490
BRAND:BRAND_56c7f1806d25ed4504ea,brand,Clonisaph-150,clonisaph-150,FORM_5a7f6a7c6882c2dec490
BRAND:BRAND_76a2cf5eaf3575ab33c5,brand,Clonisaph-75,clonisaph-75,FORM_5a7f6a7c6882c2dec490
BRAND:BRAND_9f9791004801ef71033d,brand,Clonisea,clonisea,FORM_5a7f6a7c6882c2dec490
BRAND:BRAND_506cf785a1f605f4eed3,brand,Clonisur,clonisur,FORM_5a7f6a7c6882c2dec490
BRAND:BRAND_5bfc6ec1cd582f212b99,brand,Clonotril-0.5,clonotril-0.5,FORM_12a4ea2b5e10de132ff3
BRAND:BRAND_88c2db34eaeefa3690c5,brand,Clonotril-2,clonotril-2,FORM_12a4ea2b5e10de132ff3
BRAND:BRAND_cc4428da6bff0be33030,brand,Clopate,clopate,FORM_9d5829358dff2892f67b
BRAND:BRAND_d856acb062da553b8ed3,brand,Clopegen,clopegen,FORM_3ade755b49f5540186d2
BRAND:BRAND_ed919c2d1719795284cb,brand,Clopel-A,clopel-a,FORM_00792119a7c93fa0d2a7
BRAND:BRAND_f3d1a41e6d571c83d1bc,brand,Clopend-75,clopend-75,FORM_3ade755b49f5540186d2
BRAND:BRAND_e5fb9a0c3adbb244a19b,brand,Clophil,clophil,FORM_3ade755b49f5540186d2
BRAND:BRAND_7d6e0fecddd3a42d6002,brand,Clopicard,clopicard,FORM_9d5829358dff2892f67b
BRAND:BRAND_4bf2903626d0a973f9b2,brand,Clopichem,clopichem,FORM_36b9451985ae5023582b
BRAND:BRAND_0fb12d31532f4bf85876,brand,Clopida,clopida,FORM_3ade755b49f5540186d2
BRAND:BRAND_17fdd2ec5b4ecd52c6aa,brand,Clopido-M,clopido-m,FORM_3ade755b49f5540186d2
BRAND:BRAND_9d5829358dff2892f67b,brand,Clopidogrel,clopidogrel,FORM_2804087e09339853a2a8
BRAND:BRAND_3ade755b49f5540186d2,brand,Clopidogrel (As Bisulfate),clopidogrel (as bisulfate),FORM_140bedbf9c3f6d56a984
BRAND:BRAND_73ea51df7bb86b10f29a,brand,ClopidoMed,clopidomed,FORM_3ade755b49f5540186d2
BRAND:BRAND_e6a733b071655541ed53,brand,Clopidowel-75,clopidowel-75,FORM_3ade755b49f5540186d2
BRAND:BRAND_784a6f4f6f029855d8d5,brand,Clopidra,clopidra,FORM_3ade755b49f5540186d2
BRAND:BRAND_a107356f2df2b6daa3bc,brand,Clopidrel,clopidrel,FORM_3ade755b49f5540186d2
BRAND:BRAND_879263aca40ed0b17805,brand,Clopierra,clopierra,FORM_3ade755b49f5540186d2
BRAND:BRAND_53205bc3bac129ef0169,brand,Clopifar,clopifar,FORM_3ade755b49f5540186d2
BRAND:BRAND_09b8b9275e5e39c7578a,brand,CLOPIFIRST,clopifirst,FORM_9d5829358dff2892f67b
BRAND:BRAND_6cb06a663ab9adb50b9c,brand,Clopilar,clopilar,FORM_9d5829358dff2892f67b
BRAND:BRAND_2aacba3e96608914d88f,brand,Clopinav,clopinav,FORM_c055bcbaa2c43dd1d58f
BRAND:BRAND_bbfa1a8487d48707084c,brand,Clopinova,clopinova,FORM_3ade755b49f5540186d2
BRAND:BRAND_447cf9b98a99956e2671,brand,Clopiron,clopiron,FORM_3ade755b49f5540186d2
BRAND:BRAND_2b1cbed2d7575a32c793,brand,Clopisky,clopisky,FORM_3ade755b49f5540186d2
BRAND:BRAND_7e2d25b7ad7314597d92,brand,CLOPISTAN,clopistan,FORM_9d5829358dff2892f67b
BRAND:BRAND_1e8fcea1bcc4c307aef8,brand,Clopisure,clopisure,FORM_3ade755b49f5540186d2
BRAND:BRAND_d75f70790e2b346d4493,brand,Clopivate,clopivate,FORM_3ade755b49f5540186d2
BRAND:BRAND_7c71db70130c32e5a4dd,brand,Clopivaz,clopivaz,FORM_3ade755b49f5540186d2
BRAND:BRAND_cdf344896ff7f1133b21,brand,Clopiwin-75,clopiwin-75,FORM_3ade755b49f5540186d2
BRAND:BRAND_d0067e98d2b006007df1,brand,Clopix,clopix,FORM_3ade755b49f5540186d2
BRAND:BRAND_ce821bf07b6cc42ef233,brand,Clopixene,clopixene,FORM_a670530567194409c154
BRAND:BRAND_b044813dbbc39c1134a7,brand,Clopixol- Acuphase,clopixol- acuphase,FORM_17d3aba6cc743ddbfe8c
BRAND:BRAND_9351ce354f9f8e4f9920,brand,Cloplat,cloplat,FORM_3ade755b49f5540186d2
BRAND:BRAND_fa2ce10527b5d75b7e6b,brand,Clopres,clopres,FORM_5a7f6a7c6882c2dec490
BRAND:BRAND_3205fab8dc89eadcfbe1,brand,Cloprimed,cloprimed,FORM_437fd5a9fb6e88fb8114
BRAND:BRAND_178a0fd01b3c5453b275,brand,Cloprimide,cloprimide,FORM_437fd5a9fb6e88fb8114
BRAND:BRAND_f395d2feb5d603482545,brand,Clopsil,clopsil,FORM_3ade755b49f5540186d2
BRAND:BRAND_ec82beec9fc304539946,brand,Cloracef,cloracef,FORM_39cfc96fb5a26c43bc1b
BRAND:BRAND_5f5e3131ce979e480937,brand,Cloran,cloran,FORM_39cfc96fb5a26c43bc1b
BRAND:BRAND_545600656679efa4fb17,brand,Clorcef,clorcef,FORM_39cfc96fb5a26c43bc1b
BRAND:BRAND_288aeae2eb219fb6f304,brand,Clorfil,clorfil,FORM_39cfc96fb5a26c43bc1b
BRAND:BRAND_b3837a02238e1e60fbb8,brand,Clorgen,clorgen,FORM_39cfc96fb5a26c43bc1b
BRAND:BRAND_49103bbdba3b7f9d56f2,brand,Clorifort,clorifort,FORM_f53035420640904ad644
BRAND:BRAND_996f03eef7e942cafd7d,brand,CLORMED,clormed,FORM_39cfc96fb5a26c43bc1b
BRAND:BRAND_49e387435b8c0b749371,brand,Clorsium,clorsium,FORM_a9b889561f21c0f31b30
BRAND:BRAND_cc85ece1e9b27200c51c,brand,Closcizol,closcizol,FORM_c44740b27baa8c72479b
BRAND:BRAND_5d197028c846822a3844,brand,Closderm,closderm,FORM_2412dc44ca55f44d546a
BRAND:BRAND_cb606e407e85dd2e5844,brand,Clostelo 100,clostelo 100,FORM_c44740b27baa8c72479b
BRAND:BRAND_a85b77dd04569fd57208,brand,Clostelo 50,clostelo 50,FORM_c44740b27baa8c72479b
BRAND:BRAND_aa7bcdae52ca8c17c983,brand,Clostin,clostin,FORM_f1aab97447f08a7361f3
BRAND:BRAND_563afd0f5bd052774420,brand,Clotec,clotec,FORM_c44740b27baa8c72479b
BRAND:BRAND_f53703bb495164b65259,brand,Clotfixmed,clotfixmed,FORM_9d5829358dff2892f67b
BRAND:BRAND_d77b44dfec672114f111,brand,Clotfre,clotfre,FORM_9d5829358dff2892f67b
BRAND:BRAND_5da3bb48a58753740aa6,brand,Clotimax,clotimax,FORM_3ade755b49f5540186d2
BRAND:BRAND_546b7018596598b341ed,brand,CLOTIN,clotin,FORM_9d5829358dff2892f67b
BRAND:BRAND_ecc41cb2beda85d2bc2a,brand,Clotisprin,clotisprin,FORM_00792119a7c93fa0d2a7
BRAND:BRAND_49f9693edd784572cccf,brand,Clotiz,clotiz,FORM_3ade755b49f5540186d2
BRAND:BRAND_da76069a5d77a2c8742c,brand,Clotranex,clotranex,FORM_fc30c3873522f71e1ef9
BRAND:BRAND_626ea8873a6e924b51f1,brand,Clotribex,clotribex,FORM_f53035420640904ad644
BRAND:BRAND_ec9bfc9440a67a300503,brand,Clotrifix,clotrifix,FORM_f53035420640904ad644
BRAND:BRAND_b2bd413be02387e026f6,brand,Clotrigen,clotrigen,FORM_f53035420640904ad644
BRAND:BRAND_22d3c4d85feda03cd455,brand,Clotrimarex,clotrimarex,FORM_f53035420640904ad644
BRAND:BRAND_b3e6723189c7afa7ba54,brand,ClotriMAX 1%,clotrimax 1%,FORM_f53035420640904ad644
BRAND:BRAND_f2820231f43ae46809e4,brand,Clotrisaph,clotrisaph,FORM_f53035420640904ad644
BRAND:BRAND_ed502692c0d0cce60b5e,brand,Clotritas,clotritas,FORM_f53035420640904ad644
BRAND:BRAND_7462a3855490f903ce94,brand,Clotriva-6,clotriva-6,FORM_f53035420640904ad644
BRAND:BRAND_35d4c11f3e2a4a684488,brand,Clotrix,clotrix,FORM_f53035420640904ad644
BRAND:BRAND_86057e299c560aed850f,brand,Clotstop,clotstop,FORM_3ade755b49f5540186d2
BRAND:BRAND_e080de2647d3dd2cc1b1,brand,Clottam,clottam,FORM_fc30c3873522f71e1ef9
BRAND:BRAND_b58e6006b3c237bb411d,brand,Clottinex,clottinex,FORM_fc30c3873522f71e1ef9
BRAND:BRAND_5429b988622a1ebe36f1,brand,Clovacare,clovacare,FORM_f53035420640904ad644
BRAND:BRAND_f1afb885538a62cbfe46,brand,Clovas,clovas,FORM_3ade755b49f5540186d2
BRAND:BRAND_8a74ea014d773c42204f,brand,Clovate,clovate,FORM_2412dc44ca55f44d546a|FORM_cbd1c870f4bfeb2f0626
BRAND:BRAND_5c8cc98a4434929b267a,brand,Cloverine,cloverine,FORM_483bdeff09ce60e32a27|FORM_59769f6596bd28dd2c28
BRAND:BRAND_534aa87eb67129d4086d,brand,Cloverta,cloverta,FORM_3ade755b49f5540186d2
BRAND:BRAND_2a93f8d7acd579d23907,brand,Clovimax,clovimax,FORM_57f26fcfa00290de0ae3
BRAND:BRAND_a63b3ca0e130535b19be,brand,Clovimed,clovimed,FORM_57f26fcfa00290de0ae3
BRAND:BRAND_3196d2ec3186e18b45f4,brand,Clovintin,clovintin,FORM_57f26fcfa00290de0ae3
BRAND:BRAND_83ca09f76ff72f20d002,brand,Clovir,clovir,FORM_b99b91907f31a314764d
BRAND:BRAND_60ac3aeb1aa17839b1eb,brand,Clovir-400,clovir-400,FORM_b99b91907f31a314764d
BRAND:BRAND_3403af4ad0a7bcd785a3,brand,Clovir-800,clovir-800,FORM_b99b91907f31a314764d
BRAND:BRAND_b453cb2fd2196809ce16,brand,Clovirasi,clovirasi,FORM_2dabca2ca730f36dc5aa
BRAND:BRAND_92bb38882be5f74c32d5,brand,Clovirex,clovirex,FORM_b99b91907f31a314764d
BRAND:BRAND_495f51b0a07378976737,brand,Clovixa,clovixa,FORM_3ade755b49f5540186d2
BRAND:BRAND_1f34b27acb7da8723dec,brand,Clovoxclav-156.25,clovoxclav-156.25,FORM_57f26fcfa00290de0ae3
BRAND:BRAND_e574a666e877497a32e1,brand,Clovoxclav-457,clovoxclav-457,FORM_57f26fcfa00290de0ae3
BRAND:BRAND_f76e5ab528c7bdd7a02f,brand,Clox,clox,FORM_2c1aee7c320e05647e74
BRAND:BRAND_4100c3dc8eb480e5eba9,brand,Cloxacin,cloxacin,FORM_2c1aee7c320e05647e74
BRAND:BRAND_97e4b9af9e939b420b41,brand,Cloxakid,cloxakid,FORM_2c1aee7c320e05647e74
BRAND:BRAND_9f5def81d26a37e9b5e9,brand,Cloxal,cloxal,FORM_2c1aee7c320e05647e74
BRAND:BRAND_71f0efee44ace7b22804,brand,Cloxamed 1000,cloxamed 1000,FORM_2c1aee7c320e05647e74
BRAND:BRAND_1a17d3a6b988eae1d168,brand,Cloxamed 500,cloxamed 500,FORM_fe5ca843e2ea393d7ef3
BRAND:BRAND_f9dee187e364d79abe5d,brand,Cloxane,cloxane,FORM_2c1aee7c320e05647e74
BRAND:BRAND_02142f76cc6a45481724,brand,Cloxapen,cloxapen,FORM_2c1aee7c320e05647e74
BRAND:BRAND_99de24ff9c60dfef45fd,brand,Cloxarex,cloxarex,FORM_2c1aee7c320e05647e74
BRAND:BRAND_e0c4ab8e6c0a73263cbc,brand,Cloxasaph-125,cloxasaph-125,FORM_2c1aee7c320e05647e74
BRAND:BRAND_0a310aa6b2a523ceff5a,brand,Cloxasaph-250,cloxasaph-250,FORM_2c1aee7c320e05647e74
BRAND:BRAND_19e3b84692ac504c1a8b,brand,Cloxasaph-500,cloxasaph-500,FORM_2c1aee7c320e05647e74
BRAND:BRAND_fc866863532d422f0073,brand,Cloxceena,cloxceena,FORM_2c1aee7c320e05647e74
BRAND:BRAND_18c8855231796add9802,brand,Cloxcillin,cloxcillin,FORM_2c1aee7c320e05647e74
BRAND:BRAND_1fcbd17392ba5e6fd094,brand,Cloxed-125,cloxed-125,FORM_2c1aee7c320e05647e74
BRAND:BRAND_53c7f17d4468dfa957bb,brand,Cloxid,cloxid,FORM_2c1aee7c320e05647e74|FORM_fe5ca843e2ea393d7ef3
BRAND:BRAND_f5e5822e09f636822da9,brand,Cloxiem,cloxiem,FORM_2c1aee7c320e05647e74
BRAND:BRAND_850c54c36045543137c7,brand,Cloxil,cloxil,FORM_2c1aee7c320e05647e74
BRAND:BRAND_e806b92afae559bbaee6,brand,Cloxin,cloxin,FORM_2c1aee7c320e05647e74
BRAND:BRAND_c453427a8a4de0d92d62,brand,Cloxipen,cloxipen,FORM_2c1aee7c320e05647e74
BRAND:BRAND_a5479ddcef1c24984a26,brand,Cloxispa-250,cloxispa-250,FORM_2c1aee7c320e05647e74
BRAND:BRAND_ac9c40e761852a46f3fc,brand,Cloxiña,cloxiña,FORM_54238e9415df5dffbf4b
BRAND:BRAND_3b908f97a917f19cf1ab,brand,Clozac-125,clozac-125,FORM_2c1aee7c320e05647e74
BRAND:BRAND_13053dcb29ac5de5cd6f,brand,Clozac-250,clozac-250,FORM_2c1aee7c320e05647e74
BRAND:BRAND_caf7a6b7bd31d765356a,brand,Clozadin,clozadin,FORM_a670530567194409c154
BRAND:BRAND_525255fd54c7461e5e0e,brand,Clozakip,clozakip,FORM_a670530567194409c154
BRAND:BRAND_1d0cb4459dbbf2042d21,brand,Clozarem,clozarem,FORM_a670530567194409c154
BRAND:BRAND_1fdd0f2d673eac3ee5e5,brand,Clozid-12.5,clozid-12.5,FORM_c587ceab445a4ceb38ba
BRAND:BRAND_e324e7cd3586adb053c3,brand,Clozid-25,clozid-25,FORM_c587ceab445a4ceb38ba
BRAND:BRAND_19b8790f4677696f8574,brand,Clozil,clozil,FORM_437fd5a9fb6e88fb8114
BRAND:BRAND_c9a058a44a01fad3cee4,brand,Clozol,clozol,FORM_f53035420640904ad644
BRAND:BRAND_cc2585df74ecdb8b43e3,brand,Club,club,FORM_2412dc44ca55f44d546a
BRAND:BRAND_d6ae6ba835bf83d7ceac,brand,Clusivol Plus,clusivol plus,FORM_8a7404442bd38247860f
BRAND:BRAND_99f60aa1bf5b450da435,brand,Clyntigex,clyntigex,FORM_d5128f1fbf5dfccfa7a1
BRAND:BRAND_fa081e60e7faa3118cd6,brand,Cmaxid 1.5,cmaxid 1.5,FORM_e75411f3b5cdf512a6be
BRAND:BRAND_58557e19c82861a48c0d,brand,Cmaxid 750,cmaxid 750,FORM_152394786377b1dbedde
BRAND:BRAND_36fc81e9e576f04f8e7d,brand,Cniz,cniz,FORM_f78ea752822b648940d5
BRAND:BRAND_f0cfc63c67696d07fbec,brand,Co-Air,co-air,FORM_5081bb1cf567728e5530
BRAND:BRAND_f5f973353dbbde755614,brand,Co-Alcostar,co-alcostar,FORM_bbe1d5adbe56c9b1f778
BRAND:BRAND_de689df1d4696a612909,brand,Co-Aleva,co-aleva,FORM_45fbd1727af9feec3734
BRAND:BRAND_28c0320e15b96c645a87,brand,Co-Altria,co-altria,FORM_cc7e9341173e73a24175
BRAND:BRAND_0e8674b48d5b280bae96,brand,Co-Altria Ped,co-altria ped,FORM_cc7e9341173e73a24175
BRAND:BRAND_6e9537eed34ab3f816b4,brand,Co-Alvoprel,co-alvoprel,FORM_8158a401b7a98901f9f9
BRAND:BRAND_a1220d2c21bdb2b868a3,brand,Co-Amoxed,co-amoxed,FORM_57f26fcfa00290de0ae3
BRAND:BRAND_57f26fcfa00290de0ae3,brand,Co-Amoxiclav,co-amoxiclav,FORM_14428deb7b8467b0086a|FORM_eeaa255e76873e6c78d6
BRAND:BRAND_a52e51294b7fc413a49b,brand,Co-Amoxillen 457,co-amoxillen 457,FORM_57f26fcfa00290de0ae3
BRAND:BRAND_51cbffc9323d403c4cd5,brand,Co-Amoxillen 625,co-amoxillen 625,FORM_57f26fcfa00290de0ae3
BRAND:BRAND_8b3c4065e8babcbc1988,brand,Co-Amoxisaph 375,co-amoxisaph 375,FORM_57f26fcfa00290de0ae3
