brand_id,brand_name_display,brand_name_normalized
BRAND_f9c732d8b48139f33995,Hisdec (Reformulated),hisdec (reformulated)
BRAND_eabddcc237f25366e3e9,Claryn,claryn
BRAND_9e36287af361aeccc9e6,Mitocore,mitocore
BRAND_175d46cd7de172f3fab0,Mezacar,mezacar
BRAND_859101f6ac59a729f4bc,Hinuron-E,hinuron-e
BRAND_e213359723a93edc77af,Perilax,perilax
BRAND_e0abf51c4bde1fed22ab,XAMIOL,xamiol
BRAND_9f3e96d3f1562b690e5a,SANDOSTATIN LAR,sandostatin lar
BRAND_cb3e91083b2f01196e04,Primodil 10,primodil 10
BRAND_c7de66dd76f76de58efb,Femme,femme
BRAND_8a22b4740144586fe46b,Avarin,avarin
BRAND_1bebacbb0c4d447dc343,Quadcomb,quadcomb
BRAND_f329d379e00160e4aa6a,Cetzy-10,cetzy-10
BRAND_014a4ffd2db2b9ae3a1d,Feron,feron
BRAND_079b2211a823b20a0ffc,Bee-All,bee-all
BRAND_e71dd61925808b90c6cf,Kedar,kedar
BRAND_06842b2119af164d4d94,Ambroflam,ambroflam
BRAND_586063be1aeb63d48d2b,Normetec,normetec
BRAND_60108a659567bea92ff4,IOPROST,ioprost
BRAND_649e4df47a4ce8000e04,Zaran,zaran
BRAND_48a147779f5de228517c,Medifer,medifer
BRAND_366f9f4dbd07fc4b49d7,Alaxan FR,alaxan fr
BRAND_4eb744a6ee65cef0b32c,Cefogram,cefogram
BRAND_481adfb7bddfde1ef9c1,Toricard-5,toricard-5
BRAND_d85894bbc4b83d780fb0,Zolid Plus,zolid plus
BRAND_7625b90d194bbf06d18e,Adeflo,adeflo
BRAND_591b915185239f04fe53,Mefejal Forte,mefejal forte
BRAND_c102424966a9b14b75e1,Ziprimox OD,ziprimox od
BRAND_e285cdd85064e369f2a8,Spectra,spectra
BRAND_a0fb3c2a68a88626471c,Glipdin,glipdin
BRAND_06f6688795d7c36747e6,Amvasc Plus,amvasc plus
BRAND_80b342d5ee919a1729ce,Andrecep,andrecep
BRAND_c0caf2add018452ddd83,Vivrone,vivrone
BRAND_d4e293adff146f0c2f4d,Xeloda,xeloda
BRAND_c88f49adc4f78723389e,Ceftebas,ceftebas
BRAND_8823fa5f331da19141b8,Mycozole,mycozole
BRAND_8825e20d37fb5e795432,Piascledine,piascledine
BRAND_106589c9cb3e4fa8b50a,Tamsolin,tamsolin
BRAND_8c619104b461551ed1b6,Ampic-500,ampic-500
BRAND_87dd20758d2a3ebefb8d,Ampic-100,ampic-100
BRAND_8d4b3d53f884d16f2894,Lefoxin,lefoxin
BRAND_bc0a39684a06b274327c,Strumazol,strumazol
BRAND_b668aae96a803984d6a1,Asadin,asadin
BRAND_ca080ac5dec90a22d727,Zanprex-10,zanprex-10
BRAND_a2c85415592b3896a860,Hemoxane,hemoxane
BRAND_766573543ea185dca26e,Leximed,leximed
BRAND_2a77718c25a04a14a375,Requip PD,requip pd
BRAND_0805ee967f605e7621bc,Levophed SF (Sulfite-Free),levophed sf (sulfite-free)
BRAND_2b08e6545e72e021b615,Osporin,osporin
BRAND_0c728a89830d63e1f32f,Chiamin-S,chiamin-s
BRAND_669673ed4322e89afb40,AZO 500,azo 500
BRAND_3c8f3d7519cba356d7d4,Afinitor,afinitor
BRAND_07fb23fa3abfa2ef7f0c,Protec,protec
BRAND_7a4a4bab7160f14a92f0,PANTOPRAZ,pantopraz
BRAND_eb0b7d0314c9888d5e09,AMO 10,amo 10
BRAND_04c6066b7a4d02ba0187,Eraxis,eraxis
BRAND_0bd0ac87b42a4fa1f93e,Cardilol,cardilol
BRAND_6e9b608538940b539471,Trombix,trombix
BRAND_3ea99411230c8b48f9d7,Dobunex,dobunex
BRAND_b5c35dfad22bbad5d120,Valpros,valpros
BRAND_ebd85f1e083213b9e02f,Harbimox,harbimox
BRAND_7bfd41b3851360522a99,Utergin,utergin
BRAND_a181c254ae0fd0fba78c,Clavmentin,clavmentin
BRAND_6710831046bdf80bd601,Amo 5,amo 5
BRAND_a0e7bf0a407e0ea0e37f,Qlaira,qlaira
BRAND_95b5857131098b31b4fc,Hypozam,hypozam
BRAND_140478822fb64c422b8b,Staphlox,staphlox
BRAND_654adac2ffaf69feb3a4,Glicla-Natrapharm,glicla-natrapharm
BRAND_29a74862990b03c788f1,Adivast,adivast
BRAND_78ce10ba0a754c4f2b31,Diamicron MR,diamicron mr
BRAND_d75564a436802ebb9b97,Yokocip,yokocip
BRAND_e4e3e6a4e6b38ec54f43,Losart,losart
BRAND_961ec0daf51616f43fd5,Zefaxim,zefaxim
BRAND_952b36fdc3db6fcb9a3d,CANEM,canem
BRAND_a3a108a6561278eb74d7,Dermacaine Cream,dermacaine cream
BRAND_ff7bdb32e9c405a88330,Cetrizil,cetrizil
BRAND_85a098eec3ab6f92a2dc,Prevacid IV,prevacid iv
BRAND_ccd5260fa75590480516,Sugadrop,sugadrop
BRAND_ae740afda9e5df7a15e5,I-Max,i-max
BRAND_38b735296b1ea9f275a0,Myzar,myzar
BRAND_d36546e433334f2f8592,Zoliget,zoliget
BRAND_3decff0be67d34f4c461,Qxar,qxar
BRAND_5f06b37dc885f94782a2,Dyfloxin,dyfloxin
BRAND_d6a417a82e23e5d908c8,Avator,avator
BRAND_3b6e6ddc3b07c023b2ce,Carbox,carbox
BRAND_6d5b915b2dc96f4838fb,LUBREX,lubrex
BRAND_3d1c6ab12d24516af309,Nahaltin,nahaltin
BRAND_41f98e35418b3a2f9057,Kremil-S (For Export Only),kremil-s (for export only)
BRAND_407731d8bf0eaa4b4eae,Lordamin,lordamin
BRAND_c0c0b0a0e549e944e73f,Healthcare Grille,healthcare grille
BRAND_c5ae2a459b08fcc0319d,Sefta,sefta
BRAND_c91659ce1917009a0296,Trozin,trozin
BRAND_440544c36252f0229fcd,Indiurex,indiurex
BRAND_9caf82cb0746d19680e4,Isonoin 20,isonoin 20
BRAND_0de09a49a5d35112147f,Foliage B-Plus,foliage b-plus
BRAND_ee3896027cb22cf17c47,Bavarian Brew,bavarian brew
BRAND_c0e0f3a7159db5ba72c0,Rispemed,rispemed
BRAND_db4a5cce5f0621415470,United Home Allerest,united home allerest
BRAND_a97e6c3a1040dec3117c,Ulcomez,ulcomez
BRAND_5b250d83fbc1185bc35e,Vodefen,vodefen
BRAND_28b000340de0f0b074c0,Azomac,azomac
BRAND_ca0a3da0569fcc724dbb,TGP-Loper,tgp-loper
BRAND_c3240aeb77a7500489ec,Carvidol,carvidol
BRAND_f87a6023b4b32d82081f,Axal,axal
BRAND_9379c86b5125803e0906,Tamplus,tamplus
BRAND_e2fffbe70e6d1bbd46e9,Kastel,kastel
BRAND_e783d95cc7cc081f2981,Tri-Alzor,tri-alzor
BRAND_3c548800d13bb370798c,Healthcare Antifungal Cream,healthcare antifungal cream
BRAND_508fa4b3f972cd616770,Ciltamin 750,ciltamin 750
BRAND_be28a3905cfbe8bc717e,Rocimus,rocimus
BRAND_a65f9824b80f085d911f,Glucotin,glucotin
BRAND_498d6f57d4cbeb16f3c9,Metoprim,metoprim
BRAND_8d3e396631bb0a013420,Nirmet,nirmet
BRAND_d9d87786028d8ab668f4,Motirex,motirex
BRAND_e5c40eedbf91fa272f23,Vfend,vfend
BRAND_6c3d7336adc8586c44ca,Nebiloc CCB,nebiloc ccb
BRAND_84f9fa0754c1ed96d1e8,Neutroline,neutroline
BRAND_fbd3d72f7946d59517a7,Atenurix,atenurix
BRAND_8fbd765acfd7de84c168,Ferglobin FA,ferglobin fa
BRAND_1846a50133418134c63c,Zeferom,zeferom
BRAND_b1d3d323f13a78739da8,Supercet,supercet
BRAND_87b90064bebe5b5f0d94,S-Celepra,s-celepra
BRAND_e43eae8b9d0ee01d7269,Depo-gestin,depo-gestin
BRAND_177140ba2fc8a54cbba5,Bonviva,bonviva
BRAND_b7ca7ff9bfd60fe2bd42,Eofen-120,eofen-120
BRAND_09684e38670858ae6405,Ciltamin 1.5,ciltamin 1.5
BRAND_785456b8115816e55658,Fenostat,fenostat
BRAND_17561fd71b02a2b870c9,Isonoin 10,isonoin 10
BRAND_0eadd7a4e61ee3f0a3d1,Nevibloc,nevibloc
BRAND_1e08c8f9ca9d9d3c589c,Norplat-S,norplat-s
BRAND_08ff8c0d15b2273a033a,TAD-600,tad-600
BRAND_d23f1ee1f6a2468422e8,Invega Sustenna,invega sustenna
BRAND_b98439465489b1fb2fb7,Eroxmit 500,eroxmit 500
BRAND_243535cf2a4169ccbe5f,Medi-Alpha 0.25,medi-alpha 0.25
BRAND_631ffa50b59a0051744d,Scorpion,scorpion
BRAND_9945dd5b5ea4273764b0,Versol,versol
BRAND_8c76bf94c99950815e68,Merozan,merozan
BRAND_88d5a0735df98e6be841,INHIBITA,inhibita
BRAND_7766d7e34ffa57ca0247,Selegos,selegos
BRAND_2371361b1fc1fe2437a1,Healthcare Joint Pain,healthcare joint pain
BRAND_1ff091c6f34547e26987,Resincal,resincal
BRAND_415e9bed503fd940c2d0,Vasolexin,vasolexin
BRAND_856b18fadcb55b8ffc5a,Platecil,platecil
BRAND_4b922af8f382908853b9,Aldomet,aldomet
BRAND_a9af391673eeea16c8df,Healthcare Tinea,healthcare tinea
BRAND_4bf7a50530e1ccfa691a,Neurobe,neurobe
BRAND_779c32f7cb6e115e1775,Duodart,duodart
BRAND_5752e5481b5215ff732a,Revolade,revolade
BRAND_4393c7a70dd3ab5b0d87,Healthcare Cold & Flu Tablets,healthcare cold & flu tablets
BRAND_70c35a97ecedaa7dad8d,Healthcare Chloramphenicol,healthcare chloramphenicol
BRAND_1a2bf0dd8b58e6c01be0,Tazocin,tazocin
BRAND_bd139bc3e9e0e9457382,Healthcare Amoxicillin 500,healthcare amoxicillin 500
BRAND_b6b31bd592704c531a60,Fluanxol Depot,fluanxol depot
BRAND_b5087f7aa0e910deb860,Neuropse,neuropse
BRAND_fa49d0fc78758bf23f0b,Healthcare Pain Relief,healthcare pain relief
BRAND_fa94fe7862f36ea53e5d,Healthcare Kilimpen,healthcare kilimpen
BRAND_9c7dfcdbb4d03b325254,Myovasc,myovasc
BRAND_eb8ebfb68ab26a3ae55a,Pigrel,pigrel
BRAND_f78ea752822b648940d5,Zinc,zinc
BRAND_70aea5edfa68c633b090,Zinck,zinck
BRAND_3d8049711c0c70671c85,Healthcare,healthcare
BRAND_e3ff1f4db41e0eb0c265,Healthcare Children’s Cold,healthcare children’s cold
BRAND_3e66fdcdc471e4af98da,Ulci-Bloc,ulci-bloc
BRAND_ca4f9a1b9d407aee117b,Endusol-M,endusol-m
BRAND_2a19067c9b990704fab0,Rosucol,rosucol
BRAND_60eeeb0009fd7ec5f0ae,Plefil,plefil
BRAND_5089c2f117f611acd053,Tambocor,tambocor
BRAND_ecf860ebb00cdfd9bf0d,Domne,domne
BRAND_b35d7953c50ad8fc9a20,Endusol-IMB,endusol-imb
BRAND_c440ab10f504ef626ce3,Zentro,zentro
BRAND_8e3789d3067fce47064b,Sidrocine Plus,sidrocine plus
BRAND_f2344c02c46ff51c618c,Amlodipine (As Besilate) + Atorvastatin (As Calcium),amlodipine (as besilate) + atorvastatin (as calcium)
BRAND_7691c90e48d9367c4ea6,Amlodine HD,amlodine hd
BRAND_bcc7b1a0f057ff23e0c1,Combiz,combiz
BRAND_5a0ffc86563caf84a1b7,Sildora,sildora
BRAND_8180534d8e97bb6c8d44,Big 50,big 50
BRAND_b3750f11791fa3f0ed1b,Memantine Hydrochloride,memantine hydrochloride
BRAND_c4b9228049c45e862b35,NEOMET,neomet
BRAND_4a1fbe4fee0f50cc8bb8,Biometrine,biometrine
BRAND_aa1519457c12997760a3,Bactiv 1 g,bactiv 1 g
BRAND_080b0cdafddb45ad4bdb,Bactiv 625,bactiv 625
BRAND_983edd924e9fe9ff92dc,Emlopril,emlopril
BRAND_288aeae2eb219fb6f304,Clorfil,clorfil
BRAND_b3f806035eaf9359cac6,Metopra,metopra
BRAND_4e1d74cdab10d79bd8d2,Trichogyl,trichogyl
BRAND_61b9b3df3bbee25bbc75,Pantozim,pantozim
BRAND_205b203e30f91d83c790,Rovita,rovita
BRAND_b94076bf3290c1a13fff,Betacin-N,betacin-n
BRAND_7c71db70130c32e5a4dd,Clopivaz,clopivaz
BRAND_024673824505d32f5684,Moxiflax,moxiflax
BRAND_1b59109f7fbeb7525c17,Colchimed,colchimed
BRAND_bf06394ef127b4dc9fae,NIR-D5RL,nir-d5rl
BRAND_822d4cc099272c85d326,Formetin,formetin
BRAND_085c7ee4d74ba3110ef2,Diclon,diclon
BRAND_2c48581ce9d17f992dcc,XFEN Flashtab,xfen flashtab
BRAND_ce5a30a92f94232d4856,Ascorbic Acid + Zinc,ascorbic acid + zinc
BRAND_bf71a6c71fff9c71118c,Foxitin,foxitin
BRAND_4e6fe99e7ec8d92fae30,Valtam,valtam
BRAND_67c35d239e4f769f51ba,Velodin,velodin
BRAND_7b96785d1b28858943fb,Prometil,prometil
BRAND_2639f917b9f631a63792,Omezol,omezol
BRAND_abc0961de3a230eac75f,Geozit,geozit
BRAND_2b5dda207d962fa70325,Zanitine,zanitine
BRAND_30793de5e9986570aa7f,Votrient,votrient
BRAND_bad45473452cbac7e1dc,Gazgo,gazgo
BRAND_720f23b9ae10b89d7fb3,Usana Proflavanol C 100,usana proflavanol c 100
BRAND_fff979acda3801dc2779,Kilimpen Max (For Export Only),kilimpen max (for export only)
BRAND_f276b4da2660942bbccd,Vamzar,vamzar
BRAND_20258f77d8c5e458f5b2,Tadah Forte,tadah forte
BRAND_a37b6e26de540f067f8b,Fevertab Plus+,fevertab plus+
BRAND_6fdce8db6fcce238f488,Cebroline,cebroline
BRAND_118b8aa34e19ad84cce9,Netilmicin (As Sulfate),netilmicin (as sulfate)
BRAND_ac5de43bf3c252ed3b40,CAPD/DPCA 3,capd/dpca 3
BRAND_4beb13eb9f6d3ce78f91,CAPD/DPCA 4,capd/dpca 4
BRAND_bb30d0bc238f73a45d73,CAPD/DPCA 2,capd/dpca 2
BRAND_f5d9ba71bbe33cb75ff5,CAPD/DPCA 19,capd/dpca 19
BRAND_a34c07a3a7d567a01e4a,CAPD/DPCA 17,capd/dpca 17
BRAND_f25fbb71c1121913a068,MOMEGEN,momegen
BRAND_8da8210c517ba099d054,Clanza CR,clanza cr
BRAND_84ec7fbb1163a8dae074,Ksart 50,ksart 50
BRAND_47de1bc50cfc43ae6d57,Metrosol,metrosol
BRAND_6135da71ef7f14ed8f14,Irbegen,irbegen
BRAND_94cacce143af79df6699,Cobalamin,cobalamin
BRAND_b2bd413be02387e026f6,Clotrigen,clotrigen
BRAND_19a3781982af95cf1261,Uroxime-750,uroxime-750
BRAND_8ce046ec11861d582ef6,Zelex,zelex
BRAND_0373bd08218258211932,Levomed,levomed
BRAND_24f58799e8d7f5f2c749,Glatimol,glatimol
BRAND_92bb38882be5f74c32d5,Clovirex,clovirex
BRAND_1703f351a2cfbca341b1,Trivan Plus,trivan plus
BRAND_bcdb7e43ddb427ff477c,Broxifil,broxifil
BRAND_c21eea2453a64e72bb21,Scitrozole,scitrozole
BRAND_d88e05764b7ce6e10369,FUROMED,furomed
BRAND_de23956458231dcd374e,Ciclox,ciclox
BRAND_966077397f835dbd42d9,Febrile Free,febrile free
BRAND_2724ed677728413cba79,Solzinc,solzinc
BRAND_8c647ecfbd7200e5b73b,Atorvast-Natrapharm,atorvast-natrapharm
BRAND_9c8896d3ae1032ce5214,Iroplus,iroplus
BRAND_c80bb9edcf794e953a4e,Ofex,ofex
BRAND_cec718cf95b76f575be1,GASTROSIL,gastrosil
BRAND_b623941c72aa3cd53986,Bexil,bexil
BRAND_536d3ed1e06f8bc65b32,Terclodine,terclodine
BRAND_cf34a3abee42c7e44d60,Esofag,esofag
BRAND_c5a981ae86a3b83a3204,Dimet-850,dimet-850
BRAND_ca5e93eac411b6f4724e,Paclib,paclib
BRAND_aa453663e31937c37830,Ketotif,ketotif
BRAND_f9e1b8f09f6f046936eb,Coldeze Infant Drops,coldeze infant drops
BRAND_9831c838a5bf95c89201,Aminoplasmal B. Braun 10% E,aminoplasmal b. braun 10% e
BRAND_cfeb3318ec519add4417,Esem,esem
BRAND_3e14994021da560428e7,Azibloc,azibloc
BRAND_ed5507acfd46016a2cbb,Theraplus,theraplus
BRAND_f4e36ddd761738464d84,Alixime,alixime
BRAND_ed6d3992043456c8fd3c,Docetax,docetax
BRAND_248ab9e4534e94cae1a4,Strepsils Max,strepsils max
BRAND_5df8a98014bac714ee74,Restor Big,restor big
BRAND_8b882a3d6dabcb203bcf,Kadagra,kadagra
BRAND_fa8c443b830f79c65bce,Tranmed,tranmed
BRAND_41259915cae74a3d2263,Esoflux,esoflux
BRAND_b48af1663fe5333527df,Tral,tral
BRAND_244a8f2b64d2a3c3a132,Salinase Max,salinase max
BRAND_cb9516d4d63d07b735a2,Cefalexin (As Monohydrate),cefalexin (as monohydrate)
BRAND_bd7505381100eebdef8c,Peoxa,peoxa
BRAND_dd8645a141d10c3f1aba,Tolnactin,tolnactin
BRAND_649c2987d72069c4598d,Coldezent Reformulated,coldezent reformulated
BRAND_bb32f4b0d2262c638545,MACROBEE with Iron Forte,macrobee with iron forte
BRAND_aedf1b537758bdcd13c6,Fulzimed,fulzimed
BRAND_cdbac71232b40dac5180,Greatafil Max,greatafil max
BRAND_63c4197a5f57dc903f42,Gascosin,gascosin
BRAND_ade02ceaf75728398ee2,Foligen,foligen
BRAND_241fc739912f8389867b,Xylonas,xylonas
BRAND_d3aacd62e0597b621285,Klaryz,klaryz
BRAND_b7b1e50a3059feabc80d,Citagem,citagem
BRAND_5207538fc7bc77ff3e2b,Tacroz Forte,tacroz forte
BRAND_b827a2f15a28ac2efdc8,Ciprodex,ciprodex
BRAND_2be7b73a6896679baadd,Megaflox,megaflox
BRAND_3d06f9b687dae1a689da,AMINOPLASMAL B. BRAUN 5% E,aminoplasmal b. braun 5% e
BRAND_7f1ed18ce9a797f28bf8,Oxalee,oxalee
BRAND_9ab76edf20300bf2e7e4,Drinex,drinex
BRAND_255991e1fd9155b62590,Carvida 6.25,carvida 6.25
BRAND_570570d273f6ae3ff673,Trivasc,trivasc
BRAND_803f9e2f2f6566ea9ada,Cortix,cortix
BRAND_7b0a999dfa0384925d2f,Marilact-D,marilact-d
BRAND_70714ab6162fbf2ad472,Neurolin,neurolin
BRAND_c8e2de83fd71b289ead8,Allercet -L,allercet -l
BRAND_369f99832d0f53b65dd8,Depofemme,depofemme
BRAND_8143ab4a6fc6ff8703bc,Idezar,idezar
BRAND_d56c4f75c7d4f5c44914,Propess,propess
BRAND_480351ba632d71e9e888,Pardopa,pardopa
BRAND_f94d4191ba7f0bf1d856,Flexsa 1500,flexsa 1500
BRAND_347ac5d249c413f56ed0,Lexotan,lexotan
BRAND_cbdab70509e113bd6a7b,Vimetrol,vimetrol
BRAND_c144b3226547fdbbbe60,LS BL,ls bl
BRAND_22086bc71fb6d17c314b,Ambitox,ambitox
BRAND_6ef51268ce00fb50b6a9,Metacort,metacort
BRAND_14d59c5f57aedc4d7121,Fucid,fucid
BRAND_cc1cff700311f341c53d,Teravox,teravox
BRAND_d084e622a77b85308b2b,Adfer,adfer
BRAND_213a89d96c01f69b2463,Atv 10,atv 10
BRAND_228eaef71824d020e975,Zolterol,zolterol
BRAND_ede4875d6826ffec060d,Triple C-1000,triple c-1000
BRAND_52023d6bda5e75e47ad5,Newtaxel-A,newtaxel-a
BRAND_9f696c53b5b811194f73,Merop,merop
BRAND_f45bceda2e7743eaf6e0,Redulflam,redulflam
BRAND_2b7b60b1a3e2ff29c167,Geokast,geokast
BRAND_e36ec0ea177071f9552b,Georoxime,georoxime
BRAND_eaa3e329e0bdfa030e26,Sulbazon,sulbazon
BRAND_7433407e38b3a3573cc8,Globazine-200,globazine-200
BRAND_4763aa4bc4b107542e90,Xenista,xenista
BRAND_cbce0c402fc6feed49dc,Olein 750,olein 750
BRAND_79670d48ef3e91662c9f,Biovid Forte,biovid forte
BRAND_e4c56b33f46b46a08449,Bicapros,bicapros
BRAND_a413f95fb88430850ca3,Imatim,imatim
BRAND_bea29bb7d95a8eb6cc78,Madopar,madopar
BRAND_02b9c9859c505db8ce5b,Guasal,guasal
BRAND_eeac5edccd881efd6491,Betacard (reformulated),betacard (reformulated)
BRAND_60ffc26101434577f41d,Ferovone,ferovone
BRAND_b944c915182561610b3e,Kanacin,kanacin
BRAND_2704d7d125e0d7fc9019,Tamsumax,tamsumax
BRAND_5388a8788f37e3e18b47,Tacromax,tacromax
BRAND_d1c0921ffd49ea4e7db8,Zantol,zantol
BRAND_36eb41c6e816b62b8532,Dilabloc,dilabloc
BRAND_74424ef79ea669a9a25f,Aprezal,aprezal
BRAND_27dd83f3560d81e21611,Almycin,almycin
BRAND_d15c6027d93fd44ddb41,LORAMED,loramed
BRAND_e167ba7fa5ec96b5188f,Clafax,clafax
BRAND_cc189edb217af3b13a90,Neox Er,neox er
BRAND_9df28a28857f9a894f43,Omezid,omezid
BRAND_d091a1c1148cb2e457c4,Xtenda,xtenda
BRAND_c38db20f50b13e162ade,Mazine,mazine
BRAND_3c220d23ff82f6b77964,Nutram,nutram
BRAND_8b9c0df94a8bd80ea722,Liosal,liosal
BRAND_e18c28c517b23ea3a1d3,Arnoplet,arnoplet
BRAND_bbb481b00b8a3e02ba20,Stadovas,stadovas
BRAND_fe6755d9bb568a9e0927,Normix,normix
BRAND_9e156220c695a79a777f,Resolor,resolor
BRAND_a862ad910b95a52f755f,Kombiglyze XR,kombiglyze xr
BRAND_8e7d321b1b15c51d5a1d,Clonimed,clonimed
BRAND_009d1dd0dc2b1b828e53,Skizin,skizin
BRAND_0f17089e54320af4b943,Mycokem,mycokem
BRAND_b8dc683046ff75fddb35,VEXICLAV,vexiclav
BRAND_6d1e854bbdc248f2c943,Trivan,trivan
BRAND_fe64d3dcc3f218dc3106,Bactriderm,bactriderm
BRAND_239d00e15257cf360307,Brilinta,brilinta
BRAND_0bbc5705d63f8628925c,Betclogen,betclogen
BRAND_155312e01713196ee8bb,Multisol-M in D5W,multisol-m in d5w
BRAND_fea745d0c0a646f86c14,ZYLOVIR,zylovir
BRAND_9b65f669a87b954feaa8,Stugeron Forte,stugeron forte
BRAND_bae43b14fe83162e6111,Estrelle Plus,estrelle plus
BRAND_6a07e48d64c55a215e5e,Tacroz,tacroz
BRAND_0cf627bf0ebd6f7f5a9b,Anazole,anazole
BRAND_c20c47881f9706036183,Asmalex,asmalex
BRAND_ac8fca97358f260466ad,Fenofex,fenofex
BRAND_188cb31cbf46776f141e,Cataclon,cataclon
BRAND_88e504669b4a99d19804,Ometpro-100,ometpro-100
BRAND_a423a2ba6c4478dc1a9c,Isoptin SR,isoptin sr
BRAND_a97504e1088c1dc35e77,Rinozine,rinozine
BRAND_fa6bba6f285334b7e4fe,Erlotinib,erlotinib
BRAND_5883826f9d346e2a1c57,Tarceva,tarceva
BRAND_319082e140fd8c92cdca,Osteoflam,osteoflam
BRAND_7f7dfb86b3c0f4c50e40,Vamocef,vamocef
BRAND_643096d90d15348db4b9,DEGUT,degut
BRAND_e8a2b7441ea2f415638e,Alphapres,alphapres
BRAND_5fb120e98c09baa51714,AUROHEX,aurohex
BRAND_c7c298ca18af9698cfd8,Jevtana,jevtana
BRAND_80559a49aae4dfae49fe,Kefsyn,kefsyn
BRAND_98ed81a2169f7f9471e3,Frezitron,frezitron
BRAND_85512957d4c400a7ff8b,Philvita Alfa D,philvita alfa d
BRAND_41ef11ed2c73d4954cab,Gesitram,gesitram
BRAND_1fe12e457c781ebe6dea,Difflam Mint,difflam mint
BRAND_98c9880753bacb2eb204,Diphex,diphex
BRAND_d6293bb2a6c0a8437ad6,Mizam,mizam
BRAND_64ab7bb519b186a2b2eb,Neovite,neovite
BRAND_b1a03c585fad96b63c7e,Dcal,dcal
BRAND_6683761dddc37d616bc6,Revite,revite
BRAND_4c46479b1047f5e550f6,Nutri-C,nutri-c
BRAND_4c19da4eef5d2cd3e038,Kefezy-125,kefezy-125
BRAND_bcaa1d1e12a7896ba483,Greatafil,greatafil
BRAND_d9889295d9647d73f958,COZAAR XQ,cozaar xq
BRAND_dfc447b6c7e56547a96f,Procee Plus,procee plus
BRAND_6537937de0d580a02630,Difflam Orange,difflam orange
BRAND_fe8863890d8547e05ec4,Difflam Eucalyptus &amp; Menthol,difflam eucalyptus &amp; menthol
BRAND_bf581822e456e3df455e,Defnac,defnac
BRAND_b4f993c1d9d3157e2a32,Hi-Smart,hi-smart
BRAND_3d2be809df2887de0755,Ropine Er,ropine er
BRAND_3e085d039a3976aee455,Laprost,laprost
BRAND_023d2553046dc15a8f6d,Visipaque,visipaque
BRAND_74153d1fabb1198f354e,Emestane,emestane
BRAND_d417e78109a379698d82,Taxotere,taxotere
BRAND_f9fa97c6d6486f73f37d,Imvaco,imvaco
BRAND_94b2479693105f1313d9,Lecit-E 200,lecit-e 200
BRAND_6cf8ae94059c8ef64136,Roswin,roswin
BRAND_d7f1feaa28d593ff0178,Glyformet,glyformet
BRAND_64da30b962d6ac32a06e,Cefurex,cefurex
BRAND_ed4a1489e4f9ed0e34a7,Equisine Relief,equisine relief
BRAND_9a319f199ed453ff65a7,Meprazol,meprazol
BRAND_94abc299898e05e0bb28,Equisine Regular,equisine regular
BRAND_5a1ac69037e946ddd7ca,Ventol,ventol
BRAND_9a9a163e12c91a3cd7a0,Dolowin SR,dolowin sr
BRAND_7225c923335ec24d9d53,Zyltan 50,zyltan 50
BRAND_f3a8521b77ba14419362,Paclitex,paclitex
BRAND_7dd88dd13964d538dab5,Aminofer Fa,aminofer fa
BRAND_44466a92a28db8fc8072,Fedrin,fedrin
BRAND_878b3634d270ca348ab2,Septipan,septipan
BRAND_9f188930495f173619a2,Simvastin,simvastin
BRAND_10aeb6d835baafa54b7c,Vexepam,vexepam
BRAND_a9714aa82654d62b5a35,Zefur,zefur
BRAND_b8b539bb8d56f51046ef,Azemax,azemax
BRAND_8aa536a90b6f04de66a3,Tazidem,tazidem
BRAND_4e71f204981f3299a7ca,Ziprox,ziprox
BRAND_3976810549c7f4714b0b,Aero-Care,aero-care
BRAND_19b1f7c9490b12e10a6b,Combipul,combipul
BRAND_3fcf13abf2ae79b0e970,Calciumade,calciumade
BRAND_8e31fa1b186d6363c488,Vitabit,vitabit
BRAND_db1cabbd936b6ec3752d,Geworin,geworin
BRAND_a81d5c39395803ea8b20,Halovate,halovate
BRAND_6c59be1d1c060800f5c9,Fendexi,fendexi
BRAND_b1fcd465b20ee8f10445,Cofnil,cofnil
BRAND_d7bfa7d7af43e9e7ed7b,Curosurf,curosurf
BRAND_5207505e47a09d05b9f3,Metorex,metorex
BRAND_89df7a96d3634d07159b,Nebil,nebil
BRAND_57d41ef936bcfb5aa2e3,Lozaar Plus,lozaar plus
BRAND_b0b46597a84d4fe211da,Lovorin,lovorin
BRAND_f8ed766fa023f91fe44a,Coldzep Gold,coldzep gold
BRAND_75451412a71adeb6eb2a,Cofmed,cofmed
BRAND_daabe2d8294987d46a4c,Dolfen,dolfen
BRAND_55174c7c2833f7e02951,Endusol-R,endusol-r
BRAND_9c353ebb9fa875e2bae0,Orazinc Plus,orazinc plus
BRAND_3b830bce52908029b6cb,Fucil,fucil
BRAND_5c4b41d42758f8d505a5,Elicort,elicort
BRAND_2601baba8f3f9f6228f0,Haicin,haicin
BRAND_e1612e0bc3f0ae1d318c,TORODA,toroda
BRAND_15ccf7dbcd068e97065d,Nalbulin,nalbulin
BRAND_94d3a7585fdaf2514a9a,Trinolone,trinolone
BRAND_9ce1bff9644799642f98,Ketarol,ketarol
BRAND_e0c8549e69da513e3239,Funxion,funxion
BRAND_e56e4ebb6d3c32f498fc,Amiabel,amiabel
BRAND_03aaa0aa8e099a9f4016,ULTRA-RUB,ultra-rub
