brand_id,brand_name_display,brand_name_normalized
BRAND_8816d2278b427eca714d,Protemax,protemax
BRAND_8c59d767d5d21b3a0f23,Alclav,alclav
BRAND_5667697eb5cf361f1d54,Bico-120,bico-120
BRAND_849c99010bcc1ea4ae1b,Mezartel-40,mezartel-40
BRAND_7091a7777f6136acacee,Telsicare,telsicare
BRAND_c993a77fafc176583b82,Furic,furic
BRAND_c266437d7f9a2dff8273,Bellis,bellis
BRAND_3b3174dcf6a39814b1f1,Curebet,curebet
BRAND_0ef8f434d45849faed8e,Taxitas-100,taxitas-100
BRAND_6be3bdd50a40e0998fd2,Mitoban-100,mitoban-100
BRAND_3f65763a9d9eecf66111,Sitagli Plus 1050,sitagli plus 1050
BRAND_859f6c8a369f1bfeab5a,Sitaphil Plus,sitaphil plus
BRAND_a5c0140c3909fa9d2938,Sitaform 1/50,sitaform 1/50
BRAND_e6c7d79bce1f61ed23d5,Retaglimet,retaglimet
BRAND_fc12b9da8f5745c914cb,Glyxera-Met,glyxera-met
BRAND_7beb405bcaed2c077445,Sylergy,sylergy
BRAND_34e732e4a9335efea3b3,Prorelbine,prorelbine
BRAND_5c9c64b394b796aff75f,Rigidon,rigidon
BRAND_dfcbf3ecce03913eb742,Diosmed 1000,diosmed 1000
BRAND_590a6add9f15c9cc62f3,VenoCare 1000,venocare 1000
BRAND_19e2d7d7e9abcf0e7b35,Flavos,flavos
BRAND_2687fd0521d36d868ac0,Gospiridin,gospiridin
BRAND_cada1cf5b5e87a2dd7f8,Venis,venis
BRAND_b0a624589fa436223148,Dioxel,dioxel
BRAND_5027ed59f3ffdf9a5141,Venoprem,venoprem
BRAND_b538d21051aa171a16f0,Shine-C Forte,shine-c forte
BRAND_564991ee07922907abe0,Rapid-C,rapid-c
BRAND_92b1168869edfcfdfa8f,Ascorgen,ascorgen
BRAND_ca80e0ed39b41c2f4b8a,Invictuz,invictuz
BRAND_8fd5480f8a0f508f000a,Olazura,olazura
BRAND_3fc4b6b87a2e1ef22f9b,Olmephil 20,olmephil 20
BRAND_efc24d0ec759f1e06887,Melostar,melostar
BRAND_84cc9a4224aa76c4e273,Olmephil 10,olmephil 10
BRAND_59850f29e0a4b61f651e,Levotin,levotin
BRAND_134552d878150f424f38,Hiperdext Plus,hiperdext plus
BRAND_cdc596ab112439e528d6,Netofen,netofen
BRAND_792ef515ab3d7c4ecaf3,Vitakon-C,vitakon-c
BRAND_9812d6ab6abcf48c6d3b,Kepdin,kepdin
BRAND_36a206301cff7beaa5a5,Aculev,aculev
BRAND_0bb520fe146b0aaec3d7,Saphteride-5,saphteride-5
BRAND_1923d53e903c937a9316,Finpros,finpros
BRAND_a9cdf81bbcb21be0a4fa,Trixsur,trixsur
BRAND_8b52010dfc3b06e65d19,Fexdion,fexdion
BRAND_5a4e093e27f4f111d4bf,Fexophil,fexophil
BRAND_76ec6b89a990c9db5d54,Feuxine,feuxine
BRAND_2c18064187e577d8cf3c,One-Dex Pnss,one-dex pnss
BRAND_3222aca03222901a9326,Saphceevitd3-OD,saphceevitd3-od
BRAND_9d372e177af5cf93bc82,Ferant,ferant
BRAND_f43f5c9822098a7c7937,Embolis 2.5,embolis 2.5
BRAND_94682e57f4fb9a699a0b,Zidime,zidime
BRAND_fe5b4a28f257c16be176,Lamtac 100,lamtac 100
BRAND_5e9ba4448b3585b64c1a,Docmet,docmet
BRAND_741ad41a0ff871da0643,Cipromax,cipromax
BRAND_9614be04a97a5a1aa41a,Contracid,contracid
BRAND_c5a82d5583531df20265,Ranae,ranae
BRAND_09fa714ad5cc33e75912,Imatiplex,imatiplex
BRAND_88a0454aac8fb5d1c083,Synucil,synucil
BRAND_8a3b6f7a439775894dad,Nacsyd,nacsyd
BRAND_8ea2a250e45ae9dcb6e7,Bosetan-125,bosetan-125
BRAND_3daf83c6116cb18e008b,Bosetan-62.5,bosetan-62.5
BRAND_cd80fdb32d8765975662,Pevesca,pevesca
BRAND_f7e4a03b3679bb0ad59b,Sevo-Anesteran,sevo-anesteran
BRAND_d2b96f2eb7b38063b199,Golmet,golmet
BRAND_eafb6c90d70b44227f19,Armacarbo,armacarbo
BRAND_eae527fc57cb613a1018,Alkacent,alkacent
BRAND_41e9bab5cc4921487ac8,Qodic,qodic
BRAND_287006f8b3f5481affca,Bicardikon,bicardikon
BRAND_a282b1e3494b343c7640,Konabi,konabi
BRAND_ae9ec2a5a38e28412716,Sodicarb,sodicarb
BRAND_af476e7f7384f30359e8,Bykar,bykar
BRAND_1c745167d30642a71efb,Spirotrix,spirotrix
BRAND_49ef65fe2444ea72bea7,Spirophil,spirophil
BRAND_0580f5c868fcffb66168,Ketohab,ketohab
BRAND_8f1a3731ea75fd192f7d,Ketocorex,ketocorex
BRAND_899cedf3392a5e545cc3,Mediflam,mediflam
BRAND_d3f6a7e150987d045d77,Benzaclir,benzaclir
BRAND_4f94a79e2158248f7419,MUGREL,mugrel
BRAND_5a5512e06d2258795643,Cefarap,cefarap
BRAND_95fcbd26857f82dc93cc,Ceplex,ceplex
BRAND_171593f2a79ad5d2b310,Regilexin,regilexin
BRAND_d5a40f84a9aee9d39209,Rapelex,rapelex
BRAND_766ec764e6adf6c8fd45,Raplexin,raplexin
BRAND_58e06f0490ce4122bc20,Ceplegen,ceplegen
BRAND_30cb68db2e602bd7a6b8,Fedlexin,fedlexin
BRAND_ebd69320916b27a17172,Lamtac 25,lamtac 25
BRAND_bc16e4ca10f34a6f3b07,Lamtac 50,lamtac 50
BRAND_366abc47303f5f7b5610,Ketoconasaph,ketoconasaph
BRAND_900f4bba33f850979c3d,Flomist,flomist
BRAND_ef8363023490189083ae,Cefavex,cefavex
BRAND_20f09ab91ba2ed1b5db5,Gecita,gecita
BRAND_ddbf2c5b1ecac042ecaa,Omnicure-1,omnicure-1
BRAND_3a39ac47b8d87bb74571,Gecita-200,gecita-200
BRAND_733be71dac9ef68043f9,Omnicure-200,omnicure-200
BRAND_6b5de84e6d077569146e,Saphceevitd3-S,saphceevitd3-s
BRAND_13b9f915af88dbf0271f,Pararight,pararight
BRAND_1a05e507566451c4ae28,Oxizinc,oxizinc
BRAND_34c72d6ffc8c57a6d1a3,Guico-C,guico-c
BRAND_d1c34dea309f32b89bc7,Levomont,levomont
BRAND_2c8f0579aa0884c01676,Montezyn,montezyn
BRAND_573bd078eee8172a02ce,Montevo,montevo
BRAND_1f28d96d77f39b217396,Levmont-Z,levmont-z
BRAND_15c9f7180d00cefca0e5,Levo-CM,levo-cm
BRAND_4e68b13aa7eecbb037a5,Simvas,simvas
BRAND_829046f42373775b2403,Sevlafixx,sevlafixx
BRAND_b7f22b4e25ca50b051a5,Verlaserv,verlaserv
BRAND_cac7305fbb87efac548f,Rinosever,rinosever
BRAND_c9c7061edd6c1f9e07ff,Sevelaget,sevelaget
BRAND_93d282b7dc6c2562ee8b,Fosfamer,fosfamer
BRAND_9cc6babd09812eb0fdd3,Sev C,sev c
BRAND_89e0bd9ff5676c7a87d4,Dyvelamer,dyvelamer
BRAND_17eed91ce7a861d13acc,Azartan,azartan
BRAND_47f214cdab481ec69d09,Losartap,losartap
BRAND_b914f2b5ec12c7c6437c,Genzar,genzar
BRAND_233cff13c70b4f9120ec,Raptrasol,raptrasol
BRAND_f15a576b01cd95598066,Kozartan,kozartan
BRAND_34cd5f2f8f678f4721dd,Zartapel,zartapel
BRAND_32d10feee45b0ba75a05,Ysartan,ysartan
BRAND_60d60e628135aec78f9a,Lostar-50,lostar-50
BRAND_8bb3f2375b62602355ce,Colitab,colitab
BRAND_ad61bcf1b752f6721029,Neuboost,neuboost
BRAND_2d211c21624c619e8422,0.9% NaCl-Sapher,0.9% nacl-sapher
BRAND_0a696fb646cadb6a97bd,Fesusaph-30,fesusaph-30
BRAND_ee4392603343c6d68069,Aepime,aepime
BRAND_b705ecd1c6b5da1290a5,Pregab,pregab
BRAND_34590b9f781ef7df2146,Medgrelide,medgrelide
BRAND_bb3ec1d51c763bed3d81,Anagrebene,anagrebene
BRAND_209dba68e7dc81872825,Aciflux,aciflux
BRAND_5ce8fe2ac00fcb2e9ba5,Prazotam,prazotam
BRAND_fc9ccaf0a097493bef33,Acetor,acetor
BRAND_19f1bec0d6f8503b2b78,Omepace,omepace
BRAND_68eb2b8612d44622aa3b,Briandazole,briandazole
BRAND_fa009ca38136c12ea005,Tolpraz,tolpraz
BRAND_f3496b2146d44dc9028a,Amkomep,amkomep
BRAND_89f9599af592d62d7200,Omep-z,omep-z
BRAND_8286d14c27cdd24e6b1b,Bromphenova,bromphenova
BRAND_ad742d7cdc6f89d492e0,Appettron,appettron
BRAND_2c0603bf1d099aa0fffc,Simvasyn,simvasyn
BRAND_4f057bbd9087b3491df3,Moleair,moleair
BRAND_7c2ee65856a79ad7ff4e,Oramont Plus,oramont plus
BRAND_13b3cb95c8fd5243969c,Retair,retair
BRAND_c653fe25f11200e02c28,Duokast,duokast
BRAND_76ecf832a42cc0e0d3f0,Multizin,multizin
BRAND_46d6848b1d2fc3044e18,Caldeezee,caldeezee
BRAND_5c32ee66d83382af2044,Immunavit-1020,immunavit-1020
BRAND_02902909d2463b5bc891,Fesusaph-15,fesusaph-15
BRAND_54d8552a6d8c077ba827,Fesusaph-8.8,fesusaph-8.8
BRAND_bc1e2614027da6755c15,Haruvita,haruvita
BRAND_174c10f03a09c052be4d,Ascorsaph,ascorsaph
BRAND_4657f529bee75d408f9c,Azeesaph,azeesaph
BRAND_0b7a3ecf3d7e295c5ac6,Immuneplus,immuneplus
BRAND_2f248891043c0e04620e,Borixisaph,borixisaph
BRAND_e8cdc3907b57800f7ade,Mmcort,mmcort
BRAND_c9ef23e7e873cc43700f,Mcortphil,mcortphil
BRAND_9969d0c4bfe79c812ee0,Taxaica-300,taxaica-300
BRAND_67fba879ffed16fd404e,Embolis 5,embolis 5
BRAND_17bfea9eb93f9cad2a6e,Meobloc 50,meobloc 50
BRAND_c2762d8f35b9146707a8,Prazome,prazome
BRAND_063f05711bacbec9ef40,Idacord 5,idacord 5
BRAND_23f68803c42a029161a2,IdaruGet-5,idaruget-5
BRAND_4ecd96ec50ec02a37543,Lorzide,lorzide
BRAND_ef1c5fe76fce5206906d,Fusitop,fusitop
BRAND_4fcc30e6bcffb2368586,Myrevit Plus,myrevit plus
BRAND_0c06b1bee84259204a32,Ameniofer-B,ameniofer-b
BRAND_708b325bca49b14309f6,Vildasaph-50,vildasaph-50
BRAND_59332a82e9e8ef6cfdb4,Plexivit,plexivit
BRAND_0939a65c3d5ac2283700,Vancocent,vancocent
BRAND_990acce9d5e378341839,Novtrix,novtrix
BRAND_52cd90efa12acd53a5ed,Gentrix,gentrix
BRAND_c8e44b33d150d1d659cb,Easylac,easylac
BRAND_33a3e9e85b72ad3bce5d,Aelac,aelac
BRAND_c66c5185850e170c2d6f,Retalac,retalac
BRAND_5e89cc1ec9fd069f65e8,Chronistin,chronistin
BRAND_35e70fda5c600e43aa7e,Sefepi 1000,sefepi 1000
BRAND_62c4f2d051e46a26cd15,Qutero 300,qutero 300
BRAND_0a9a0b95d3ff536e24b5,Emtaq 300,emtaq 300
BRAND_b83e1197b5a0853329f0,Taxaica-260,taxaica-260
BRAND_ebc0a06db869b79dd82b,Taxaica-100,taxaica-100
BRAND_e520bd4a87cb41941641,Seroflo 250 Ciphaler,seroflo 250 ciphaler
BRAND_ca68a86b01d05890e636,Seroflo 100 Ciphaler,seroflo 100 ciphaler
BRAND_7be205a1df723a045824,Eliquis,eliquis
BRAND_be7264ed17a4a6886b97,Platifirst,platifirst
BRAND_4281f9624cae9b08ff79,Neuro D 150,neuro d 150
BRAND_a04dde3bffa1cae880d2,Mixeprem,mixeprem
BRAND_001e3f31618402b7b601,Bisotrol 5,bisotrol 5
BRAND_3cff5d3f5cf71674ba04,Bisotrol 10,bisotrol 10
BRAND_fc56b67a28c639cbb509,Cabitas,cabitas
BRAND_1714b8f652d361fb33a5,Zenith OD,zenith od
BRAND_6141891717bfab300cd1,Saphzomib,saphzomib
BRAND_446de7248adce4022806,Novamycin,novamycin
BRAND_50d020c6c84586e3a699,Novotran,novotran
BRAND_967ba13a7e8adc6c4483,Neuro D 75,neuro d 75
BRAND_30ef4ae1375a04937f1a,Zerodol-CR,zerodol-cr
BRAND_8a46df1f975b0d2d11b0,Diclotrue,diclotrue
BRAND_7c308e02a5b72013ad9e,Dipinew,dipinew
BRAND_6fca311fd7e5132e47fb,Sydenferol,sydenferol
BRAND_bdea020be85a4bb8ef87,Sydenslim,sydenslim
BRAND_5705af9ad81822ddbb6b,Vit-3,vit-3
BRAND_081ca67e4f14c6057fa9,Khrizvate,khrizvate
BRAND_56c7f1806d25ed4504ea,Clonisaph-150,clonisaph-150
BRAND_c58eb307efb77d652265,Cataclon 150,cataclon 150
BRAND_2ba668a0f74fa13ae704,Chlonbitech,chlonbitech
BRAND_76a2cf5eaf3575ab33c5,Clonisaph-75,clonisaph-75
BRAND_b6a9488a66302d67297d,Clodroxine,clodroxine
BRAND_4bac125e4de230313fa4,Vancolife,vancolife
BRAND_9bfc534ea75a233eb9bd,Citapram,citapram
BRAND_8464c0b339d2b92d2cc9,Kepxime,kepxime
BRAND_1d36d21a1cf5c9abb4f8,Respifar,respifar
BRAND_210a9f5755c663268c4b,Saphdosetron,saphdosetron
BRAND_b907c6ab4c4d031886c1,Setronad,setronad
BRAND_02efee434ff90c8b4453,Vitmarie,vitmarie
BRAND_7e6566de19ae3df50c2b,Equamol,equamol
BRAND_5aa99afb883ee7ba0128,Flexanerv,flexanerv
BRAND_f224db1f8dbefb5e92eb,OP-Regenerv,op-regenerv
BRAND_6d99512d7259702d793e,Actib,actib
BRAND_d0c608a653fde2fa152a,Sapheron,sapheron
BRAND_4ab4bd2d022f6c062037,Sapholic,sapholic
BRAND_72d80baf75f31b1066eb,Claritrol,claritrol
BRAND_a64be61df3cae4df50fa,Plavido,plavido
BRAND_fbda01ad794349eb719f,Colife,colife
BRAND_74bf2d3c2671797cbfdd,Levomol,levomol
BRAND_b318128060b6605002aa,Pregnafol,pregnafol
BRAND_c27f87065644f49de616,Trimotol,trimotol
BRAND_9926acc550b896e31237,Dextrocol,dextrocol
BRAND_0c374d0e34fcb4a4915d,Prophalan,prophalan
BRAND_ab88df23984f4a3ba12c,No Drowse Triplec,no drowse triplec
BRAND_47ac826dbb5e09ca6a93,FARAZID,farazid
BRAND_ac0f29fdc6754524493b,SINUDEX,sinudex
BRAND_b35c6fa7f5b0993e5001,Flunasin,flunasin
BRAND_03758c56edc4fe813e3b,Diclomet,diclomet
BRAND_2929b10e10520f438419,Quifol,quifol
BRAND_c41140379dec390343a9,Pofol,pofol
BRAND_6cea018b27dafac8c879,L-ascain,l-ascain
BRAND_3bf5ffa48c3f47289401,Baczone,baczone
BRAND_70c7c0e8a19b2e0ba8fa,Kosix,kosix
BRAND_3759e8551a2b2e2bbe48,Furoden,furoden
BRAND_c9690bbfa5e57ddb23eb,Furogen,furogen
BRAND_cff491cbaeea6d90d44c,Zetrinx Plus,zetrinx plus
BRAND_96b22f4b31ae966f1c24,Sydenhist,sydenhist
BRAND_0a92247355ca50db9191,Rcarbonate,rcarbonate
BRAND_35f8d986c838c0a6edd5,Celenova,celenova
BRAND_e685cc0ba4bfe70eb3d1,Coxibral,coxibral
BRAND_78434464dc3ff3d51e7e,Gocox 200,gocox 200
BRAND_09a089294edf52ea6250,Medibrex,medibrex
BRAND_4ade952fbf227c285a45,Novabrex 200,novabrex 200
BRAND_31ba040b5cb710c3bb48,Celesky,celesky
BRAND_21f0e97d75b235748993,Monterizine,monterizine
BRAND_2b36f3ff9552520f9a91,Damusin,damusin
BRAND_0f868b83de7f9e2e088b,Sartollen 100,sartollen 100
BRAND_72f0da887df3fd61085b,Sartollen 50,sartollen 50
BRAND_77bd77c842b78a592166,Azimed,azimed
BRAND_bf17796b3442c0d171d9,Gozibact,gozibact
BRAND_ffa18792e20ce131e648,Zenyd,zenyd
BRAND_b74754cfd7d978184f18,Metrovee,metrovee
BRAND_67bb3aceb52a520feb3e,Metrosaph,metrosaph
BRAND_0fcd568a5cb9bdb4677b,Control,control
BRAND_40463bbed8955f6c7a6a,One-Mero 1000,one-mero 1000
BRAND_8901965c7bfa96f8708b,Emero 1000,emero 1000
BRAND_13068e8b989fa46ba26d,Mepracid,mepracid
BRAND_376f5c66e7bf3a003ba0,Sanzepir-10,sanzepir-10
BRAND_f862ab4dea590ce6ad3d,Kanosole,kanosole
BRAND_f68e18929d247bb7279d,Cortigen,cortigen
BRAND_9e4749d15e56a58486e1,One-Mero 500,one-mero 500
BRAND_9c0c262ded37a538867f,Emero 500,emero 500
BRAND_b9582ed4202e666cb23a,Doburx,doburx
BRAND_30de22f21df5984ac0f2,Dobucy,dobucy
BRAND_f5c7e71cb6b1bfd300db,Erexil,erexil
BRAND_4a88918f1a8431391d02,Novazith,novazith
BRAND_0b3ceb31486e9ea9864b,Gozirox,gozirox
BRAND_6f0a20bd85458acc7c2d,Medibiotic,medibiotic
BRAND_0b23191fcdd9d0d0214b,Zebazith,zebazith
BRAND_20d66ce17f0a0a0a7d32,Retazith,retazith
BRAND_6742ee94b3ff46face3c,Maxithro,maxithro
BRAND_8d31b2e03b5637eddb3f,Bensarex,bensarex
BRAND_c80d0a1b6429965f575a,Raxum,raxum
BRAND_7f9f04ccea8aac3ea3c9,Diawell,diawell
BRAND_26597c75e0980a856d4f,Aenabi,aenabi
BRAND_8fd4806a407bac713d2f,Sodrogen,sodrogen
BRAND_24bc750524fbf876c631,Fetusin,fetusin
BRAND_246ce8c71bcb1b17c0d7,Bisolab,bisolab
BRAND_32cef3e00c6d68a9ae66,Medprazol IV,medprazol iv
BRAND_0355491374bef96599b3,Gomep IV,gomep iv
BRAND_966eae4e37a4c7a37fd7,Omeptam,omeptam
BRAND_cc43f1028a7a3dfd6353,Retamep,retamep
BRAND_dfba0aadd5a64a7160b5,Ketovex-30,ketovex-30
BRAND_b214635b6b6b29174378,VenoSolv,venosolv
BRAND_c30e670245371636cadd,Saphtivit,saphtivit
BRAND_c4198ed3971d7d5ed526,Dayzinc Fortified,dayzinc fortified
BRAND_6049d101a7118d62ba96,Clizid,clizid
BRAND_8258ba7048d06f1d00ef,Glazide,glazide
BRAND_eb84362f50b0467e56aa,Glubitor,glubitor
BRAND_558827e5f1d0b1b8a218,Gozidime,gozidime
BRAND_b308aa0cf0a809709449,Metromin,metromin
BRAND_94bff713d5ea6aa87111,Nimrof,nimrof
BRAND_eaf4a80ebb448977f5dc,Rafor,rafor
BRAND_dd06c8a98944ba89d7de,Gluko-S,gluko-s
BRAND_4197f0be6d2400ee14b2,Switles,switles
BRAND_a6360f1e761a7cbf36c2,Aceformin,aceformin
BRAND_d5da03c5b432a64da94b,Metter,metter
BRAND_c1d6f5e952d0e518b307,Melfor,melfor
BRAND_61c5a1105acf9dc3965d,Myrevit-C Plus,myrevit-c plus
BRAND_62f874970d60aba5c2a7,Nucee-Z,nucee-z
BRAND_4f0b3d982084e3bb9c1e,Derkazole,derkazole
BRAND_fe5886144fe173c0f1be,Nekozol,nekozol
BRAND_de0deffbc05c1caafabd,Zolphen 40,zolphen 40
BRAND_f58a7455b7d7a78fc853,HRZ Pedia DT,hrz pedia dt
BRAND_dc61ae8320cdbfbbef94,Zynasalo,zynasalo
BRAND_e523f6cdd6eb0a4299b4,Deoxysaph,deoxysaph
BRAND_a70749f89345cababe0e,Ursostar 250,ursostar 250
BRAND_7cab16a3f686ce56bf28,Urzokolix,urzokolix
BRAND_0f451a6efbba71766c6d,Vildal,vildal
BRAND_3021fb0ee03df6320ce4,Retagliptin,retagliptin
BRAND_25997be2612775931f8e,Oxan,oxan
BRAND_ba5c67aa3d43ee7c1321,Oxamed 500,oxamed 500
BRAND_64a9155cc4ef5e117803,Oxamax 500,oxamax 500
BRAND_7d9b1814184a6866927d,Aciclonova,aciclonova
BRAND_65a253f4001b7d2caa09,Hiroxime-250,hiroxime-250
BRAND_b81bf96041182be99e49,Zocef Kids,zocef kids
BRAND_8d196e7e9bfd82b7cf40,Hiroxime-125,hiroxime-125
BRAND_eaaeab99c47167139ac5,Bizaclovir,bizaclovir
BRAND_94927ae48f639d60cda7,Giozole,giozole
BRAND_d3557a738d36a8f841a8,Terracid,terracid
BRAND_bdab5db21dc111e94eb7,Blueprazole,blueprazole
BRAND_6d3cf4bf7bc5f1de568f,Zolexcel,zolexcel
BRAND_a5a3444d867b05a42c0a,Triasop,triasop
BRAND_461ffc076be52741befd,Omegerd,omegerd
BRAND_f9873427f2d2ea8190ca,Medruszole,medruszole
BRAND_3056f18eeacab82a95fa,Reflucxid,reflucxid
BRAND_6dedecdf90a160428259,Ceftrihil,ceftrihil
BRAND_0f7f3297497fc99c9dc2,Nurolin,nurolin
BRAND_7314a86bdcb8bffbe1f8,Frudis,frudis
BRAND_b67cd5f921907a01d7ec,Sefixi-SB 1500,sefixi-sb 1500
BRAND_f04ff68a1a65e7d62570,Sydenfen,sydenfen
BRAND_a3513a2045c546207157,Fenosyn,fenosyn
BRAND_de7312b935781725c49e,Aarexone,aarexone
BRAND_1b56b080311bdd60b0d5,Suprafix DS,suprafix ds
BRAND_6c2abe25d9a3cc422e7a,Cefiden,cefiden
BRAND_8e8943ab72d7f3a214f6,Fixigen,fixigen
BRAND_84a0e38dfe0e6ca5126b,Zelpis-100,zelpis-100
BRAND_f3d8d109a4f858f0a0df,Curexime,curexime
BRAND_9c8ef3992ebf062a7e37,Q Xef,q xef
BRAND_2b2496d1caa109a49e58,Zelpis OD,zelpis od
BRAND_a8e6d4c1e38da67dc0c3,Bioxime,bioxime
BRAND_347722166588f6598596,Acecef,acecef
BRAND_3639b4cbb62755719efd,Vometa FT,vometa ft
BRAND_1b57d9b2c94db3a989f3,Carbozinc,carbozinc
BRAND_9f26a5fabbe866e0bf35,Ercarbo,ercarbo
BRAND_16d131afcc1e3fba4867,Carbomel,carbomel
BRAND_15bda0a8345fcd632cd2,Pak-C Plus Forte,pak-c plus forte
BRAND_677e27d3ed8d6e839f71,Novaplatin,novaplatin
BRAND_b90f86e5ed16f48c564c,Genplatin,genplatin
BRAND_8a03cf24dfa3009341ef,Nicarduz,nicarduz
BRAND_34698a641b58bbf67909,Nicardix,nicardix
BRAND_a8e15a9fb766b7715d8d,Lonset IV,lonset iv
BRAND_cd5426a4d4394d80d90b,Blissetron,blissetron
BRAND_57be5fddebbfabee7ac9,Sepalon,sepalon
BRAND_83af93f0ee871f310c1c,Palnostar,palnostar
BRAND_30051fbc6cc2eeaf89bb,Qualitron,qualitron
BRAND_ee77f36a4b968624f461,Afixostat 80,afixostat 80
BRAND_1eca57313ddf87807c1a,Maxibustat 80,maxibustat 80
BRAND_86cadeb3b55d0e835d34,Febstat 80,febstat 80
BRAND_400edede8baae6a0dd19,Afixostat 40,afixostat 40
BRAND_ac088c6686ebb2d8da80,Maxibustat 40,maxibustat 40
BRAND_906ae02de57167f39f65,Febufree 40,febufree 40
BRAND_515e715d1b61d140fa6c,Emdirix,emdirix
BRAND_09f2febf99ccc22bcf2a,Bristat 40,bristat 40
BRAND_faecc8cd3664017e05c3,Quric,quric
BRAND_70d9b69e38d12b49e9e2,Surixtat,surixtat
BRAND_4a04146d19ac58b2f27c,Axekon 100,axekon 100
BRAND_07d4d64281d995c9ba36,Paxikem,paxikem
BRAND_74a5a27dbb196a4715da,Taxeldix,taxeldix
BRAND_ce1da53759ce203d66f8,Aclitel,aclitel
BRAND_e8ea9554f32369bc1140,Tamina,tamina
BRAND_f372307453f2690d9cee,Brofen,brofen
BRAND_89ea9d49a40f7fbec183,Sano Cee,sano cee
BRAND_ccb16a9b2b03b93b5cfc,Cipfast-500,cipfast-500
BRAND_f3c8a0ced4a2bbeaec86,Ciprodan-500,ciprodan-500
BRAND_ecd659cb59bc4586ac44,Cifrextab,cifrextab
BRAND_77314b0d9f3e57e4408b,Capnock,capnock
BRAND_8bd6c4b0adce6713675f,Montior-L,montior-l
BRAND_7f6d6860b0af3927cee1,Stelav,stelav
BRAND_d08e78b8846b132dbf0e,Monterex-L,monterex-l
BRAND_5c9060b7165e6a0ddd99,Lymont,lymont
BRAND_f0911b33de3c702ccce6,Alasth,alasth
BRAND_a0f4e5fd8597b1c7523d,Zyleuter,zyleuter
BRAND_ef54ce4f26fcdba44ccc,Combizine,combizine
BRAND_290efacac49f298bb364,Trimezen,trimezen
BRAND_feaf83458284f9ece7e8,Trimetech,trimetech
BRAND_a36cd4033185dc6a72e9,Trimeprime,trimeprime
BRAND_67474b3468867d486e31,Tribest,tribest
BRAND_6ec1897c0e0a38f71002,Angihart,angihart
BRAND_4eaca2f4cca1247df19f,Vastrim-35,vastrim-35
BRAND_7664ec0ddc3d25e56e93,Trimexor,trimexor
BRAND_297bb090b1faae6f6dc9,Trimetaz,trimetaz
BRAND_0addae46d4de43e79eab,Pantosaph-40,pantosaph-40
BRAND_7bba7584903a8ae0267a,Pantosaph-20,pantosaph-20
BRAND_a56f4b4947025d8d0af7,Lepsodex ER,lepsodex er
BRAND_6884f3853c3477a07eaa,Mometarex,mometarex
BRAND_9a8524c6a211e5c09983,Rondvit Plus C,rondvit plus c
BRAND_af7552f20a375d126825,Fungarin,fungarin
BRAND_ce7863c97b9e942d0a8d,Syreduce,syreduce
BRAND_ef463f0f404c648da13d,Ingesta For Adults,ingesta for adults
BRAND_234cf1ba2eba0c72d83e,Phencet,phencet
BRAND_90c21af3b41e45186b5d,Saphendrine-6.25,saphendrine-6.25
BRAND_a1f5b861cdd15f99a946,Ampisaph-500,ampisaph-500
BRAND_6093dcf80f62e333511f,Ampisaph-250,ampisaph-250
BRAND_39ac6409defa20e8fc83,Terbifred,terbifred
BRAND_1e1e945d64e610c5f5ef,Fusifred,fusifred
BRAND_741f9b6d5a1181d85a1d,Trimagen,trimagen
BRAND_9d1c8a2d44ebc4526cda,Klotrisol,klotrisol
BRAND_c809ef459281ebd7c794,Miraferron,miraferron
BRAND_b7a6cb6057dd7ee1eb12,Zeldiron,zeldiron
BRAND_a32d0fe3b455bc034a6a,Aperusvit F,aperusvit f
BRAND_12452cdd7deb384a5178,Rapirusvit,rapirusvit
BRAND_53e7f82dc974a025e5cc,Foragen,foragen
BRAND_6e55b0f856323cbd5348,Sivab,sivab
BRAND_d20f00315582d02d3565,Ibles,ibles
BRAND_4b5f90a2f09707d6fc58,Valpros Pedia,valpros pedia
BRAND_7462a3855490f903ce94,Clotriva-6,clotriva-6
BRAND_412fffbd2526eb209dbc,Pemeta-100,pemeta-100
BRAND_df6c0ff564462dc8bb72,Lorago 5 CT,lorago 5 ct
BRAND_7b315a8bdeafe4f5a103,Mesofer,mesofer
BRAND_c6e43d3bc0e27e5935af,Feravin,feravin
BRAND_b7028da7fdd61cf1ba64,SaluFer,salufer
BRAND_f2b65d80384d6f9a20ef,Isucrin,isucrin
BRAND_e57e57cea4fca294f9fc,Saphdocaine,saphdocaine
BRAND_c0689883076fd8a4ca15,Borte Trust 3.5,borte trust 3.5
BRAND_aa9b598eefe10a28700e,Tanego,tanego
BRAND_f7a3cfaa75c9f42efc36,Tranexfree,tranexfree
BRAND_74466d4b89c42a910a34,NaCl-Saph,nacl-saph
BRAND_bc1a0f6131be626822e3,Myfetil,myfetil
BRAND_b036c10f83bf1647a28c,Indimax,indimax
BRAND_70274c5e8e1ffbf50e5b,Clincidam,clincidam
BRAND_485d714cc29067bd01a3,Zynamycin,zynamycin
BRAND_f5caa0f66c467e79b0b5,Clinmicap,clinmicap
BRAND_cb100a61b2c3e1a24fb1,Robecren,robecren
BRAND_b7826ed0f0ce6712c7db,Novaprazole,novaprazole
BRAND_362e0d3985ee29385545,Kethram,kethram
BRAND_93f178e9c3f4c556cca2,Ketorick,ketorick
BRAND_4c97f49b9109600a167e,Kelon,kelon
