formulation_id,generic_name_display,generic_name_normalized,ingredient_count,component_split_method
FORM_5302754782f70fc7c615,Estradiol valerate,estradiol valerate,1,single
FORM_2edc071ba42dd4100a0c,Emergency Kit,emergency kit,1,single
FORM_d55c5aae4aa8f2ad580f,Herbs + Ascorbic Acid + Selenium + Zinc,herbs + ascorbic acid + selenium + zinc,4,explicit_plus
FORM_173021e91fa531bd62ba,Complete Wound Management Kit,complete wound management kit,1,single
FORM_33a9e04fb096470d36dd,First Aid Kit,first aid kit,1,single
FORM_db72098c3a0d83075761,Tirofiban (as hydrochloride monohydrate),tirofiban (as hydrochloride monohydrate),1,single
FORM_0b1a96a8eef3b385bef8,Herbs + d-Alpha Tocopheryl Acetate (Vitamin E) + Ascorbic Acid + Retinyl Acetate (Vitamin A) + Minerals,herbs + d-alpha tocopheryl acetate (vitamin e) + ascorbic acid + retinyl acetate (vitamin a) + minerals,5,explicit_plus
FORM_25b96f3fa754a86042aa,Rivastigmine,rivastigmine,1,single
FORM_2f1eeea4fad93b16b596,Hydrocortisone acetate,hydrocortisone acetate,1,single
FORM_f688c5801be475fcb384,Ferrous Sulfate (as Heptahydrate),ferrous sulfate (as heptahydrate),1,single
FORM_e4838cf45561bcb2c40e,Ascorbic Acid + Cholecalciferol + Calcium + Zinc,ascorbic acid + cholecalciferol + calcium + zinc,4,explicit_plus
FORM_1efa8c6aaf0c62a210a2,Lutein + Zeaxanthin,lutein + zeaxanthin,2,explicit_plus
FORM_9041bd65105f2c7670ad,Magnesium,magnesium,1,single
FORM_42d3391a4a5c7fc4d08d,Retinyl Palmitate (Vitamin A),retinyl palmitate (vitamin a),1,single
FORM_7299cccb46a92b275d27,Chlormadinone acetate + Ethinylestradiol,chlormadinone acetate + ethinylestradiol,2,explicit_plus
FORM_d45c12e936d9ccab62fa,Valporic Acid,valporic acid,1,single
FORM_e1376e8699824827e910,Hemodialysis and Hemofiltration Solution,hemodialysis and hemofiltration solution,1,single
FORM_6e77fd13d538060126f1,Testosterone,testosterone,1,single
FORM_f1aab97447f08a7361f3,Colistimethate Sodium,colistimethate sodium,1,single
FORM_bb8ff8bf0e532db14fe2,Cyanocobalamin (Vitamin B12),cyanocobalamin (vitamin b12),1,single
FORM_666c7bce675da93ae8d5,Methylprednisolone Acetate,methylprednisolone acetate,1,single
FORM_caecc5e44b044eadfa15,Dapagliflozin,dapagliflozin,1,single
FORM_25091918cd965d7b4528,Erlotinib Hydrochloride,erlotinib hydrochloride,1,single
FORM_ad9feeb4ff073b971415,Isavuconazonium Sulfate,isavuconazonium sulfate,1,single
FORM_fca0801fbd2e3cdacf2d,Ivermectin,ivermectin,1,single
FORM_dfc6d22dbb453728865e,Methylcobalamin (Vitamin B12),methylcobalamin (vitamin b12),1,single
FORM_073842286cdcad6ac4fd,Zolendronic Acid,zolendronic acid,1,single
FORM_768d8f4f143e689b8308,Pioglitazone (as hydrochloride) + Metformin (as hydrochloride),pioglitazone (as hydrochloride) + metformin (as hydrochloride),2,explicit_plus
FORM_65c0af7216720e5f6827,Mupirocin (As Calcium Dihydrate),mupirocin (as calcium dihydrate),1,single
FORM_f2e208722726f9e5747b,Darifenacin (As Hydrobromide),darifenacin (as hydrobromide),1,single
FORM_99156f43335f09595869,Methylprednisolone Sodium Succinate,methylprednisolone sodium succinate,1,single
FORM_dcd06b878688a573af50,Daclastavir (As dihydrochloride),daclastavir (as dihydrochloride),1,single
FORM_eaf79724d9099fd4672e,Daclastavir Dihydrochloride,daclastavir dihydrochloride,1,single
FORM_6ce5855be0200f3cb28c,Acalabrutinib,acalabrutinib,1,single
FORM_4c12735ea08180dc5232,Montelukast Sodium + Cetirizine Hydrochloride,montelukast sodium + cetirizine hydrochloride,2,explicit_plus
FORM_f95bb41b4dafb8c35ff7,Remdesivir,remdesivir,1,single
FORM_ac183337743c1f439c7f,Metformin hydrochloride + Gliclazide + Pioglitazone (as hydrochloride),metformin hydrochloride + gliclazide + pioglitazone (as hydrochloride),3,explicit_plus
FORM_50ba920b9e5f06c4670b,Gemcitabine(as hydrochloride),gemcitabine(as hydrochloride),1,single
FORM_7d35439c9fc9c9af4e0c,Olmesartan Medoxomil) + Amlodipine (as besilate),olmesartan medoxomil) + amlodipine (as besilate),2,explicit_plus
FORM_e1d4553852c8f892eea0,Pemetrexed,pemetrexed,1,single
FORM_10ddd1aba46acb0ee74e,Peritoneal Dialysis Solution Low Calcium with 4.25% Dextrose,peritoneal dialysis solution low calcium with 4.25% dextrose,1,single
FORM_f1f8980e68f78ce09474,Peritoneal Dialysis Solution Low Calcium with 2.5% Dextrose,peritoneal dialysis solution low calcium with 2.5% dextrose,1,single
FORM_06318535184944131d3e,Peritoneal Dialysis Solution Low Calcium with 1.5% Dextrose,peritoneal dialysis solution low calcium with 1.5% dextrose,1,single
FORM_23b93e699e7531a1a956,Multivitamins + Mineral,multivitamins + mineral,2,explicit_plus
FORM_107d2a50244f12604cb9,Pacliatcel,pacliatcel,1,single
FORM_19b817961144c793ce73,Linagliptin + Metformin Hyydrochloride,linagliptin + metformin hyydrochloride,2,explicit_plus
FORM_5f4d361bd9a30aa35fd9,Daclatasvir (as dihydrochloride),daclatasvir (as dihydrochloride),1,single
FORM_a3924ee0adba9a99091a,Povidone-Iodine,povidone-iodine,1,single
FORM_d095fbfd33357c34c3b1,Azacitidine,azacitidine,1,single
FORM_564ac6e48050a2e39875,Bendamustine hydrochloride (as monohydrate),bendamustine hydrochloride (as monohydrate),1,single
FORM_bf088a323e89125dfb78,Lactated Ringer'S Solution (Ringer'S Lactate),lactated ringer's solution (ringer's lactate),1,single
FORM_da71069577015271125b,Iron + Zinc + Vitamin B-Complex,iron + zinc + vitamin b-complex,3,explicit_plus
FORM_8a367c07655d032b083a,Risdiplam,risdiplam,1,single
FORM_6786ef9fd0a8a0cb638a,Thiamine mononitrate (Vitamin B1) + Pyridoxine hydrochloride (Vitamin B6) + Folic Acid (Vitamin B9) + Cyanocobalamin (Vitamin B12) + Iron,thiamine mononitrate (vitamin b1) + pyridoxine hydrochloride (vitamin b6) + folic acid (vitamin b9) + cyanocobalamin (vitamin b12) + iron,5,explicit_plus
FORM_08741779f3dbcf51a765,Teneligliptin (as Hemipentahydrobromide hydrate) Tenglyn,teneligliptin (as hemipentahydrobromide hydrate) tenglyn,1,single
FORM_98534e679259b9bcaafd,Fenoterol hydrochloride + ipratropium bromide,fenoterol hydrochloride + ipratropium bromide,2,explicit_plus
FORM_4aeba4a6ab0c4d763e1b,500mg (equivalent to 200mg Ascorbic Acid and 300mg Sodium Ascorbate),500mg (equivalent to 200mg ascorbic acid and 300mg sodium ascorbate),1,single
FORM_f99f5f59f65665503a34,Hidrosmin,hidrosmin,1,single
FORM_8ddd80aeea5c505dc3c0,Efavirenz + Lamivudine + Tenofovir disoproxil fumarate,efavirenz + lamivudine + tenofovir disoproxil fumarate,3,explicit_plus
FORM_196583bfc1793e5d43d0,Milrinone,milrinone,1,single
FORM_f84d034ff84179100f3f,Sevelamer Hydrochloride,sevelamer hydrochloride,1,single
FORM_ab6fc72dae93a9a5f55b,Imiquimod,imiquimod,1,single
FORM_46dc55a8b9eb0d41142a,Calcifediol,calcifediol,1,single
FORM_cc934dfa8638b1659a63,Saroglitazar magnesium,saroglitazar magnesium,1,single
FORM_756d96659b59202e36d3,Loxoprofen (as Sodium dihydrate),loxoprofen (as sodium dihydrate),1,single
FORM_3217719dc0c92c9733c0,Esflurbiprofen,esflurbiprofen,1,single
FORM_69b303a452cb86e241e0,Fingolimod (As Hydrochloride),fingolimod (as hydrochloride),1,single
FORM_8b7a0ad135010f731343,Paricalcitol,paricalcitol,1,single
FORM_33a90da1518084d3f7f7,Phenylephrine (as hydrochloride),phenylephrine (as hydrochloride),1,single
FORM_2af14e3dcf910b24565b,Avanafil,avanafil,1,single
FORM_1a3986b6746e4b439e82,Pregabalin + Methylcobalamin (Vitamin B12),pregabalin + methylcobalamin (vitamin b12),2,explicit_plus
FORM_0a7aef6634667c39cacc,Calcium + Colecalciferol (Vitamin D3),calcium + colecalciferol (vitamin d3),2,explicit_plus
FORM_4e8fdff1692ce95df96e,Cisatracurium (as besilate),cisatracurium (as besilate),1,single
FORM_8cb2335373971731a447,Ascorbic Acid + Zinc + Vitamin D3,ascorbic acid + zinc + vitamin d3,3,explicit_plus
FORM_941a662d76df02adcd68,Bisoprolol fumarate,bisoprolol fumarate,1,single
FORM_fd260cfe04f504e131a2,Clotrimazole + Betamethasone (as dipropionate) + Gentamicin (as sulfate),clotrimazole + betamethasone (as dipropionate) + gentamicin (as sulfate),3,explicit_plus
FORM_59f075ed308d0430a5e1,Ascorbic Acid + Rosa carnina (Rose Hips Fruit),ascorbic acid + rosa carnina (rose hips fruit),2,explicit_plus
FORM_ebeae6f360064a4412bc,Rosuvastatin (as calcium) &amp; Ezetimibe,rosuvastatin (as calcium) &amp; ezetimibe,1,single
FORM_a6421eac21803baca575,Rasagiline (as tartrate),rasagiline (as tartrate),1,single
FORM_ea8a8f21acb864c84606,Granisetron (as hydrochloride),granisetron (as hydrochloride),1,single
FORM_a2cc4ca550f167b9cdf5,Ertapenem (as sodium),ertapenem (as sodium),1,single
FORM_42748e1f9b6b703c1422,Tadalafil + Tamsulosin hydrochloride,tadalafil + tamsulosin hydrochloride,2,explicit_plus
FORM_36383d11b7cb89343b9b,Abrocitinib,abrocitinib,1,single
FORM_0fda2e2b8accacf50444,Multivitamins + Choline,multivitamins + choline,2,explicit_plus
FORM_c564ab6726062e98232c,Isopropanol + Benzalkonium Chloride,isopropanol + benzalkonium chloride,2,explicit_plus
FORM_2255c6c7a9139e6ccac2,Ritonavir,ritonavir,1,single
FORM_c34b6a86755cc89cf72d,Drospirenone,drospirenone,1,single
FORM_be32af7aa26f4cdbe988,Abiraterone Acetate,abiraterone acetate,1,single
FORM_20d4c820badc37cdfa29,Emtricitabine + Tenofovir Disoproxil Fumarate,emtricitabine + tenofovir disoproxil fumarate,2,explicit_plus
FORM_2944e9c7a13db026d8c2,Cabergoline,cabergoline,1,single
FORM_60c96ec3d77886755ac0,Olmesartan Medoxomil + Amlodipine + Hydrochlorothiazide,olmesartan medoxomil + amlodipine + hydrochlorothiazide,3,explicit_plus
FORM_cf02797f3d956e2e9321,Dabigatran etexilate (as mesilate),dabigatran etexilate (as mesilate),1,single
FORM_dd395f4ea5130928e7ed,Lorlatinib,lorlatinib,1,single
FORM_17e18eb6dd21815c99a3,Apixaban,apixaban,1,single
FORM_c5ed6d73e8e88ddb3e4f,Mycophenolic Acid,mycophenolic acid,1,single
FORM_32e6ec7823323a5b4ef6,Trifarotene,trifarotene,1,single
FORM_43d8bd1453921407064c,Guaifenesin/ Chlorphenamine Maleate/ Dextromethorphan Hbr/ Phenylpropanolamine,guaifenesin/ chlorphenamine maleate/ dextromethorphan hbr/ phenylpropanolamine,4,explicit_slash
FORM_3db1bdc6bf2d4b524948,Atazanavir (As Sulfate),atazanavir (as sulfate),1,single
FORM_80bfd602066519acaa1a,Elobixibat (as monohydrate),elobixibat (as monohydrate),1,single
FORM_db83361a895a1108d96c,Thiamine Mononitrate (Vitamin B1) + Pyridoxine HC1 (Vitamin B6) + Cyanocobalamin (Vitamin B12),thiamine mononitrate (vitamin b1) + pyridoxine hc1 (vitamin b6) + cyanocobalamin (vitamin b12),3,explicit_plus
FORM_c95acf1317ecfca344b0,Pomalidomide,pomalidomide,1,single
FORM_1bef0bb8719ab5417f1f,Vitamin B Complex + Inositol + Choline Bitartrate,vitamin b complex + inositol + choline bitartrate,3,explicit_plus
FORM_0e80b2e3ee45d9845e80,Imipenem +Cilastatin Sodium,imipenem +cilastatin sodium,2,explicit_plus
FORM_549306dbfbc1efef9238,Ceftazidime,ceftazidime,1,single
FORM_1d6e0270021db018a27b,Edaravone,edaravone,1,single
FORM_61c48197a837f3690ec6,Rosuvastatin (as calcium) + Fenofibrate,rosuvastatin (as calcium) + fenofibrate,2,explicit_plus
FORM_10452d799cca605cf0a0,Rosuvastatin (As Calcium + Fenofibrate,rosuvastatin (as calcium + fenofibrate,2,explicit_plus
FORM_bea7a5c90f96858a66d1,Capmatinib (As Hydrochloride),capmatinib (as hydrochloride),1,single
FORM_dae409f8f0c7078fc1d6,Tenofovir alafenamide (as hemifumarate),tenofovir alafenamide (as hemifumarate),1,single
FORM_bb53282bc5dcb9791708,Safinamide (as mesilate),safinamide (as mesilate),1,single
FORM_60a983131cb1b1b452fa,Rizatriptan,rizatriptan,1,single
FORM_9c39c75fed5dc3a88d06,Rosuvastatin (as calcium) + Ezetimibe,rosuvastatin (as calcium) + ezetimibe,2,explicit_plus
FORM_2e871e15002cb2ee81b4,Ropinirole (as hydrochloride),ropinirole (as hydrochloride),1,single
FORM_b9e4f223716028add13b,Atorvastatin (as calcium) + Ezetimibe,atorvastatin (as calcium) + ezetimibe,2,explicit_plus
FORM_822d07a5fc0214699906,Fimasartan potassium + Amlodipine (as besilate),fimasartan potassium + amlodipine (as besilate),2,explicit_plus
FORM_8695f77855832522d263,Myox,myox,1,single
FORM_0698bea14c4e6692af8b,Lamivudine + Tenofovir disoproxil Fumarate + Dolutegravir (as sodium),lamivudine + tenofovir disoproxil fumarate + dolutegravir (as sodium),3,explicit_plus
FORM_1b2b125f7a58d495a4b5,Dolutegravir (as sodium) + Emtricitabine + Tenofovir alafenamide (as fumarate),dolutegravir (as sodium) + emtricitabine + tenofovir alafenamide (as fumarate),3,explicit_plus
FORM_27b6725ec5ad0d2efd5b,Fenofibric Acid,fenofibric acid,1,single
FORM_6d3660e3f68b61461d72,Rasagiline (as mesilate),rasagiline (as mesilate),1,single
FORM_2d2870c74a3d467665fc,Cinacalcet (as hydrochloride),cinacalcet (as hydrochloride),1,single
FORM_5a6d0e96084da122466c,Pegaspargase,pegaspargase,1,single
FORM_d7d4b28ecde3d68b48b4,Bupropion Hydrochloride,bupropion hydrochloride,1,single
FORM_14f27882a5b9e25bd023,Fosfomycin (as trometamol),fosfomycin (as trometamol),1,single
FORM_573eabc118e07cf2d569,Methylcobalamine,methylcobalamine,1,single
FORM_723c280e2557bc3c102a,Naratriptan (as hydrochloride),naratriptan (as hydrochloride),1,single
FORM_bdd7c81520b83512d2b1,Methocarbamol + Paracetamol,methocarbamol + paracetamol,2,explicit_plus
FORM_f9839b35207666626f5e,Sunitinib (as malate),sunitinib (as malate),1,single
FORM_6c8553eb38bbc0913fae,Tenofovir Alefenamide (As Fumarate),tenofovir alefenamide (as fumarate),1,single
FORM_a0b0ac0b4f904a14628b,Erdafitinib,erdafitinib,1,single
FORM_e368f2d4f82564b015d5,Cefoperazone + Sulbactam,cefoperazone + sulbactam,2,explicit_plus
FORM_5967aa0890b8cb50e525,Clobazam,clobazam,1,single
FORM_9954fb6595fcf69958a8,Thiocolchicoside,thiocolchicoside,1,single
FORM_e219f44852672d6a2451,Vitamin B-Complex + Choline Bitartrate + Inositol,vitamin b-complex + choline bitartrate + inositol,3,explicit_plus
FORM_62f98e619749900f2c5d,Pretomanid,pretomanid,1,single
FORM_ad79fe5e5220b07df228,Zanubrutinib,zanubrutinib,1,single
FORM_3ad73b74e2dd7fa84000,Leflunomide,leflunomide,1,single
FORM_4776d613539af81b06dc,Emtricitabine + Dolutegravir (as sodium) + Tenofovir The alafenamide (as hemifumarate),emtricitabine + dolutegravir (as sodium) + tenofovir the alafenamide (as hemifumarate),3,explicit_plus
FORM_a5f4ad99163818be52c5,Ascorbic Acid + Colecalciferol (Vitamin D3) + Zin,ascorbic acid + colecalciferol (vitamin d3) + zin,3,explicit_plus
FORM_b43db210d37e5df61f97,Iron (as Ferric Hydroxide Sucrose Complex),iron (as ferric hydroxide sucrose complex),1,single
FORM_885e09576102eb49a91b,Tolvaptan,tolvaptan,1,single
FORM_6619c82d6207d8bc8dbd,Metformin hydrochloride + Sitagliptin (as phosphate),metformin hydrochloride + sitagliptin (as phosphate),2,explicit_plus
FORM_317fe00dd03c174dcdfb,Paracetamol + Phenylephrine Hydrochloride (Day Tablet) and Paracetamol + Phenylephrine Hydrochloride + Chlorpheniramine Maleate (Night Tablet),paracetamol + phenylephrine hydrochloride (day tablet) and paracetamol + phenylephrine hydrochloride + chlorpheniramine maleate (night tablet),4,explicit_plus
FORM_5ffd1db4cb67fcc79bc3,Nilotinib (as hydrochloride dihydrate),nilotinib (as hydrochloride dihydrate),1,single
FORM_bc9e4598bcd3684a70e5,Calcium + Cholecalciferol,calcium + cholecalciferol,2,explicit_plus
FORM_3ba6ae0d52e54c261f42,Bupropion Hydrochloride + Naltrexone Hydrochloride,bupropion hydrochloride + naltrexone hydrochloride,2,explicit_plus
FORM_f204a67a76159aeaa12c,Revefenacin,revefenacin,1,single
FORM_fed411c21f50a8281138,Levofloxacin (as hemihydrate) + Dexamethasone (as sodium phosphate),levofloxacin (as hemihydrate) + dexamethasone (as sodium phosphate),2,explicit_plus
FORM_cc18af5c9dacf9760d4e,Colecalciferol (Vitamin D3),colecalciferol (vitamin d3),1,single
FORM_5f2750dce0785be8caa9,Indacaterol (as acetate) + Mometasone furoate,indacaterol (as acetate) + mometasone furoate,2,explicit_plus
FORM_08ba7da146d846a0b284,Indacaterol (as acetate) + Glycopyrronium (as bromide) + Mometasone Furoate,indacaterol (as acetate) + glycopyrronium (as bromide) + mometasone furoate,3,explicit_plus
FORM_e6ea1e8cd6424fcda81d,Pralsetinib,pralsetinib,1,single
FORM_41885d9b4a9e92c41c85,Trifluridine + Tipiracil (as Hydrochloride),trifluridine + tipiracil (as hydrochloride),2,explicit_plus
FORM_809dbe7c223eaa0f9e5e,Ropivacaine Hydrochloride,ropivacaine hydrochloride,1,single
FORM_c341088427a59b1f6da9,Calcium Carbonate + Colecalciferol (Vitamin D3),calcium carbonate + colecalciferol (vitamin d3),2,explicit_plus
FORM_7a90fa44b9ec51b5fc36,Vericiguat,vericiguat,1,single
FORM_e56ed65164121cf470e3,Simvastatin + Ezetimibe,simvastatin + ezetimibe,2,explicit_plus
FORM_256c78790c59f621577a,Tioconazole + Tinidazole + Lidocaine,tioconazole + tinidazole + lidocaine,3,explicit_plus
FORM_b5af01d28bd8604cd280,Lurasidone (as Hydrochloride),lurasidone (as hydrochloride),1,single
FORM_6e45d25ad987e7893149,Multivitamins + Herbs + Inositol + Choline,multivitamins + herbs + inositol + choline,4,explicit_plus
FORM_7823a5d441f834c6e779,Cimicifuga racemosa L. (Black Cohosh) Rhizome,cimicifuga racemosa l. (black cohosh) rhizome,1,single
FORM_219b881c825f33f2a2a5,Fexuprazan Hydrochloride,fexuprazan hydrochloride,1,single
FORM_13c03102fe95fdcc7e2f,Remimazolam,remimazolam,1,single
FORM_a68cec0857eb28e42c21,Peritoneal Dialysis Solution (Lactate-G 4.25%),peritoneal dialysis solution (lactate-g 4.25%),1,single
FORM_3c6bfc6a7cafb3e56b07,Emtricitabine + Tenofovir alafenamide (as hemifumarate),emtricitabine + tenofovir alafenamide (as hemifumarate),2,explicit_plus
FORM_502936492ece2ff5cd7d,Dolutegravir (as sodium) + Lamivudine + Tenofovir Disoproxil Fumarate,dolutegravir (as sodium) + lamivudine + tenofovir disoproxil fumarate,3,explicit_plus
FORM_ef1e9138f07107d41c3e,Brigatinib,brigatinib,1,single
FORM_7ed3c68db744575b71d7,Piroxicam + Methyl Salicylate + Methol + Eugenol,piroxicam + methyl salicylate + methol + eugenol,4,explicit_plus
FORM_ec02999ef9af24aaa668,Zinc Chelate,zinc chelate,1,single
FORM_e902cedd06b983295cca,Acetylcysteine + Zinc,acetylcysteine + zinc,2,explicit_plus
FORM_7ce9b16e3f81866b4c97,Brompheniramine Maleate + Phenylephrine,brompheniramine maleate + phenylephrine,2,explicit_plus
FORM_1c2292fb924daca25498,Brompheniramine Maleate + Phenylephrine Hydrochloride + Dextromethorphan Hydrobromide,brompheniramine maleate + phenylephrine hydrochloride + dextromethorphan hydrobromide,3,explicit_plus
FORM_fd47ebaeabf4ecf4a3a9,Tretinoin + Hydroquinone,tretinoin + hydroquinone,2,explicit_plus
FORM_b2dfe3b33ea9b5b9cc1d,Ascorbic Acid + Zinc+ Cholecalciferol (Vitamin D3),ascorbic acid + zinc+ cholecalciferol (vitamin d3),3,explicit_plus
FORM_17e07f708f488848dbb7,Eucalyptus Oil + Dementholized Mint Oil (Mentha arvensis) Cajuput Oil (Melaleuca leucadendra) + Menthol Crystal + Methyl Salicylate + Juniperberry Oil (Juniperus communis) + Clove Bud Oil (Syzygium aromaticum),eucalyptus oil + dementholized mint oil (mentha arvensis) cajuput oil (melaleuca leucadendra) + menthol crystal + methyl salicylate + juniperberry oil (juniperus communis) + clove bud oil (syzygium aromaticum),6,explicit_plus
FORM_e46d1499ce939a4b68e3,Eucalyptus Oil+ Dementholized Mint Oil (Mentha arvensis) Cajuput Oil (Melaleuca leucadendra) + Menthol Crystal Methyl Salicylate + Juniperberry Oil (Juniperus communis) + Clove Bud Oil (Syzygium aromaticum),eucalyptus oil+ dementholized mint oil (mentha arvensis) cajuput oil (melaleuca leucadendra) + menthol crystal methyl salicylate + juniperberry oil (juniperus communis) + clove bud oil (syzygium aromaticum),5,explicit_plus
FORM_6909865d9c01414401c9,Ascorbic Acid + Colecalciferol (Vitamin D3) + Zinc,ascorbic acid + colecalciferol (vitamin d3) + zinc,3,explicit_plus
FORM_4395bd2fa70f4bb9414f,Fosaprepitant (as Dimeglumine),fosaprepitant (as dimeglumine),1,single
FORM_29fce7b39d31279cb234,Sitagliptin (As Hydrochloride),sitagliptin (as hydrochloride),1,single
FORM_1834c50579cf98b00d99,Erlotinib (as hydrochloride,erlotinib (as hydrochloride,1,single
FORM_b51c0acb438196300740,Vildagliptin,vildagliptin,1,single
FORM_cf7852928e26c97bce67,Lidocaine,lidocaine,1,single
FORM_8a87c27799bbdbd1a74a,Erlotinib (as hydrochloride),erlotinib (as hydrochloride),1,single
FORM_dedf77f2837dd0065509,Dasatinib,dasatinib,1,single
FORM_8fef4f799f352478e436,Alpha Ketoanalogues + Essential Amino Acids,alpha ketoanalogues + essential amino acids,2,explicit_plus
FORM_6e005d69131d594d066a,Pheniramine Maleate/ Naphazoline Hydrochloride,pheniramine maleate/ naphazoline hydrochloride,2,explicit_slash
FORM_a28e4733c4af1adb4949,Diphenhydramine hydrochloride.,diphenhydramine hydrochloride.,1,single
FORM_d71f074525c96fe80631,Lurasidone Hydrochloride,lurasidone hydrochloride,1,single
FORM_f8ab54972063c21ee516,Palbociclib,palbociclib,1,single
FORM_1267606464c05ca8fba5,Dapagliflozin + Metformin Hydrochloride (in extended- release form),dapagliflozin + metformin hydrochloride (in extended- release form),2,explicit_plus
FORM_5bf34faeb297ebf52dd2,Rimegepant (as sulfate),rimegepant (as sulfate),1,single
FORM_04ea3a726eb768824a75,Ipratropium Bromide,ipratropium bromide,1,single
FORM_bbd0405e6a9521fa897e,Ascorbic Acid + Zinc (as Bisglycinate),ascorbic acid + zinc (as bisglycinate),2,explicit_plus
FORM_08f8f4e46b6f651f27cb,Riboflavin (Vitamin B2),riboflavin (vitamin b2),1,single
FORM_c38a8e71eae17a6375de,Multivitamins + Minerals + Chlorella pyrenoidosa + Panax ginseng L. (Korean Ginseng) Root + Lecithin + Rutin + Taurine,multivitamins + minerals + chlorella pyrenoidosa + panax ginseng l. (korean ginseng) root + lecithin + rutin + taurine,7,explicit_plus
FORM_a6da3f6fccadd5ae90d8,Dapagliflozin + Metformin Hydrochloride,dapagliflozin + metformin hydrochloride,2,explicit_plus
FORM_54c61fa7e41783dee614,Bedaquiline (as Fumarate),bedaquiline (as fumarate),1,single
FORM_458a3b7869705c42c59a,Colecalciferol (Vitamin D),colecalciferol (vitamin d),1,single
FORM_8732df71540d53ca2801,Thiamine Mononitrate (Vitamin B1) + Pyridoxine HCl (Vitamin B6) + Cyanocobalamin (Vitamin B12),thiamine mononitrate (vitamin b1) + pyridoxine hcl (vitamin b6) + cyanocobalamin (vitamin b12),3,explicit_plus
FORM_7c235798fa13708e7ab9,Ascorbic Acid + Colecalciferol + Zinc,ascorbic acid + colecalciferol + zinc,3,explicit_plus
FORM_a098224d481033c6f7b7,Mutivitamins + Zinc,mutivitamins + zinc,2,explicit_plus
FORM_c5921cad47e513240176,Evogliptin (as tartrate),evogliptin (as tartrate),1,single
FORM_a1ca101c30f75305d714,Teriflunomide,teriflunomide,1,single
FORM_35e9d1622ed06c19fc36,Inclisiran (as sodium),inclisiran (as sodium),1,single
FORM_cf98dc743b7807a95f4e,Icatibant,icatibant,1,single
FORM_903067e1b34e557b3e55,Thymalfasin,thymalfasin,1,single
FORM_0b5279b99ed88c966f08,Brexpiprazole,brexpiprazole,1,single
FORM_dd8b648f1266feae6ff0,Prednicarbate,prednicarbate,1,single
FORM_7d892df9d57183fa707e,Vancomycin Hydrochloride,vancomycin hydrochloride,1,single
FORM_abb26e5ef488b6b9dcef,Ezetimibe + Simvastatin,ezetimibe + simvastatin,2,explicit_plus
FORM_64adfdbbd56327d6c8d1,Amino acids + Electrolytes + Glucose,amino acids + electrolytes + glucose,3,explicit_plus
FORM_7e9afa021da0717e1d2e,Piperacillin as (sodium) + Tazobactam (as sodium),piperacillin as (sodium) + tazobactam (as sodium),2,explicit_plus
FORM_64f09a6edfdd938be46c,Roflumilast,roflumilast,1,single
FORM_5eb4f1e67ee73f6fac08,Cholecalciferol (Vitamin D3)+ Minerals,cholecalciferol (vitamin d3)+ minerals,2,explicit_plus
FORM_5cf1b41901b97fbaf232,Tenofovir disoproxil fumarate + Lamivudine Efavirenz,tenofovir disoproxil fumarate + lamivudine efavirenz,2,explicit_plus
FORM_e2b2db8c0f78150707bb,Desvenlafaxine (As succinate monohydrate),desvenlafaxine (as succinate monohydrate),1,single
FORM_3c1d3b6cc595c54cd976,Dopamine Hydrochloride,dopamine hydrochloride,1,single
FORM_86fee25f73e07e519f05,Atorvastatin (as calcium trihydrate),atorvastatin (as calcium trihydrate),1,single
FORM_90b4921d21d57de2ac23,Tioconazole + Tinidazole,tioconazole + tinidazole,2,explicit_plus
FORM_521b7d1177086c939b84,Cisatracurium ( As Besilate),cisatracurium ( as besilate),1,single
FORM_bea498a978141e2a1c74,Budesonide/Glycopyrronium (as bromide)/ Formoterol fumarate (as dihydrate),budesonide/glycopyrronium (as bromide)/ formoterol fumarate (as dihydrate),3,explicit_slash
FORM_78c1b55249d2aa78b603,Sorafenib (as tosilate),sorafenib (as tosilate),1,single
FORM_cea0b4a45f83c4b1fbfb,Topotecan (as hydrochloride),topotecan (as hydrochloride),1,single
FORM_5ee5401c80f11da11b33,Dexmedetomidine (as hydrochloride) in 0.9% Sodium Chloride,dexmedetomidine (as hydrochloride) in 0.9% sodium chloride,1,single
FORM_7f2d244aba2f4f25aa65,Multivitamins Minerals,multivitamins minerals,1,single
FORM_8c6e1b1f8aeb3e34c96d,Metformin Hydrchloride,metformin hydrchloride,1,single
FORM_12cc9f332d10766fdf82,Linagliptin,linagliptin,1,single
FORM_b07240e0e7c5346237dc,Paracetamol + Guaifenesin + Phenylpropanolamine (as hydrochloride) + Dextromethorphan hydrobromide + Chlorpheniramine maleate,paracetamol + guaifenesin + phenylpropanolamine (as hydrochloride) + dextromethorphan hydrobromide + chlorpheniramine maleate,5,explicit_plus
FORM_4a4f506da9628130f3a9,Clotimazole,clotimazole,1,single
FORM_c27dcccd48763f9a1c49,Amlodipine (as Besilate + Olmesartan Medoxomil,amlodipine (as besilate + olmesartan medoxomil,2,explicit_plus
FORM_86234abad0e7a411f06c,Cabotegravir,cabotegravir,1,single
FORM_df8b1a403ce336085099,Cabotegravir (as sodium),cabotegravir (as sodium),1,single
FORM_6745755d0ea68190454a,Metformin Hydrochloride + Sitagliptin (as phosphate monohydrate),metformin hydrochloride + sitagliptin (as phosphate monohydrate),2,explicit_plus
