formulation_id,generic_name_display,generic_name_normalized,ingredient_count,component_split_method
FORM_7cacd2fee52594d2c2eb,Enoxaparin Sodium,enoxaparin sodium,1,single
FORM_a2e715698c18e25071a6,Heparin Sodium,heparin sodium,1,single
FORM_1e2f3c41f17b5154ce93,Human Insulin (rDNA),human insulin (rdna),1,single
FORM_76921db61bc1f67cc195,"Isophane Insulin Human, Recombinant DNA","isophane insulin human, recombinant dna",1,single
FORM_d01c13b78b75b0ccb33e,Insulin Detemir,insulin detemir,1,single
FORM_f67fb6679f50e31394ed,Biphasic Insulin Aspart 30,biphasic insulin aspart 30,1,single
FORM_8cfafcd363f31197a761,Insulin Aspart,insulin aspart,1,single
FORM_e509910a45279d77fefc,Tetanus Toxoid Adsorbed,tetanus toxoid adsorbed,1,single
FORM_c35668c836401b9c6362,Laronidase,laronidase,1,single
FORM_4bce035f72e9da62f185,Idursulfase,idursulfase,1,single
FORM_9ebf23573b9c3f3c0315,Insulin glulisine,insulin glulisine,1,single
FORM_b01c4459c20b4fe8b190,Agalsidase Beta,agalsidase beta,1,single
FORM_e2e05a7b9535ae6b6fbe,Follitropin Alfa,follitropin alfa,1,single
FORM_092aa94ac567ed2eb11c,Basiliximab,basiliximab,1,single
FORM_4b6dfea7595d934143bc,Insulin Lispro (rDNA origin),insulin lispro (rdna origin),1,single
FORM_049a2e4a34e29ed5e95a,Somatropin (rbe),somatropin (rbe),1,single
FORM_cfde5ae9170ad0afe5df,Somatropin,somatropin,1,single
FORM_72b04397029f681ed12d,Epoetin Beta,epoetin beta,1,single
FORM_672bb991dce99ef875d2,Trastuzumab,trastuzumab,1,single
FORM_0f970030a765cf95180e,Ranibizumab,ranibizumab,1,single
FORM_83c84feb61bad0027702,Filgrastim,filgrastim,1,single
FORM_748367e6af8aeeea3430,Brentuximab vedotin,brentuximab vedotin,1,single
FORM_9d2afb6f61e8f78d9aa6,Heparin Sodium ( Bovine ),heparin sodium ( bovine ),1,single
FORM_67138957ce36c4bb0df0,Tinzaparin Sodium,tinzaparin sodium,1,single
FORM_0a82e672a6e06582f977,Streptokinase,streptokinase,1,single
FORM_ae4de51474b116aa685d,Insulin Human (rDNA),insulin human (rdna),1,single
FORM_8f6ece79649a2bec1f45,"Measles, Mumps, Rubella and Varicella Vaccine (Live)","measles, mumps, rubella and varicella vaccine (live)",1,single
FORM_ce8a72c8e537faed990c,Alteplase,alteplase,1,single
FORM_5891177d540a3d894d8d,Infliximab,infliximab,1,single
FORM_67ae2a6a5a75bbf3ab63,Menotrophin,menotrophin,1,single
FORM_85bf04378e5d30149f81,Tocilizumab,tocilizumab,1,single
FORM_2e49eb3c34f7fa6a3d57,Rituximab,rituximab,1,single
FORM_27a705e9615c7d62eff4,Obinutuzumab,obinutuzumab,1,single
FORM_5bc802e7072a9c896062,"Quadrivalent Seasonal Influenza Vaccine (Split Virion, Inactivated) Southern Hemisphere 2026 Strain","quadrivalent seasonal influenza vaccine (split virion, inactivated) southern hemisphere 2026 strain",1,single
FORM_6f35fdc59588578c7821,Secukinumab,secukinumab,1,single
FORM_ab78c9c9062d0c72d47d,"Pneumococcal Conjugate Vaccine, 13-Valent (adsorbed) (See formulation)","pneumococcal conjugate vaccine, 13-valent (adsorbed) (see formulation)",1,single
FORM_d7ef43788c86f9e7570f,Chorionic Gonadotropin,chorionic gonadotropin,1,single
FORM_8446a83051742edd2cea,Bevacizumab,bevacizumab,1,single
FORM_d8acadde7de96cefc681,Pembrolizumab,pembrolizumab,1,single
FORM_a6752a787841a88b1d41,Siltuximab,siltuximab,1,single
FORM_ca10c1396d07fa152ed0,Insulin glargine,insulin glargine,1,single
FORM_5b975f945aec7be66998,Human Albumin,human albumin,1,single
FORM_3f352ac219d065882a86,"Human Papillomavirus 9-Valent Vaccine (Recombinant, Adsorbed)","human papillomavirus 9-valent vaccine (recombinant, adsorbed)",1,single
FORM_629780d1428421f9d47d,Insulin Degludec + Insulin Aspart,insulin degludec + insulin aspart,2,explicit_plus
FORM_ded13224d41937e37aa4,Lactobacillus gasseri + Lactobacillus rhamnosus,lactobacillus gasseri + lactobacillus rhamnosus,2,explicit_plus
FORM_5f4134a5cb1d4ff6c7e7,Follitropin Alfa / Lutropin Alfa,follitropin alfa / lutropin alfa,2,explicit_slash
FORM_6162b87aa356ab196a93,Human Coagulation Factor VIII,human coagulation factor viii,1,single
FORM_c01a8b81a86fde976d94,Affinity-Purified Antibodies To Human Interferon Gamma,affinity-purified antibodies to human interferon gamma,1,single
FORM_f0107063476830bea463,Clostridium Botulinum Type A Neurotoxin complex,clostridium botulinum type a neurotoxin complex,1,single
FORM_1295eff27434d8cfb28a,Vedolizumab,vedolizumab,1,single
FORM_e00f706e328b882d99b8,Idarucizumab,idarucizumab,1,single
FORM_b4e296bf237a73f8b21f,Peginterferon alfa-2a,peginterferon alfa-2a,1,single
FORM_b5c94b0468ed4b7374b0,RECOMBINANT HUMAN ERYTHROPOIETIN,recombinant human erythropoietin,1,single
FORM_bc88785853f983da0f74,Isophane Insulin Human,isophane insulin human,1,single
FORM_a8f2d9740283828dc362,Insulin Human (Regular),insulin human (regular),1,single
FORM_ee7c11e1a83e913350b3,Biphasic Insulin,biphasic insulin,1,single
FORM_85801f64e8d69a442638,Adalimumab,adalimumab,1,single
FORM_f08268964fa6d91c124c,Pegfilgrastim,pegfilgrastim,1,single
FORM_b7341ddb0c29d608bc5a,Insulin Degludec + Liraglutide,insulin degludec + liraglutide,2,explicit_plus
FORM_ede8faa3dd0cdcefd44a,Botulinum Toxin Type A (from Clostridium botulinum),botulinum toxin type a (from clostridium botulinum),1,single
FORM_1776b0c15f124f090ece,Botulinum Toxin* Type A (*from Clostridium botulinum),botulinum toxin* type a (*from clostridium botulinum),1,single
FORM_4638f7070a68ad49e31a,"Regular Insulin Human, Recombinant DNA","regular insulin human, recombinant dna",1,single
FORM_8575788855cb0a689b64,"Neutral Insulin Human + Isophane Insulin Human, Recombinant DNA","neutral insulin human + isophane insulin human, recombinant dna",2,explicit_plus
FORM_be1260438b532b02dfde,Human Normal Immunoglobulin,human normal immunoglobulin,1,single
FORM_9d33f20df62ff7604ec3,Nimotuzumab,nimotuzumab,1,single
FORM_4763e40831242b99ba16,Chorionic Gonadotrophin,chorionic gonadotrophin,1,single
FORM_38bb1a85a94aa4a895c9,Urofollitropin,urofollitropin,1,single
FORM_edc5078885eddec42977,"Diphtheria, Tetanus, Pertussis, Hepatitis B Recombinant and Haemophilus influenza B Tyoe (Hib) Vaccine","diphtheria, tetanus, pertussis, hepatitis b recombinant and haemophilus influenza b tyoe (hib) vaccine",1,single
FORM_950d507b51437ef2f3f1,Insulin Glargine/ Lixisenatide,insulin glargine/ lixisenatide,2,explicit_slash
FORM_d6e950375c9d56e0aca7,Etanercept,etanercept,1,single
FORM_5dd1e8658b620a4f2f0e,Atezolizumab,atezolizumab,1,single
FORM_ec43fe532385ae892316,"Quadrivalent Seasonal Influenza Vaccine (Surface Antigen, Inactivated) 2026 Southern Hemisphere Strain","quadrivalent seasonal influenza vaccine (surface antigen, inactivated) 2026 southern hemisphere strain",1,single
FORM_1ac7a62ec4b4b9e87da4,Eptacog alfa activated,eptacog alfa activated,1,single
FORM_a78b7952a487e1659c50,Isophane Insulin (Recombinant DNA),isophane insulin (recombinant dna),1,single
FORM_db15c76a4f1231c14f81,"Rotavirus Vaccine (Live, Attenuated)","rotavirus vaccine (live, attenuated)",1,single
FORM_1afd049d6e04ab46efe0,"Inactivated Poliomyelitis Vaccine (Types 1, 2 And 3)","inactivated poliomyelitis vaccine (types 1, 2 and 3)",1,single
FORM_87a9ce23c22ef95e7380,Hepatitis A (Inactivated) Vaccine (Adsorbed),hepatitis a (inactivated) vaccine (adsorbed),1,single
FORM_3cbd3cc1f3cbe5196fd6,"Varicella Vaccine (Live, Attenuated)","varicella vaccine (live, attenuated)",1,single
FORM_f6e5510f3605db002c89,"Pneumococcal Conjugate Vaccine, 13-Valent (adsorbed) [See formulation]","pneumococcal conjugate vaccine, 13-valent (adsorbed) [see formulation]",1,single
FORM_1323c2e898cdf33b7a55,Pneumococcal Polysaccharide Conjugate Vaccine (Adsorbed),pneumococcal polysaccharide conjugate vaccine (adsorbed),1,single
FORM_6263c8c744d8926eefdb,Semaglutide,semaglutide,1,single
FORM_bfe372731f5ab745b7cf,Pneumococcal Polysaccharide Conjugate Vaccine (Adsorbed) (10-valent),pneumococcal polysaccharide conjugate vaccine (adsorbed) (10-valent),1,single
FORM_df9dc2fd7bb8ff0e561a,Pneumococcal Polysaccharide Conjugate Vaccine. (Adsorbed) (10-valent),pneumococcal polysaccharide conjugate vaccine. (adsorbed) (10-valent),1,single
FORM_f773f0da629069737d94,Human Blood Coagulation Factor VIII,human blood coagulation factor viii,1,single
FORM_1d56c25b37cca83cf09b,Bacillus Calmette-Guérin (BCG) Vaccine,bacillus calmette-guérin (bcg) vaccine,1,single
FORM_a8c0108ba96a95a52c2c,Durvalumab,durvalumab,1,single
FORM_d45b72bc1c2fb1f758da,Tetanus Toxoid (Adsorbed),tetanus toxoid (adsorbed),1,single
FORM_c8f73ea7014f1d491a77,Human Immunoglobulin,human immunoglobulin,1,single
FORM_4dae8f53b71c86608a1c,Calfactant,calfactant,1,single
FORM_1f51680461abfc0a17f3,Moroctocog Alfa,moroctocog alfa,1,single
FORM_be386c1844c6e1d6734d,"Cholera Vaccine (Inactivated, Oral)","cholera vaccine (inactivated, oral)",1,single
FORM_d302fad6e5c7b3442319,"Meningococcal Group A, C, W-135 and Y Conjugate Vaccine","meningococcal group a, c, w-135 and y conjugate vaccine",1,single
FORM_4b613bae5a321af86c16,Insulin Degludec,insulin degludec,1,single
FORM_927b8c7aaca884d8884c,Rabies Vaccine (Inactivated),rabies vaccine (inactivated),1,single
FORM_9b805b0852149ec21efd,Human Fibrinogen + Human Thrombin,human fibrinogen + human thrombin,2,explicit_plus
FORM_4c48b23f6f0b0f27e72d,Polatuzumab vedotin,polatuzumab vedotin,1,single
FORM_0d39fafa53c44cdf8420,Brolucizumab,brolucizumab,1,single
FORM_f1f0d4427f04713d9a06,Pertuzumab + Trastuzumab,pertuzumab + trastuzumab,2,explicit_plus
FORM_45d9f97e5499a1b07888,Epoetin Alfa,epoetin alfa,1,single
FORM_f0a671ae95f6a36ff068,Hepatitis B Vaccine (rDNA),hepatitis b vaccine (rdna),1,single
FORM_eba88e1f89a66cc343a3,Ustekinumab,ustekinumab,1,single
FORM_d2f5420f093072f6bea6,Ofatumumab,ofatumumab,1,single
FORM_35f4ee2b7210bd54217a,Tildrakizumab,tildrakizumab,1,single
FORM_4d1698a1c6a777e334c4,"Inactivated Poliomyelitis Vaccine (Types 1, 2, and 3)","inactivated poliomyelitis vaccine (types 1, 2, and 3)",1,single
FORM_016cf6e08e1c50f85d0c,"Diphtheria, Tetanus, Pertussis (Whole Cell), Hepatitis B (IDNA) and Haemophilus influenzae Type B Conjugate Vaccine (Adsorbed)","diphtheria, tetanus, pertussis (whole cell), hepatitis b (idna) and haemophilus influenzae type b conjugate vaccine (adsorbed)",1,single
FORM_5782e9135c314a4592bd,Daratumumab,daratumumab,1,single
FORM_cbfe5ca5f6af0ab7c7b1,"Pneumococcal Polysaccharide Conjugate Vaccine, 15 Valent (Adsorbed)","pneumococcal polysaccharide conjugate vaccine, 15 valent (adsorbed)",1,single
FORM_eda03f314d6fdd6ee67a,Nonacog Alfa,nonacog alfa,1,single
FORM_a8461ece3e1204779a02,Faricimab,faricimab,1,single
FORM_141f813312ec98c35594,Bacillus Clausii,bacillus clausii,1,single
FORM_fad1128410500c82a2af,"Rotavirus Vaccine, (Live Attenuated)","rotavirus vaccine, (live attenuated)",1,single
FORM_08f6988b39bbd733db3e,Casirivimab + Imdevimab,casirivimab + imdevimab,2,explicit_plus
FORM_7bfa5f7b3b623fad02ef,Candesartan,candesartan,1,single
FORM_3efdc8103948c46e5c2c,Amivantamab,amivantamab,1,single
FORM_b645d35a3760328180e4,Bacterial Lysate,bacterial lysate,1,single
FORM_cdbff679b720b21c2282,"Herpes Zoster Vaccine (recombinant, adjuvanted)","herpes zoster vaccine (recombinant, adjuvanted)",1,single
FORM_951fef058251f25719ff,"Oral Poliomyelitis Vaccine (Types 1 and 3)[ Live, Attenuated]","oral poliomyelitis vaccine (types 1 and 3)[ live, attenuated]",1,single
FORM_fc844bbcb45ae853f50b,Factor VIII Inhibitor Bypassing Activity,factor viii inhibitor bypassing activity,1,single
FORM_de3e40d63c9d0a70f688,Powder for Solution for Infusion (IV),powder for solution for infusion (iv),1,single
FORM_b9c3ed9bdf9218eea543,Human Placental Extract,human placental extract,1,single
FORM_0759965530a7844f6772,"Pneumococcal Polysaccharide Conjugate Vaccine, 13- Valent (Adsorbed)","pneumococcal polysaccharide conjugate vaccine, 13- valent (adsorbed)",1,single
FORM_74a715f2b9ebada44781,"Pneumococcal Polysaccharide Vaccine, 23-Valent","pneumococcal polysaccharide vaccine, 23-valent",1,single
FORM_a1746cbde1aff5458c3f,Clostridium botulinum Toxin Type A,clostridium botulinum toxin type a,1,single
FORM_addf95b94def162879a6,"Respiratory Syncytial Virus Vaccine (Recombinant, Adjuvanted)","respiratory syncytial virus vaccine (recombinant, adjuvanted)",1,single
FORM_b96a065b39824b28d873,Tremelimumab,tremelimumab,1,single
FORM_e9d4e6c5487688369e71,Ocrelizumab,ocrelizumab,1,single
FORM_28bf31b6d2b0d94a4ed1,Trastuzumab deruxtecan,trastuzumab deruxtecan,1,single
FORM_c7c615c1b66b98fd949a,"Japanese Encephalitis Vaccine (Inactivated, Adsorbed)","japanese encephalitis vaccine (inactivated, adsorbed)",1,single
FORM_1cfda786b85453795ef5,Anifrolumab,anifrolumab,1,single
FORM_b59aea15d33d6802bc50,Avelumab,avelumab,1,single
FORM_42509038c40606754ad2,Spesolimab,spesolimab,1,single
FORM_bc80d9584ec686462dbb,"Meningococcal group B Vaccine (rDNA, component, adsorbed)","meningococcal group b vaccine (rdna, component, adsorbed)",1,single
FORM_b0ad560806b11fc67816,Eptacog alfa (activated),eptacog alfa (activated),1,single
FORM_4b54b57a7f76442c9ef9,Luspatercept,luspatercept,1,single
FORM_4243f537a24471da9dfd,"Pneumococcal Conjugate Vaccine, 20-Valent (Adsorbed)","pneumococcal conjugate vaccine, 20-valent (adsorbed)",1,single
FORM_3dc239cf1d0dbfd7f8c9,"Respiratory Syncytial Virus Vaccine (bivalent, recombinant)","respiratory syncytial virus vaccine (bivalent, recombinant)",1,single
FORM_86e32ba420277c2d22cf,Teriparatide,teriparatide,1,single
FORM_f4e2231e5f1ef0191623,Ulinastatin,ulinastatin,1,single
FORM_f5f35355de662494e510,Rabies Vaccine (Vero Cell) [Inactivated],rabies vaccine (vero cell) [inactivated],1,single
FORM_0ee036ec0ea7420d0839,Tenecteplase,tenecteplase,1,single
FORM_77123dc9699c7b255da9,"Influenza Vaccine (Split Virion, Inactivated) [2026 Southern Hemisphere Strain]","influenza vaccine (split virion, inactivated) [2026 southern hemisphere strain]",1,single
FORM_6a1c51592fdb755551c9,Rabies Vaccine (Inactivated) (Wistar Strain Rabies),rabies vaccine (inactivated) (wistar strain rabies),1,single
FORM_6c03649d331ba77a9265,Typhoid Polysaccharide Vaccine,typhoid polysaccharide vaccine,1,single
FORM_79b953a8de4b6a9edd8d,Hepatitis B Immunoglobulin (Human),hepatitis b immunoglobulin (human),1,single
FORM_7aba46645c74576eaf12,Diphtheria-Tetanus Toxoids and Pertussis (DTP),diphtheria-tetanus toxoids and pertussis (dtp),1,single
FORM_7c78f094aa573a3b09c6,Diphtheria-Tetanus Toxoid (DT) (Adsorbed),diphtheria-tetanus toxoid (dt) (adsorbed),1,single
FORM_03f7dc548d78fc11e7cb,Hepabig,hepabig,1,single
FORM_99f3612d5b81ba8d2c85,"Measles Vaccine (Live, Attenuated)","measles vaccine (live, attenuated)",1,single
FORM_30c8a1f1e5f0860effe1,Hepatitis A (inactivated) and hepatitis B (rDNA) (HAB) Vaccine (adsorbed),hepatitis a (inactivated) and hepatitis b (rdna) (hab) vaccine (adsorbed),1,single
FORM_4863bc1ce5749c6d2212,Factor IX Complex,factor ix complex,1,single
FORM_5de4d4c2eb6c4fd58a33,"Measles, Mumps and Rubella Vaccine (Live, Attenuated)","measles, mumps and rubella vaccine (live, attenuated)",1,single
FORM_7faba220e7b8d67eb2ca,Tetanus Toxoid ( Adsorbed ),tetanus toxoid ( adsorbed ),1,single
FORM_4f0651123752a40edda9,TETANUS IMMUNE GLOBULIN HUMAN,tetanus immune globulin human,1,single
FORM_464d0dfde2a91ac40926,Live Attenuated Measles Vaccine,live attenuated measles vaccine,1,single
FORM_ce55323e64e855860427,"Inactivated Poliomyelitis Vaccine (Type 1,2 And 3)","inactivated poliomyelitis vaccine (type 1,2 and 3)",1,single
FORM_f4f4ab655f5a37cbbe3f,"Diphtheria, component), Tetanus and Pertussis (acellular Hepatitis B (rDNA), Poliomyelitis (inactivated) and Haemophilus influenzae Type B Conjugate Vaccine (adsorbed)","diphtheria, component), tetanus and pertussis (acellular hepatitis b (rdna), poliomyelitis (inactivated) and haemophilus influenzae type b conjugate vaccine (adsorbed)",1,single
FORM_99390aa391efc4000ef7,"Hepatitis A Vaccine (Inactivated, Adsorbed)","hepatitis a vaccine (inactivated, adsorbed)",1,single
FORM_801ff96a436c169aa66a,"Diphtheria, Tetanus, Pertussis (Acellular Component), And Poliomyelitis (Inactivated) Vaccine (Adsorbed)","diphtheria, tetanus, pertussis (acellular component), and poliomyelitis (inactivated) vaccine (adsorbed)",1,single
FORM_1050385fe2140f8e50e9,"Diphtheria, Tetanus, Pertussis (Acellular Poliomyelitis (Inactivated) Vaccine and Haemophilus influenzae Type B Conjugate Vaccine (Adsorbed)","diphtheria, tetanus, pertussis (acellular poliomyelitis (inactivated) vaccine and haemophilus influenzae type b conjugate vaccine (adsorbed)",1,single
FORM_8d93b87bd96a45387cfd,Tetanus Antitoxin Refined,tetanus antitoxin refined,1,single
FORM_17f34958f2401ee0d269,Human Plasma Coagulation Factor VIII,human plasma coagulation factor viii,1,single
FORM_3151444e9c0a47fd4d9f,Human Coagulation Factor IX,human coagulation factor ix,1,single
FORM_9307492c88e6789c4254,Botulinum Toxin Type A,botulinum toxin type a,1,single
FORM_4181af658e0377ad8557,Factor VIII Purified (Human),factor viii purified (human),1,single
FORM_88da34c786d2fe0ee1dd,HEPATITIS B VACCINE ( rDNA ),hepatitis b vaccine ( rdna ),1,single
FORM_9b75afa72e0462981687,Bacillus Calmette-Guerin (BCG) Vaccine,bacillus calmette-guerin (bcg) vaccine,1,single
FORM_640250711e0c2d4f8d22,Tuberculin Purified Protein Derivative,tuberculin purified protein derivative,1,single
FORM_218f98395e71b3e8900a,Coagulation Factor IX (Human),coagulation factor ix (human),1,single
FORM_235b6ea98b1813d53515,Human Tetanus Immunoglobulin,human tetanus immunoglobulin,1,single
FORM_e8dfac9cd9b2b3e78f41,"Human Papillomavirus Vaccine (Types 6, 11, 16 And 18) (Recombinant Adsorbed","human papillomavirus vaccine (types 6, 11, 16 and 18) (recombinant adsorbed",1,single
FORM_3032c6fde52bf1f320be,"Human Papillomavrius Vaccine [Types 6, 11, 16, 18] (Recombinant, Adsorbed)","human papillomavrius vaccine [types 6, 11, 16, 18] (recombinant, adsorbed)",1,single
FORM_a71564bec784437896f7,Tetanus and Diphtheria Toxoids Adsorbed combined with component Acellular Pertussis Vaccine,tetanus and diphtheria toxoids adsorbed combined with component acellular pertussis vaccine,1,single
FORM_2c02bffc3ea074e797d7,"Rotavirus Vaccine, Live","rotavirus vaccine, live",1,single
FORM_dc8fd875e44a079188ad,"Human Papillomavirus Vaccine [Types 16, 18] (Recombinant, Adjuvanted, Adsorbed)","human papillomavirus vaccine [types 16, 18] (recombinant, adjuvanted, adsorbed)",1,single
FORM_dce28a49a202412882ee,Antithymocyte Immunoglobulin (ATG) (Equine),antithymocyte immunoglobulin (atg) (equine),1,single
FORM_326d4e6af07991471eb6,Purified Vero Cell Rabies Vaccine,purified vero cell rabies vaccine,1,single
FORM_924f88f4668810b4c0f6,Epoetin alfa (Recombinant Human Erythropoietin),epoetin alfa (recombinant human erythropoietin),1,single
FORM_92505349b4c764bbc810,Human Normal Immunoglobulin (IGIV),human normal immunoglobulin (igiv),1,single
FORM_a915becd54dd5e59f1c0,Methoxy Polyethylene Glycol-Epoetin Beta,methoxy polyethylene glycol-epoetin beta,1,single
FORM_04564e24ba992eb463c3,"Measles, Mumps, Rubella and Varicella Vaccine (Live, Attenuated)","measles, mumps, rubella and varicella vaccine (live, attenuated)",1,single
FORM_9316df66f26747501f6e,Inactivated Purified Rabies Vaccine (Vero-Cell),inactivated purified rabies vaccine (vero-cell),1,single
FORM_ac9f0174da1c0dae6c5e,"Diphtheria, Tetanus, Acellular Pertussis, Inactivated Poliomyelitis and Haemophilus influenzae Type B Conjugate Vaccine, Adsorbed","diphtheria, tetanus, acellular pertussis, inactivated poliomyelitis and haemophilus influenzae type b conjugate vaccine, adsorbed",1,single
FORM_210462315d3a9a8eb276,Tetanus Toxoid,tetanus toxoid,1,single
FORM_bdd7f87619d4b378d769,Purified Rabies Vaccine (Vero Cell),purified rabies vaccine (vero cell),1,single
FORM_3de3043f5f774bed98e8,Recombinant Hepatitis B Vaccine,recombinant hepatitis b vaccine,1,single
FORM_eeec7b57cbffa792f32c,Recombinant Human Thrombopoietin,recombinant human thrombopoietin,1,single
FORM_14f87b4e90c4af95350f,Live Attenuated Rotavirus Vaccine,live attenuated rotavirus vaccine,1,single
FORM_29a775e4e5c075ca7181,Anti-Rabies Serum (Equine),anti-rabies serum (equine),1,single
FORM_fbc86147b5c45d67712a,HEPATITIS B VACCINE (RECOMBINANT DNA ),hepatitis b vaccine (recombinant dna ),1,single
FORM_3ac4c177fdaa861a7240,Recombinant Human Erythropoietin Alfa,recombinant human erythropoietin alfa,1,single
FORM_45172dacdc183f3d560e,Imiglucerase,imiglucerase,1,single
FORM_95642347ff5dff437fcd,"Pneumococcal Vaccine, Polyvalent","pneumococcal vaccine, polyvalent",1,single
FORM_ad0073f86563be2f9231,Human Normal Immunoglobulin (IVIg),human normal immunoglobulin (ivig),1,single
FORM_0a341b236959d93afac3,Diphtheria and Tetanus Vaccine (Adsorbed),diphtheria and tetanus vaccine (adsorbed),1,single
FORM_0c36608ed807cffce6a7,"Meningococcal (Groups A, Polysaccharide Diphtheria Toxoid Conjugate Vaccine","meningococcal (groups a, polysaccharide diphtheria toxoid conjugate vaccine",1,single
FORM_cee6b2915542c057131d,Albumin,albumin,1,single
FORM_dae20e4e49f48688b901,"Human Papillomavirus Vaccine [Types 16 and 18] (Recombinant, adjuvanted, adsorbed)","human papillomavirus vaccine [types 16 and 18] (recombinant, adjuvanted, adsorbed)",1,single
FORM_994a55d09d6026a8622d,Enoxaparin (as sodium),enoxaparin (as sodium),1,single
FORM_31d7654b143571f54757,Tetanus Antitoxin (Equine),tetanus antitoxin (equine),1,single
FORM_269b57c16e41f833839b,Lutropin Alfa,lutropin alfa,1,single
FORM_ff094a0fa58d5902e5f7,"Diphtheria, Tetanus, Pertussis (Whole-Cell), Recombinant Hepatitis B, Haemophilus Influenzae Type B Combined Vaccine","diphtheria, tetanus, pertussis (whole-cell), recombinant hepatitis b, haemophilus influenzae type b combined vaccine",1,single
FORM_618fa4dd4d7d477d7bd9,Denosumab,denosumab,1,single
FORM_461775b3c42085cc6353,Measles and Rubella Vaccine (Live),measles and rubella vaccine (live),1,single
FORM_dd8d2e54d3afc8c229d2,Interferon-Beta 1B,interferon-beta 1b,1,single
FORM_ca4f8c23d6a93676fd5d,"Bacillus Calmette-Guerin Vaccine (Live, Attenuated)","bacillus calmette-guerin vaccine (live, attenuated)",1,single
FORM_01997dc4c07d2ebc4616,Human Rabies Immunoglobulin,human rabies immunoglobulin,1,single
FORM_4b0924bb04f80e915611,Filgrastim (Recombinant Granulocyte Colony-Stimulating Factor [Rhu-Gcsf]),filgrastim (recombinant granulocyte colony-stimulating factor [rhu-gcsf]),1,single
FORM_d92e5665611079991965,"Live Measles, Mumps and Rubella Vaccine","live measles, mumps and rubella vaccine",1,single
FORM_a9938cdd047fc3e8a0c6,Recombinant Human Epidermal Growth Factor,recombinant human epidermal growth factor,1,single
FORM_f63dfb9c811079f8a126,Alglucosidase alfa,alglucosidase alfa,1,single
FORM_4d6686aa95e57d2d4efd,Human Norml Immunoglobulin,human norml immunoglobulin,1,single
FORM_020e4681a23cfdaf85fb,"Trivalent Seasonal Influenza Vaccine (Surface Antigen, Inactivated) 2026 Southern Hemisphere Strain","trivalent seasonal influenza vaccine (surface antigen, inactivated) 2026 southern hemisphere strain",1,single
FORM_69ab296ffdb291e0987a,"LIVE ATTENUATED MEASLES, MUMPS and RUBELLA VACCINE","live attenuated measles, mumps and rubella vaccine",1,single
FORM_0ebf41ec93332058e048,Aflibercept,aflibercept,1,single
FORM_58903b29d3585d9706a1,Choriogonadotropin Alfa,choriogonadotropin alfa,1,single
FORM_379a4b22e0360f3a69ba,"Diphtheria, Tetanus, Pertussis (Acellular Component) Hepatitis B, Poliomyelitis (Inactivated) and Haemophilus influenza Type B Conjugate Vaccine (Adsorbed)","diphtheria, tetanus, pertussis (acellular component) hepatitis b, poliomyelitis (inactivated) and haemophilus influenza type b conjugate vaccine (adsorbed)",1,single
FORM_e575a5537f43842852d9,Filgrastim (Recombinant Human Granulocyte Colony Stimulating Factor),filgrastim (recombinant human granulocyte colony stimulating factor),1,single
FORM_0fefcb929cb2055131e9,Human Rabie Immunoglobulin,human rabie immunoglobulin,1,single
FORM_f2a3c6e7f179f4a9e0a2,"Japanese Encephalitis Vaccine (Live, Attenuated)","japanese encephalitis vaccine (live, attenuated)",1,single
FORM_d3515f028838b7dcff36,"Meningococcal Group A, C, W-135 And Y Conjugate","meningococcal group a, c, w-135 and y conjugate",1,single
FORM_fc1d976b9cd3064a4cb8,Pertuzumab,pertuzumab,1,single
FORM_cf2f351c289b4700958e,"Poliomyelitis Vaccine (Type 1, 2 and 3) (Inactivated)","poliomyelitis vaccine (type 1, 2 and 3) (inactivated)",1,single
FORM_f5f7b4329e7383da3a63,Trastuzumab Emtansine,trastuzumab emtansine,1,single
FORM_ff50a9cea02d644a7aea,"Varicella Virus Vaccine, Live","varicella virus vaccine, live",1,single
FORM_a1defab315accfe2bd87,Insulin Lispro (rDNA),insulin lispro (rdna),1,single
FORM_43644a1bc759b15c7e3b,Clostridium botulinum Type A Toxin,clostridium botulinum type a toxin,1,single
FORM_a385b78f067c0e604598,Human Chorionic Gonadotropin,human chorionic gonadotropin,1,single
FORM_e66a3a021e2e5def7439,Recombinant Human Insulin (70% Isophane/30% Soluble),recombinant human insulin (70% isophane/30% soluble),2,explicit_slash
FORM_7eba2650b7a776c5fde5,Omalizumab,omalizumab,1,single
FORM_1ca88cfa41606b28145f,Insulin Lispro,insulin lispro,1,single
FORM_9525017c5f0ae6e12f39,Isophane Insulin,isophane insulin,1,single
FORM_2412dc44ca55f44d546a,Clobetasol Propionate,clobetasol propionate,1,single
FORM_5478dcaf141efc088e89,Prednisolone (as acetate),prednisolone (as acetate),1,single
FORM_7ae669b86fba6d9a9d8b,Furosemide,furosemide,1,single
FORM_1b371bccc2189423e52d,Furosemide (as sodium),furosemide (as sodium),1,single
FORM_d095cdb8e3f599b95304,Sodium Fusidate,sodium fusidate,1,single
FORM_482b89cabc8a165b9252,Fluocinolone Acetonide + Polymyxin B Sulfate + Neomycin Sulfate,fluocinolone acetonide + polymyxin b sulfate + neomycin sulfate,3,explicit_plus
FORM_54238e9415df5dffbf4b,Paracetamol,paracetamol,1,single
FORM_95f5790c1bec483d9acb,Erythromycin (as estolate),erythromycin (as estolate),1,single
