formulation_id,ingredient_id,ingredient_position,ingredient_name_as_published,split_method,review_status
FORM_39b2f702298984fc8521,ING_39b2f702298984fc8521,1,Paracetamol Chlorpheniramine Maleate,single,rule_extracted
FORM_e7731c13f436fbd38839,ING_b127aaf5134932fcc86c,1,Guaifenesin,explicit_plus,rule_extracted
FORM_e7731c13f436fbd38839,ING_c408fdb5bab8ebed341f,2,Phenylpropanolamine HC1 Chlorphenamine Maleate,explicit_plus,rule_extracted
FORM_5a42670ad3230d3e97f1,ING_5a42670ad3230d3e97f1,1,Glimeperide,single,rule_extracted
FORM_88d8d99c15052a9108f7,ING_88d8d99c15052a9108f7,1,Levetiracetam.,single,rule_extracted
FORM_c7affcaf1505a0d68c65,ING_c7affcaf1505a0d68c65,1,Ivabradine,single,rule_extracted
FORM_654b5a02990af0c345c7,ING_689947dcbeff006f2814,1,Ciprofloxacin (as hydrochloride),explicit_plus,rule_extracted
FORM_654b5a02990af0c345c7,ING_cea97ea5e5e3811de813,2,Dexamethasone (as sodium phosphate),explicit_plus,rule_extracted
FORM_8dbf17ea2e0342f76f28,ING_8dbf17ea2e0342f76f28,1,"Vitamin B1,B6, B12",single,rule_extracted
FORM_a5e2a0418ec6c03282da,ING_a5e2a0418ec6c03282da,1,Vinorelbine,single,rule_extracted
FORM_71a7669cebdb0cbfbab9,ING_71a7669cebdb0cbfbab9,1,Amorolfine,single,rule_extracted
FORM_a4a94f8e3e1ae4ad0fc3,ING_a2e715698c18e25071a6,1,Heparin Sodium,explicit_plus,rule_extracted
FORM_a4a94f8e3e1ae4ad0fc3,ING_420d73826a9cb015e472,2,Allium Cepa L. (Onion),explicit_plus,rule_extracted
FORM_a4a94f8e3e1ae4ad0fc3,ING_51a5a06c6fe575825b47,3,Allantoin,explicit_plus,rule_extracted
FORM_20ab98b6144ea0e2659a,ING_20ab98b6144ea0e2659a,1,Anagrelide,single,rule_extracted
FORM_7279017c5c204dcf76fb,ING_c562b592b8801b61b33f,1,Ascorbic Acid (Vitamin C),explicit_plus,rule_extracted
FORM_7279017c5c204dcf76fb,ING_12ec7b142ed81bb76a14,2,(Vitamin D3),explicit_plus,rule_extracted
FORM_7279017c5c204dcf76fb,ING_5e427e24bb867b2f82db,3,Zinc (as Sulfate Monohydrate),explicit_plus,rule_extracted
FORM_4773ad20b502ed768f58,ING_8a7460866b323ee58839,1,Iron (as Ferrous Fumarate),explicit_plus,rule_extracted
FORM_4773ad20b502ed768f58,ING_c1cb43d4b1b517e78f7f,2,Vitamins,explicit_plus,rule_extracted
FORM_4773ad20b502ed768f58,ING_62489d9612510ebda5b5,3,Minerals,explicit_plus,rule_extracted
FORM_4773ad20b502ed768f58,ING_501412629a52e590b561,4,Folic Acid,explicit_plus,rule_extracted
FORM_595ad1c81789f2b29310,ING_5198ae256a8b56fa619d,1,Ketoanalogues,explicit_plus,rule_extracted
FORM_595ad1c81789f2b29310,ING_406e892f87791f9bb65c,2,Essential Amino Acids (See reverse for formulation),explicit_plus,rule_extracted
FORM_caafa4bdb5f79a26b62d,ING_caafa4bdb5f79a26b62d,1,Dapaglifozin,single,rule_extracted
FORM_27f4ec17d5a9426baf6c,ING_27f4ec17d5a9426baf6c,1,Sunitinib,single,rule_extracted
FORM_faf86251fedddfc7fcc3,ING_faf86251fedddfc7fcc3,1,yrazinamide,single,rule_extracted
FORM_d07a361a7e7c685a001b,ING_c335f2c7c97eb5ae8dca,1,Sodium Bicarbonate,explicit_plus,rule_extracted
FORM_d07a361a7e7c685a001b,ING_3609eddbc36b1a391389,2,Tartaric Acid,explicit_plus,rule_extracted
FORM_d07a361a7e7c685a001b,ING_4c591c30afa436056d0d,3,Citric Acid,explicit_plus,rule_extracted
FORM_d07a361a7e7c685a001b,ING_4fe8cf4b55b548236bd2,4,Sodium Citrate,explicit_plus,rule_extracted
FORM_d8466561d38cef9b683a,ING_54238e9415df5dffbf4b,1,Paracetamol,explicit_plus,rule_extracted
FORM_d8466561d38cef9b683a,ING_e4c9b7ce8021302e5d6f,2,Phenylpropanolamine Hydrochloride,explicit_plus,rule_extracted
FORM_d8466561d38cef9b683a,ING_a87c0dc3e1c799480d6c,3,Dextromethorphan Hydrobromide,explicit_plus,rule_extracted
FORM_6bdf97055a9097b01fc5,ING_b1bbb1df61f3229cea97,1,Thiamine Hydrochloride (Vitamin B1),explicit_plus,rule_extracted
FORM_6bdf97055a9097b01fc5,ING_8096bace69f3652a3176,2,Pyridoxine Hydrochloride (Vitamin B6) B,explicit_plus,rule_extracted
FORM_6bdf97055a9097b01fc5,ING_da05afb73357a2a2d562,3,Cyanocobalamin. (Vitamin B12),explicit_plus,rule_extracted
FORM_ee98e1268a6660078b5a,ING_ec50d3ec2cfcd5278fca,1,Sitagliptin Phosphate,explicit_plus,rule_extracted
FORM_ee98e1268a6660078b5a,ING_ed065aa4b1efb336c596,2,Metformin HCl,explicit_plus,rule_extracted
FORM_2d49bf580ad2eec29785,ING_2d49bf580ad2eec29785,1,Cefotaxime (as hydrochloride),single,rule_extracted
FORM_7bf41229d0916afe7d49,ING_7bf41229d0916afe7d49,1,Nebivolol HCl,single,rule_extracted
FORM_2201d7478c528d68bf7d,ING_83cb3e8303b40995e06c,1,Sitagliptin (as Phosphate),explicit_plus,rule_extracted
FORM_2201d7478c528d68bf7d,ING_833d2b072d13988bce0f,2,Metformin HC1,explicit_plus,rule_extracted
FORM_b18b1f0f2966080769e8,ING_b18b1f0f2966080769e8,1,Vincristine,single,rule_extracted
FORM_ebf4cbeb657973a47711,ING_ebf4cbeb657973a47711,1,Methotrexate.,single,rule_extracted
FORM_9dfe1186fefc14d35030,ING_8422fd717ccca8d76a04,1,Multivitamins,explicit_plus,rule_extracted
FORM_9dfe1186fefc14d35030,ING_45063dd2a9606703b05d,2,Iron (as Ferrous Sulfate),explicit_plus,rule_extracted
FORM_6251bcc7c2fbe7fac5fc,ING_6251bcc7c2fbe7fac5fc,1,Sodium Bicarbonate.,single,rule_extracted
FORM_1f13170c37f010153bae,ING_1f13170c37f010153bae,1,Irinotecan HC1,single,rule_extracted
FORM_bc238ff6cc7f1b8d7c16,ING_c6ec91eac49c95df89d4,1,Alendronic Acid (as Alendronate Sodium Trihydrate),explicit_plus,rule_extracted
FORM_bc238ff6cc7f1b8d7c16,ING_e199cf81672e8281c0d9,2,Cholecalciferol (Vitamin D3),explicit_plus,rule_extracted
FORM_2d4be853dbd5ce3be541,ING_2d4be853dbd5ce3be541,1,Ascorbic Acid.,single,rule_extracted
FORM_1ac7ab1e5f0ab82d1fa3,ING_1ac7ab1e5f0ab82d1fa3,1,"Sugammadex (as sodium),",single,rule_extracted
FORM_102325a89d97d17383ed,ING_102325a89d97d17383ed,1,Desloratidine,single,rule_extracted
FORM_d04287bf39a2923a1600,ING_8422fd717ccca8d76a04,1,Multivitamins,explicit_plus,rule_extracted
FORM_d04287bf39a2923a1600,ING_4eaba42641e26f5acb5b,2,Chlorella Growth Factor,explicit_plus,rule_extracted
FORM_d04287bf39a2923a1600,ING_b235fe32490cda94f379,3,Lysine,explicit_plus,rule_extracted
FORM_d04287bf39a2923a1600,ING_bbaeab8a6207ef59f9b2,4,Taurine,explicit_plus,rule_extracted
FORM_d04287bf39a2923a1600,ING_f78ea752822b648940d5,5,Zinc,explicit_plus,rule_extracted
FORM_9716845cf54603fc83e5,ING_9716845cf54603fc83e5,1,Sultamicillin,single,rule_extracted
FORM_e3d3fa53c8aa9166ac93,ING_e3d3fa53c8aa9166ac93,1,Latanoprost Timolol (as maleate),single,rule_extracted
FORM_e171e57b61bb9a786fc7,ING_e171e57b61bb9a786fc7,1,Erlotinib (as hydrochloride).,single,rule_extracted
FORM_9c5ef98c7f097ae767b2,ING_9c5ef98c7f097ae767b2,1,Betahistine,single,rule_extracted
FORM_6cce1fe0a8d09e00830b,ING_6cce1fe0a8d09e00830b,1,Alfuzosin HCl,single,rule_extracted
FORM_2801c8062d36ecbe6791,ING_2801c8062d36ecbe6791,1,Dyrogesterone,single,rule_extracted
FORM_3d85b8b5dd92fd6633c6,ING_3d85b8b5dd92fd6633c6,1,Nifuroxazide,single,rule_extracted
FORM_8f4b772f4e864f2893b4,ING_65aeaf9dda5b365d8186,1,Telmisartan,explicit_plus,rule_extracted
FORM_8f4b772f4e864f2893b4,ING_c587ceab445a4ceb38ba,2,Hydrochlorothiazide,explicit_plus,rule_extracted
FORM_4c0b68950c349a4bab47,ING_4c0b68950c349a4bab47,1,Luzelacetam,single,rule_extracted
FORM_21e88fed14a967bbde38,ING_cb4a9d3660112fea6b23,1,Dapiflozin M 10,explicit_slash,needs_review
FORM_21e88fed14a967bbde38,ING_40510175845988f13f61,2,1000,explicit_slash,needs_review
FORM_c6a65515d3681fbf1158,ING_caecc5e44b044eadfa15,1,Dapagliflozin,explicit_plus,rule_extracted
FORM_c6a65515d3681fbf1158,ING_5fd1ccb67c0505909f15,2,Metformin hydrocloride in extended-release form),explicit_plus,rule_extracted
FORM_da41be46e56ecac8cd8e,ING_9b96ad6d97cd580c4dda,1,Losartan Potassium,explicit_plus,rule_extracted
FORM_da41be46e56ecac8cd8e,ING_904864aa2f758545f734,2,Amlodipine (as besylate),explicit_plus,rule_extracted
FORM_f40a1fd554574d149dd4,ING_54238e9415df5dffbf4b,1,Paracetamol,explicit_plus,rule_extracted
FORM_f40a1fd554574d149dd4,ING_f58878dfeab8699294af,2,Tramadol,explicit_plus,rule_extracted
FORM_97b1af30e3de0a73d57f,ING_97b1af30e3de0a73d57f,1,Sugammadex (as sodium,single,rule_extracted
FORM_f6ed3741518d07b28c30,ING_8422fd717ccca8d76a04,1,Multivitamins,explicit_plus,rule_extracted
FORM_f6ed3741518d07b28c30,ING_4eaba42641e26f5acb5b,2,Chlorella Growth Factor,explicit_plus,rule_extracted
FORM_f6ed3741518d07b28c30,ING_b235fe32490cda94f379,3,Lysine,explicit_plus,rule_extracted
FORM_f6ed3741518d07b28c30,ING_f78ea752822b648940d5,4,Zinc,explicit_plus,rule_extracted
FORM_92ab83de0c67de39144b,ING_12cc9f332d10766fdf82,1,Linagliptin,explicit_plus,rule_extracted
FORM_92ab83de0c67de39144b,ING_833d2b072d13988bce0f,2,Metformin HC1,explicit_plus,rule_extracted
FORM_8b47a395b20792681167,ING_12cc9f332d10766fdf82,1,Linagliptin,explicit_plus,rule_extracted
FORM_8b47a395b20792681167,ING_833d2b072d13988bce0f,2,Metformin HC1,explicit_plus,rule_extracted
FORM_66757f508fc695adb5f9,ING_66757f508fc695adb5f9,1,Bupivacaine Hydrochloride in 8% Dextrose,single,rule_extracted
FORM_4e8a2785229c82d058f9,ING_765a9e3f32cbe635fd48,1,Pantoprazole,explicit_plus,rule_extracted
FORM_4e8a2785229c82d058f9,ING_c03b9303756f6b29e760,2,Domperidone,explicit_plus,rule_extracted
FORM_251db7d5ad9d677712ee,ING_251db7d5ad9d677712ee,1,Ibufam 200,single,rule_extracted
FORM_ad86c117442c59bd78de,ING_ad86c117442c59bd78de,1,Ibufam 400,single,rule_extracted
FORM_b6f2cd6d9d987504d915,ING_b6f2cd6d9d987504d915,1,Dapoxetine (as hydrochloride),single,rule_extracted
FORM_1f343f48ebcc5f21fa21,ING_1f343f48ebcc5f21fa21,1,Sultamicillin (as tosylate dehydrate),single,rule_extracted
FORM_3c3a57b615deec1c60ea,ING_3c3a57b615deec1c60ea,1,Phytodiv,single,rule_extracted
FORM_8b5a0f85041da32ff5bb,ING_caecc5e44b044eadfa15,1,Dapagliflozin,explicit_plus,rule_extracted
FORM_8b5a0f85041da32ff5bb,ING_50ee9022cebe52d3c6b2,2,Metformin (as Hydrochloride),explicit_plus,rule_extracted
FORM_3890b0ae861ec0f8b245,ING_3890b0ae861ec0f8b245,1,Ketotifen fumarate,single,rule_extracted
FORM_48d68aede85d49cfe910,ING_b127aaf5134932fcc86c,1,Guaifenesin,explicit_plus,rule_extracted
FORM_48d68aede85d49cfe910,ING_a87c0dc3e1c799480d6c,2,Dextromethorphan Hydrobromide,explicit_plus,rule_extracted
FORM_821e1feb05640358adfe,ING_821e1feb05640358adfe,1,Tiropramide Hydrochloride,single,rule_extracted
FORM_cd0d889ced805322c255,ING_be42aa66ac6fb0e0e52d,1,Irbesartan,explicit_plus,rule_extracted
FORM_cd0d889ced805322c255,ING_c587ceab445a4ceb38ba,3,Hydrochlorothiazide,explicit_plus,rule_extracted
FORM_69ab2a5ec5f3fb1dc64f,ING_6036cad3024777ed5f64,1,Ciprofloxacin,explicit_plus,rule_extracted
FORM_69ab2a5ec5f3fb1dc64f,ING_282fe35deb80077fdc66,2,Dexamethasone,explicit_plus,rule_extracted
FORM_2db5ae074b2ab2a395da,ING_8c1ec4fa9e80839bcd63,1,Sitagliptin,explicit_plus,rule_extracted
FORM_2db5ae074b2ab2a395da,ING_50ee9022cebe52d3c6b2,2,Metformin (as hydrochloride),explicit_plus,rule_extracted
FORM_f4ed4b315e947fc7e04c,ING_f4ed4b315e947fc7e04c,1,Eribulin Mesylate,single,rule_extracted
FORM_920edde59b13e5a5f943,ING_920edde59b13e5a5f943,1,Atorvastatin,single,rule_extracted
FORM_535345dbdb061e33b07e,ING_535345dbdb061e33b07e,1,Salbutamol (as suifate),single,rule_extracted
FORM_2ae6f4e394bd2d7bc867,ING_2ae6f4e394bd2d7bc867,1,Butorphanol Tartrate,single,rule_extracted
FORM_cf0f6920fabc035fd5bd,ING_cf7bc2656b34a9305d3e,1,Alfacalcidol,explicit_plus,rule_extracted
FORM_cf0f6920fabc035fd5bd,ING_62489d9612510ebda5b5,2,Minerals,explicit_plus,rule_extracted
FORM_40bfe2dab0e3cae90b2a,ING_511ff27e1d7fbc138b8d,1,Calcipotriol (as monohydrate),explicit_plus,rule_extracted
FORM_40bfe2dab0e3cae90b2a,ING_5fbd1960d5d77def4527,2,Betametahasone (as dipropionate),explicit_plus,rule_extracted
FORM_6c699a70b8d53e2e04df,ING_6c699a70b8d53e2e04df,1,Micafungin (as sodium),single,rule_extracted
FORM_ae8c2e731c76ff2da87c,ING_9ed63154d1e2d3289d59,1,Ferrous Sulfate,explicit_plus,rule_extracted
FORM_ae8c2e731c76ff2da87c,ING_97f18626d2445a85515e,2,Folic Acid Pyridoxine HCl,explicit_plus,rule_extracted
FORM_ae8c2e731c76ff2da87c,ING_2e0f81be81ab0b591a62,3,Methylcobalamin,explicit_plus,rule_extracted
FORM_d37080a713c962805947,ING_8422fd717ccca8d76a04,1,Multivitamins,explicit_plus,rule_extracted
FORM_d37080a713c962805947,ING_8a7460866b323ee58839,2,Iron (as Ferrous fumarate),explicit_plus,rule_extracted
FORM_67013607cf55b40e7a10,ING_65aeaf9dda5b365d8186,1,Telmisartan,explicit_plus,rule_extracted
FORM_67013607cf55b40e7a10,ING_aae5b0585821399fc539,2,Amlodipine (as besilate),explicit_plus,rule_extracted
FORM_c31ce8399469137c0422,ING_c31ce8399469137c0422,1,Polymyxin B,single,rule_extracted
FORM_e8681ad30f703ce03dee,ING_e8681ad30f703ce03dee,1,Megestrol Acetate,single,rule_extracted
FORM_bb08e56151782893edc9,ING_d9ff72a1edeac29f2817,1,Sitagliptin (as Monohydrate Phosphate),explicit_plus,rule_extracted
FORM_bb08e56151782893edc9,ING_2be86491aa40247b9ecd,2,Metformin Hydrochloride (in extended-release form),explicit_plus,rule_extracted
FORM_aef3ab8693d24380d15e,ING_9929aeada0ff554ea0c8,1,Betamethasone (dipropionate),explicit_plus,rule_extracted
FORM_aef3ab8693d24380d15e,ING_9572601dd0bc3e88c35e,2,Gentamicin,explicit_plus,rule_extracted
FORM_be350d09010a3331b2cd,ING_be350d09010a3331b2cd,1,Cefepime (as hydrochloride with arginine),single,rule_extracted
FORM_6d8053718907701e1200,ING_9881d33f402a54cd794c,1,Salbutamol (as sulfate),explicit_slash,needs_review
FORM_6d8053718907701e1200,ING_b127aaf5134932fcc86c,2,Guaifenesin,explicit_slash,needs_review
FORM_4a076e3905f817ef44e8,ING_cf676b9749afd1e542e2,1,Ascorbic Acid,explicit_plus,rule_extracted
FORM_4a076e3905f817ef44e8,ING_096a508edd3a8ec42aa6,2,dl-a-tocopheryl Acetate (Vitamin E),explicit_plus,rule_extracted
FORM_4a076e3905f817ef44e8,ING_f78ea752822b648940d5,3,Zinc,explicit_plus,rule_extracted
FORM_9a02c59ec3cc2b548ea6,ING_3d1d07ce6d576f0a77d8,1,Cetirizine (as dihydrochloride),explicit_plus,rule_extracted
FORM_9a02c59ec3cc2b548ea6,ING_fce9b127a63ffb39da32,2,Hydrochloride,explicit_plus,rule_extracted
FORM_e70fe261a404e481180a,ING_e70fe261a404e481180a,1,Thiamine Mononitrate (Vit. B1) Pyridoxine Htdrochloride (Vit. B6) Cyanocobalamin (Vit. B12),single,rule_extracted
FORM_d9ff72a1edeac29f2817,ING_d9ff72a1edeac29f2817,1,Sitagliptin (as monohydrate phosphate),single,rule_extracted
FORM_76670e8f704490d35d2f,ING_76670e8f704490d35d2f,1,Rapamol 200,single,rule_extracted
FORM_4ae76236fab77f58e84e,ING_026dd23d26bc74938d16,1,: Amlodipine (as besilate),explicit_plus,rule_extracted
FORM_4ae76236fab77f58e84e,ING_7ad1eb474405667c3536,2,Atorvastatin (as calcium),explicit_plus,rule_extracted
FORM_4e580ee8c56c9a80681b,ING_04839864e3d4eef61ecf,1,Iron Sulfate,explicit_plus,rule_extracted
FORM_4e580ee8c56c9a80681b,ING_501412629a52e590b561,2,Folic Acid,explicit_plus,rule_extracted
FORM_e63ddb81083328d7b273,ING_e63ddb81083328d7b273,1,Danazol,single,rule_extracted
FORM_3aae7f1e4c74648d4b91,ING_3aae7f1e4c74648d4b91,1,Purified Water (Distilled Water),single,rule_extracted
FORM_ba7b2446fcd5bc9a2797,ING_aae5b0585821399fc539,1,Amlodipine (as besilate),explicit_plus,rule_extracted
FORM_ba7b2446fcd5bc9a2797,ING_c4ce21da0a54a8256714,2,Valsartan,explicit_plus,rule_extracted
FORM_ba7b2446fcd5bc9a2797,ING_c587ceab445a4ceb38ba,3,Hydrochlorothiazide,explicit_plus,rule_extracted
FORM_e6d6d8fb012dfa47aa24,ING_1ba02024c3a611c1fe18,1,Thiamine nitrate (Vitamin B1),explicit_plus,rule_extracted
FORM_e6d6d8fb012dfa47aa24,ING_57c363d8c1128168c0b3,2,Pyridoxine hydrochloride (Vitamin B6),explicit_plus,rule_extracted
FORM_e6d6d8fb012dfa47aa24,ING_bb8ff8bf0e532db14fe2,3,Cyanocobalamin (Vitamin B12),explicit_plus,rule_extracted
FORM_bbd3cb845e7522a07052,ING_bbd3cb845e7522a07052,1,Abiraterone (as acetate),single,rule_extracted
FORM_11f64ad3e91968c3f364,ING_11f64ad3e91968c3f364,1,Duloxetine,single,rule_extracted
FORM_07bcbd510992b22d62bc,ING_07bcbd510992b22d62bc,1,Hydroxychloroquine,single,rule_extracted
FORM_ffafdc097b3127b0ccde,ING_ffafdc097b3127b0ccde,1,Reduced Glutathione,single,rule_extracted
FORM_aadbabbc626f82ac7614,ING_12cc9f332d10766fdf82,1,Linagliptin,explicit_plus,rule_extracted
FORM_aadbabbc626f82ac7614,ING_6d1dc37bdc9cf1ea07bc,2,Metformin hydrochloride (in extended- release form),explicit_plus,rule_extracted
FORM_5990e1925e5c0d58def3,ING_5990e1925e5c0d58def3,1,Ketorolac (as trometamol),single,rule_extracted
FORM_796088b6a332c49de03c,ING_796088b6a332c49de03c,1,Salbutamol Sulfate,single,rule_extracted
FORM_a2bb9a6912c91be5df99,ING_a2bb9a6912c91be5df99,1,ASCORBIC ACID ( as Sodium Ascorbate),single,rule_extracted
FORM_322e8db5b2caaea2f4bc,ING_30405401fd2562883946,1,Vitamins B1,explicit_plus,rule_extracted
FORM_322e8db5b2caaea2f4bc,ING_2f5da6e9921baa794759,2,B6,explicit_plus,rule_extracted
FORM_322e8db5b2caaea2f4bc,ING_4d20584ccefc1878abea,3,B12 (see reverse for formulation),explicit_plus,rule_extracted
FORM_4963886fb77f6cf1a5b6,ING_c4da68db93431bbb7bc4,1,Vitamin B1,explicit_plus,rule_extracted
FORM_4963886fb77f6cf1a5b6,ING_46599c5bb5c33101f80c,2,Be,explicit_plus,rule_extracted
FORM_4963886fb77f6cf1a5b6,ING_8651b2bcef1776e9ebff,3,B12,explicit_plus,rule_extracted
FORM_08105b0dc577047afb36,ING_ff7063c2ae104c171151,1,Thiamine HCl,explicit_plus,rule_extracted
FORM_08105b0dc577047afb36,ING_4bf68a88066eb2c8e68f,2,Pyridoxine HCl,explicit_plus,rule_extracted
FORM_08105b0dc577047afb36,ING_bbb0ec1b48225169e192,3,Cyanocobalamin,explicit_plus,rule_extracted
FORM_e1b7ac508d074c12a302,ING_e1b7ac508d074c12a302,1,Acetazolamide,single,rule_extracted
FORM_dd2b789b8239a6dbc6ac,ING_54238e9415df5dffbf4b,1,Paracetamol,explicit_plus,rule_extracted
FORM_dd2b789b8239a6dbc6ac,ING_d63bc7f8f9f86e0a3675,2,Tramadol Hydrochloride,explicit_plus,rule_extracted
FORM_151390b54f9589f7d5f9,ING_151390b54f9589f7d5f9,1,Setraline (As Hydrochloride),single,rule_extracted
FORM_344dfbf92570ea426868,ING_344dfbf92570ea426868,1,Doxazosin (As mesilate),single,rule_extracted
FORM_2b5bdefdb4624f57a3c5,ING_2b5bdefdb4624f57a3c5,1,Clindamycin (As Palmitate Hydrochloride),single,rule_extracted
FORM_7f3e98279435737e2199,ING_7f3e98279435737e2199,1,Ciprofloxacin ( as Hydrochloride ),single,rule_extracted
FORM_4fc202048e65a533d95c,ING_4fc202048e65a533d95c,1,Phenytoin,single,rule_extracted
FORM_eb26d717325f40b6caf4,ING_eb26d717325f40b6caf4,1,Streptomycin (as Sulfate),single,rule_extracted
FORM_9748b5df18c613f229f8,ING_9748b5df18c613f229f8,1,Celebrex,single,rule_extracted
FORM_429f464627d75a73e0fb,ING_429f464627d75a73e0fb,1,Ceftriaxone As Sodium,single,rule_extracted
FORM_b3616e4ab602d3c9fbfb,ING_f7c6200bf111b84ee533,1,Ethinylestradiol,explicit_plus,rule_extracted
FORM_b3616e4ab602d3c9fbfb,ING_5bf7cf8d82de950f14c4,2,Levonorgestrel; Ferrous Fumarate,explicit_plus,rule_extracted
FORM_fbed4d79ea80777dff22,ING_d86cb450ef6a31bb5c94,1,Oxytetracycline Hydrochloride,explicit_slash,needs_review
FORM_fbed4d79ea80777dff22,ING_10197634374b09fb0ebb,2,Polymyxin B Sulfate,explicit_slash,needs_review
FORM_b2598cbbb935a4295da4,ING_b2598cbbb935a4295da4,1,Sultamicillin tosylate,single,rule_extracted
FORM_9747c6899725c34d6609,ING_9747c6899725c34d6609,1,Cefuroxime (as axetil0,single,rule_extracted
FORM_8a72dcfcca5121f85c99,ING_8a72dcfcca5121f85c99,1,Cefuroxime (as axetll),single,rule_extracted
FORM_aba1054d29473b2023cb,ING_aba1054d29473b2023cb,1,Amlodipine,single,rule_extracted
FORM_638a0fcca54e92f7f02e,ING_638a0fcca54e92f7f02e,1,Vitamin B Complex (see reverse),single,rule_extracted
FORM_312573f606192c9a46cf,ING_312573f606192c9a46cf,1,Vitamin B-Complex (see reverse),single,rule_extracted
FORM_605fb2ce541a21a2ba58,ING_f5aafc920f278e35480e,1,Guafenesin,explicit_plus,rule_extracted
FORM_605fb2ce541a21a2ba58,ING_9881d33f402a54cd794c,2,Salbutamol (As Sulfate),explicit_plus,rule_extracted
FORM_8668bc67e62b00feacdf,ING_8668bc67e62b00feacdf,1,Solu-Cortef,single,rule_extracted
FORM_4275a912be2d4afb870a,ING_4275a912be2d4afb870a,1,Cefitriaxone (as sodium),single,rule_extracted
FORM_e828346319c19f1029f6,ING_b127aaf5134932fcc86c,1,Guaifenesin,explicit_slash,needs_review
FORM_e828346319c19f1029f6,ING_9881d33f402a54cd794c,2,Salbutamol (as Sulfate),explicit_slash,needs_review
FORM_66f838b8eb70bf343419,ING_66f838b8eb70bf343419,1,Solu-Medrol,single,rule_extracted
FORM_ef21a73ac92bc62584b7,ING_b335778abf1f13fc1788,1,Losartan (As Potassium),explicit_slash,needs_review
FORM_ef21a73ac92bc62584b7,ING_c587ceab445a4ceb38ba,2,Hydrochlorothiazide,explicit_slash,needs_review
FORM_a6f8fad67bcef7a47ceb,ING_a6f8fad67bcef7a47ceb,1,Pioglitazone,single,rule_extracted
FORM_61fe603cfc1bc5a3c90b,ING_e5eac43e2df2946f206c,1,Losartan,explicit_plus,rule_extracted
FORM_61fe603cfc1bc5a3c90b,ING_c587ceab445a4ceb38ba,2,Hydrochlorothiazide,explicit_plus,rule_extracted
FORM_688584a60f28f2ad84df,ING_586fe18a15d64db10882,1,Thiamine Mononitrate (Vit.B1),explicit_plus,rule_extracted
FORM_688584a60f28f2ad84df,ING_f333034c0708fa8bdd88,2,Pyridoxine (Vit.B6,explicit_plus,rule_extracted
FORM_688584a60f28f2ad84df,ING_7aeb5dfea798ea8413a3,3,Cyanocobalamine (Vit. B12),explicit_plus,rule_extracted
FORM_8fc99bf496ec630781a4,ING_fa15de6b4bafad1fba92,1,Econazole nitrate,explicit_plus,rule_extracted
FORM_8fc99bf496ec630781a4,ING_e650caf4dde27a487fcc,2,Triamcinolone acetonide,explicit_plus,rule_extracted
FORM_1993cf528c63be86706e,ING_1993cf528c63be86706e,1,Naproxem Sodium,single,rule_extracted
FORM_5894f121b96ff3bd0ff3,ING_5894f121b96ff3bd0ff3,1,Trimetazidine (as dihydrochloride),single,rule_extracted
FORM_a4d1cad4075c0a320dc7,ING_afe95dc7914b8b94c022,1,Ferrous Fumarate,explicit_plus,rule_extracted
FORM_a4d1cad4075c0a320dc7,ING_501412629a52e590b561,2,Folic Acid,explicit_plus,rule_extracted
FORM_a4d1cad4075c0a320dc7,ING_73ea8f0c8c07a8345f91,3,Vitamin B12,explicit_plus,rule_extracted
FORM_362e378b8b3fd2f218a3,ING_fa45bffdaba9a862720d,1,Iron (as fumarate),explicit_plus,rule_extracted
FORM_362e378b8b3fd2f218a3,ING_501412629a52e590b561,2,Folic acid,explicit_plus,rule_extracted
FORM_362e378b8b3fd2f218a3,ING_bb8ff8bf0e532db14fe2,3,Cyanocobalamin (Vitamin B12),explicit_plus,rule_extracted
FORM_7889dcd82ce110eae648,ING_54238e9415df5dffbf4b,1,Paracetamol,explicit_plus,rule_extracted
FORM_7889dcd82ce110eae648,ING_cf30dd5c8bf1a22ea76b,2,Phenylpropanolamine HCl,explicit_plus,rule_extracted
FORM_7889dcd82ce110eae648,ING_a6e0d5762ca8302823df,3,Chlorphenamine Maleate,explicit_plus,rule_extracted
FORM_900b91a46798d72b1f0c,ING_efba19db340f5efa20c1,1,Neomycin,explicit_plus,rule_extracted
FORM_900b91a46798d72b1f0c,ING_f3d98aadce19582f8f75,2,Gramicidin,explicit_plus,rule_extracted
FORM_900b91a46798d72b1f0c,ING_7df0ca48f4c6f901162d,3,Nystatin,explicit_plus,rule_extracted
FORM_900b91a46798d72b1f0c,ING_e650caf4dde27a487fcc,4,Triamcinolone Acetonide,explicit_plus,rule_extracted
FORM_247707f64aa70abdaa55,ING_9b96ad6d97cd580c4dda,1,Losartan Potassium,explicit_plus,rule_extracted
FORM_247707f64aa70abdaa55,ING_8f339ad5df97fd3976f4,2,Amlodipine Besilate,explicit_plus,rule_extracted
FORM_4f456e9582e9e7903004,ING_4f456e9582e9e7903004,1,Levocetirizine (as dihydrochloride),single,rule_extracted
FORM_fc7a2a90e79154e37831,ING_fc7a2a90e79154e37831,1,Cefixime As Trihydrate,single,rule_extracted
FORM_a2950c091503cb17bd1d,ING_8422fd717ccca8d76a04,1,Multivitamins,explicit_plus,rule_extracted
FORM_a2950c091503cb17bd1d,ING_62489d9612510ebda5b5,2,Minerals,explicit_plus,rule_extracted
