ingredient_id,ingredient_name_display,ingredient_name_normalized
ING_fd024e1a045fafe39d59,Sorbitol Solution,sorbitol solution
ING_559469e91c65c3adc008,Lemon-Cee Plus,lemon-cee plus
ING_5291e168ea9f57ac641b,Imucor-Z,imucor-z
ING_e292f1529d134594e9e7,Zopip,zopip
ING_09f14e22263142d46127,Tazobet,tazobet
ING_0c587fc797ae706285d3,Ureitaz,ureitaz
ING_80d46335a050fc5ab995,"Buclizine Hc1 25 Mg; Pyridoxine Hc1 5 Mg; Iron, Elemental (As Ferrous Fumarate; 76 Mg) 25 Mg; : Thiamine Mononitrate 10 Mg; Cyanocobalamin 10 Mc","buclizine hc1 25 mg; pyridoxine hc1 5 mg; iron, elemental (as ferrous fumarate; 76 mg) 25 mg; : thiamine mononitrate 10 mg; cyanocobalamin 10 mc"
ING_542f01500de9fb672e17,Clopidogrel Bisulfate,clopidogrel bisulfate
ING_137e5b24943ef62575e6,Cefuroxime(As Axetil),cefuroxime(as axetil)
ING_1d3423630e68a17c85e5,Multivitamins with Lysine,multivitamins with lysine
ING_066385923811692fbb72,Ferrous Sulfate Heptahydrate (Butter Scotch Flavor),ferrous sulfate heptahydrate (butter scotch flavor)
ING_c39847d85fdeafd5bf9f,Vitamin B,vitamin b
ING_19b23a3ff0a58efbd235,Ketotifen Hydrogen Fumarate,ketotifen hydrogen fumarate
ING_7c2a8bc0be2c1ad5e795,Cetirizine hydrochloride (Apple Green Flavor),cetirizine hydrochloride (apple green flavor)
ING_9cab3b83a25d04f62faa,Brompheniramine (as maleate),brompheniramine (as maleate)
ING_c7787b3d12c984d79c98,Sildenadil (As Citrate),sildenadil (as citrate)
ING_31434330dc024723a5b0,Cefadroxil,cefadroxil
ING_50a6d157aad873db8af8,Cefadroxil (As Monohydrate),cefadroxil (as monohydrate)
ING_362195ed1cb68a82a1f0,Zinc (as heptahydrate),zinc (as heptahydrate)
ING_9dc28a1badbe69ba10f1,Ethinyl Estradiol,ethinyl estradiol
ING_c3d7e62706f995b80f19,D-Alpha Tocopherol Acetate (Vitamin E),d-alpha tocopherol acetate (vitamin e)
ING_8ecfd60d615e6b242b55,Chlorpheniramine Maleate (Orange Flavor),chlorpheniramine maleate (orange flavor)
ING_e3f2431becb7aaa79309,Diphenyhydramine Hydrochloride,diphenyhydramine hydrochloride
ING_02481313bf817be6d785,Conjugated Estrogens,conjugated estrogens
ING_f4329be2ce9f9019b1b4,Zinc (as Sulfate Heptahydrate),zinc (as sulfate heptahydrate)
ING_ce41d0c09e906189f9f6,Tibolone,tibolone
ING_098b170382c5dcdc1d42,Tazbac,tazbac
ING_d60b921d052dbe79cf17,Ibuprofen (Orange Flavor),ibuprofen (orange flavor)
ING_2635d8bb689770b34eba,Cefazolin (as sodium ),cefazolin (as sodium )
ING_d42596f75dc9d3591813,Cefaclor(as monohydrate),cefaclor(as monohydrate)
ING_33bfa4d097bebee4a5ec,ZInc. (as Sulfate Monohydrate),zinc. (as sulfate monohydrate)
ING_414af1d765846818e4ed,Zinc Sulfate (As Monohydrate) 27.5 Mg,zinc sulfate (as monohydrate) 27.5 mg
ING_c83614927cd770c64e0c,Ml (Equivalent To 10 Mg Elemental Zinc) Syrup (Oral Drops),ml (equivalent to 10 mg elemental zinc) syrup (oral drops)
ING_583c79f42ae3589d4e61,Ciprofloxacin(as hydrochloride),ciprofloxacin(as hydrochloride)
ING_9adbf18b69235fd0c3bf,Telmisartan 40mg,telmisartan 40mg
ING_8c318919bdb1eac38ded,Norepinephrine (As Bitatrate),norepinephrine (as bitatrate)
ING_1c8db0e79d7a9e1141ed,Ceftazidime Pentahydrate,ceftazidime pentahydrate
ING_6db8325921ed304edc6d,Verapamil,verapamil
ING_80582753d158b6da7c30,Salbutamol (as sulfatre),salbutamol (as sulfatre)
ING_56895fcc7e5ee2385aea,Rabeprazole (As Sodium),rabeprazole (as sodium)
ING_e485a22141726b26f258,Hyperstop,hyperstop
ING_efdaacb3b3305d8b6cc1,Chlorpromazine ( as hydrochloride),chlorpromazine ( as hydrochloride)
ING_5bb4caea7ffc3c52a875,Chlorpromazine ( as hydrochloride ),chlorpromazine ( as hydrochloride )
ING_f82939a717c886d8af97,Biperiden (as Hydrochloride),biperiden (as hydrochloride)
ING_ac7618bd4e6cc50eab39,Tacrolimus Monohydrate,tacrolimus monohydrate
ING_c25abccf55a9e8314937,Betahistamine Dihydrochloride,betahistamine dihydrochloride
ING_6551ccf6a58e9d2fecdd,Cefuroxin (as axetil),cefuroxin (as axetil)
ING_77daa8706ff6b896e6fa,VIT B COMPLEX,vit b complex
ING_7d954f03b5386dea7ab7,5% Amino acids,5% amino acids
ING_a705f69635181c6c474a,5% Sorbitol,5% sorbitol
ING_b6f5667c425294bf8550,Clindamycin(As Phosphate),clindamycin(as phosphate)
ING_5bef8b987a20f6883e55,Butorphanol (as tartrate),butorphanol (as tartrate)
ING_aaa1542763de8665e46c,Pplymyxin B (As Sulfate),pplymyxin b (as sulfate)
ING_9ae04ff98230c1a18c59,Dexamethasone ( As Sodium Phosphate),dexamethasone ( as sodium phosphate)
ING_d77e0fd2f044a20e4ac7,Thiamine Mononitrate (Vitamins b1),thiamine mononitrate (vitamins b1)
ING_43c99c187d0eaf737024,Pilocarpine Nitrate,pilocarpine nitrate
ING_7e70238e234650772ec9,Lincomycin (As Hydrochloride),lincomycin (as hydrochloride)
ING_60b3fa6da8df3bf09fc7,Amikacin (As Sulphate),amikacin (as sulphate)
ING_c9b856a51f4006dce903,Ipratropium,ipratropium
ING_2804087e09339853a2a8,Clopidogen,clopidogen
ING_917037fba2d36a5c707f,Cotrimaxozole,cotrimaxozole
ING_4814d92093ac8a0f4a21,B2,b2
ING_177573517d7620a13c12,Multiviatmins,multiviatmins
ING_423a61eeaf9c13681221,L-Lysine Appetason,l-lysine appetason
ING_93c1d524a36d4058cde1,Invanz,invanz
ING_0305efa92195dbbf8b12,Iron Sucrose (Iron Iii Hydroxide Sucrose Complex),iron sucrose (iron iii hydroxide sucrose complex)
ING_d4951c9995180ee23073,Salbutamol (as sulfate ),salbutamol (as sulfate )
ING_744cc67dab669b021f6c,lpratropium Bromide,lpratropium bromide
ING_9890c566128cf66a9218,Tazobactam(as sodium),tazobactam(as sodium)
ING_90b5a2e6290c8c398b69,Dobutamine Hydrochloride,dobutamine hydrochloride
ING_4f71446651428b916b13,Fluticasone Propionate 25Mcg/250Mcg Metered Dose Inhaler,fluticasone propionate 25mcg/250mcg metered dose inhaler
ING_b0e17b3250366e088183,Cefixime trihydrate,cefixime trihydrate
ING_5495cf5e7f219a798f45,Hyoscine (as N-Butylbromide),hyoscine (as n-butylbromide)
ING_defa38de037cd704ff09,Cefuroxime As Sodium,cefuroxime as sodium
ING_c3f7bd3102a0638d4ef8,Chlorella Growth Factor (CGF),chlorella growth factor (cgf)
ING_f521c4e09d7816812042,Cefoxitin (as sodium).,cefoxitin (as sodium).
ING_0f14e31b910549919ceb,Zinc (Zinc Gluconate),zinc (zinc gluconate)
ING_7a4fc2e4e512839d9655,Ketoanalogies,ketoanalogies
ING_907e57fe231b4f41252b,HYDROCHLOTHIAZIDE,hydrochlothiazide
ING_f25ef325319cacaea8a7,Dexchlorpheniramine Maleate,dexchlorpheniramine maleate
ING_6c65c9e6f02a2f70141c,Prenisolone,prenisolone
ING_efad4bfae410a00bb904,Aluminum Hydoxide,aluminum hydoxide
ING_56dd9ad44cab2a9bd2d9,Dextrose In Water,dextrose in water
ING_192f7afbc44a5d948d11,Pyridoxine HCl (Vit. B6),pyridoxine hcl (vit. b6)
ING_614f002b6792760f46e2,Pyridoxine HCl (Vit B6),pyridoxine hcl (vit b6)
ING_cc568af913c5bc36461e,Tamoxifen Citrate,tamoxifen citrate
ING_d45ae46105f6e87503a4,Omeprazole (as sodium,omeprazole (as sodium
ING_3b3f0e068f63b7481f8f,lmatinib (as mesilate),lmatinib (as mesilate)
ING_ecc064b478d229b1bca5,Zoledronic Acid (as Zoledronic Anhydrous),zoledronic acid (as zoledronic anhydrous)
ING_98131acafedd51bc294d,Cefuroxime (As Sodium) 750 Mg Powder For Injection (Im,cefuroxime (as sodium) 750 mg powder for injection (im
ING_2c64d01cb4c5526a4e3d,Iv),iv)
ING_a2ef0a56b6b4ce40562f,Salbutamol (as Sulffate),salbutamol (as sulffate)
ING_5dbe8d764cce98b17101,Phenylpropanolamine Hydrochliride,phenylpropanolamine hydrochliride
ING_b8b0bab99f80b2337668,Prednisolone Sodium Phosphate,prednisolone sodium phosphate
ING_2674b0aedca571f2fb9e,Levofloxacin as hemihydrate,levofloxacin as hemihydrate
ING_d1419360fa24b57a4dbb,Cetirizine (as Dihydrochloride ),cetirizine (as dihydrochloride )
ING_96946b583e784075b1ca,Ferrous. Fumarate,ferrous. fumarate
ING_d08d734a5f3033b656b8,Silver Nitrate,silver nitrate
ING_3c0b95d4a93fdb1668de,Vitamin E with Folic Acid,vitamin e with folic acid
ING_4b072bb4b8590a3a419b,Ceftriaxone (as sodium,ceftriaxone (as sodium
ING_20a5c878351415645711,Dicycloverine Hydrichloride,dicycloverine hydrichloride
ING_9345134ddb05becba94b,Vitaminb12,vitaminb12
ING_ce333b2935eb3987a313,Zinc Gluconate Trihydrate (equivalent to 30mg elemental Zinc),zinc gluconate trihydrate (equivalent to 30mg elemental zinc)
ING_41403c6414b21c844627,Aluminum Hydroxide Magnesium Carbonate,aluminum hydroxide magnesium carbonate
ING_c0c22b6a188229322a27,Magnesium Carbonate,magnesium carbonate
ING_449e6a8f6f122579cd28,Ampicillin(as sodium),ampicillin(as sodium)
ING_b8f16c32d0608b13eb94,D-Panthenol,d-panthenol
ING_f69323efcaac06e2b770,Cetirizine Dihydrochloride 5 Mg,cetirizine dihydrochloride 5 mg
ING_4cb8562ef4d84225e51b,5 Ml Syrup,5 ml syrup
ING_81ee395ca8d0a254d666,Cotrimoxazole (Butterscotch Flavor),cotrimoxazole (butterscotch flavor)
ING_5f599c065b514e3f9124,Cotrimozaxole (Butterscotch Flavor),cotrimozaxole (butterscotch flavor)
ING_aaa5dcb38676a6e2695c,Bupivacaine (as Hydrochloride),bupivacaine (as hydrochloride)
ING_684e8657d7074cddfba1,Clindamycin As Hydrochloride),clindamycin as hydrochloride)
ING_0e1c64b9b7f4ec9eb4f3,Levofloxacin (as hemihydrate).,levofloxacin (as hemihydrate).
ING_3b484cf90a201f5d8c22,Cetirizine Dihydrochloride 2.5 Mg,cetirizine dihydrochloride 2.5 mg
ING_e679226a8171e41ce90a,Ml Syrup (Oral Drops),ml syrup (oral drops)
ING_51c83aedb56cbb2ce431,Valproate Semisodium (as Valproic Acid),valproate semisodium (as valproic acid)
ING_8c557394d48fb96da31e,Essential Amino Acids (see reverse for complete formulation),essential amino acids (see reverse for complete formulation)
ING_2103b54b315c98e7f10c,Pyrantel Pamoate,pyrantel pamoate
ING_84849bc008e3d8f95a23,Menadione Sodium Bisulfate,menadione sodium bisulfate
ING_6cec762975cf800534f5,Phenylpropanolaminehydrochloride,phenylpropanolaminehydrochloride
ING_38578759abfeafba192f,Fluoride,fluoride
ING_eb666bd09ef17fb67c4f,Iron (see reverse for complete formulation),iron (see reverse for complete formulation)
ING_b2ba483c94bac0a83a39,Biodiastase 2000 III,biodiastase 2000 iii
ING_307d90d1e33cac5bb654,Lipase I,lipase i
ING_7910f7afd2e919cf1713,Panprosin SS,panprosin ss
ING_46a3600e873adfc28910,Pancellase SS,pancellase ss
ING_65f1d9376e66ebe98172,Pancreatin Enteric Coated Granules,pancreatin enteric coated granules
ING_5fa2905400b51b291305,Paracetamol 500 mg Tablet,paracetamol 500 mg tablet
ING_bef76282cb0e7eca8956,Cilotazol,cilotazol
ING_f97717e6ce4ac70bfd55,Piozulin 15,piozulin 15
ING_0081c452368e6d7e4b95,Omeprazole(As Sodium),omeprazole(as sodium)
ING_c84f3bdbcd8fc73eecac,Nozal,nozal
ING_d5a6bcd93e1e3ba98710,Proxymetacaine Hydrochloride,proxymetacaine hydrochloride
ING_568e86f21e3416e08632,Microphylline,microphylline
ING_1a07725ea4b0fb7bbe04,Naproxen (as sodium),naproxen (as sodium)
ING_54c1f4d9f377e54431cb,Cotrimoxazole (See reverse for formulation),cotrimoxazole (see reverse for formulation)
ING_fa6997c829d95eabcbdb,Cefuroxine (as axetil),cefuroxine (as axetil)
ING_94ac472376d5f67790cc,Phenylephrine Hydrochloride (Pomegranate Flavor),phenylephrine hydrochloride (pomegranate flavor)
ING_25e0da30b3f671bf4737,Pramipexole Hydrochloride,pramipexole hydrochloride
ING_55cd96dd284d99d15ac9,Tetracycline Hydrochloride,tetracycline hydrochloride
ING_7ea72a1cebe8e3ebed2f,Hyqdroquinone,hyqdroquinone
ING_130a7730fa141cfb3870,Alendronate Sodium,alendronate sodium
ING_77f5c389cbb2a4aeb68a,C0-AMOXICLAV,c0-amoxiclav
ING_0b8440b210941c40f30e,Dried Ferrous Sulfate,dried ferrous sulfate
ING_88520f8fad207c002bf6,Essential Phospholipids,essential phospholipids
ING_e5ce3c44098bf160d7bb,Benzylpenicillin,benzylpenicillin
ING_6c2aa02f77a675c7823f,Losartanpotassium,losartanpotassium
ING_55e36eb1fb67f38ddb5a,Aloe Extract,aloe extract
ING_78f28464c821e37f65b9,Hypromellos,hypromellos
ING_3373183028883da79e62,Candesartan (As Cilexetil),candesartan (as cilexetil)
ING_c055bcbaa2c43dd1d58f,Clopidogrel (as bisulfite),clopidogrel (as bisulfite)
ING_5e33b869399b18d5f035,Amoxicillin (as sodium),amoxicillin (as sodium)
ING_73207797b66ef3ad4602,Potassium clavulanate (as clavulanic acid),potassium clavulanate (as clavulanic acid)
ING_031c5e5b1e9d5e637234,METHOREXATE,methorexate
ING_386a6bfb3f7c9f386ff2,Cyanocobalamin (Vitamin B12) 200 Mg/200 Mg/1 Mg Capsule,cyanocobalamin (vitamin b12) 200 mg/200 mg/1 mg capsule
ING_fb8a7ddd9f02241633e7,Fluoxetine ( as Hydrochloride ),fluoxetine ( as hydrochloride )
ING_7c2c93dea05edb5ba6e2,SALBUTAMON,salbutamon
ING_67aa6d1a5be9d13b5d72,Oxacillin Sodium,oxacillin sodium
ING_bc190ef8c3b8982c5f16,Cefixime (Anhydrous),cefixime (anhydrous)
ING_406c4f9ea5c3f006ade1,Pantovex,pantovex
ING_0c8ec1ed4ba87575b9dd,Bromhexine HCl,bromhexine hcl
ING_a237e4535b484a8e8780,Phenylephrine Hydrochloride (Strawberry Flavor),phenylephrine hydrochloride (strawberry flavor)
ING_fcb4b8bf3cd979b8a5a8,Salbuttamol (As Sulfate),salbuttamol (as sulfate)
ING_d65cbd1008a5d13c2e38,Clonidine,clonidine
ING_c0d5968c8d806677fe2c,Ketorolac Tromethamine (As Tromethamol),ketorolac tromethamine (as tromethamol)
ING_bdb59591a609f40446df,Cinnarazine,cinnarazine
ING_1af26674b641a2fc771a,Ubidecarenone (Coenzyme Q10),ubidecarenone (coenzyme q10)
ING_db7cfe8c5589edf9ef63,Pantoprazole Sodium,pantoprazole sodium
ING_2888ca30c2f3cb5eac40,Chloramphenicol (As Palmimate),chloramphenicol (as palmimate)
ING_e7171303e1d091d8da76,Rosuvastation (as calcium),rosuvastation (as calcium)
ING_bcf76c286125acd0bd5c,Monobasic Sodium Phosphate Monohydrate,monobasic sodium phosphate monohydrate
ING_a3b1adbfa8c8c25867c5,Dibasic Sodium Phosphate Heptahydrate,dibasic sodium phosphate heptahydrate
ING_00c1c903951110fd6832,Betahistine (as dihydrochloride),betahistine (as dihydrochloride)
ING_cfc4b5b067977c8c1a4f,Levofloxacin (as hemihydrates),levofloxacin (as hemihydrates)
ING_f46b693d4dff34a09ca8,Mosapride Citrate,mosapride citrate
ING_c84ecae73f028442c26c,Amoxicillin As Trihydrate,amoxicillin as trihydrate
ING_841c3a1ac21d891d905e,Hyoscine (as butylbromide),hyoscine (as butylbromide)
ING_e8fa7725fb0599b84ac6,Butamirate (as Citrate),butamirate (as citrate)
ING_14e6b992ae18fb450c0c,Zinc (As Sulfate Monohydrate ),zinc (as sulfate monohydrate )
ING_a83f78ccd9f4d67bddc3,Cloxacillin Sodium,cloxacillin sodium
ING_ba351f8b41da6f72f40a,Vitamin B-Comnplex,vitamin b-comnplex
ING_48c6d5c3a7cb1c29d27f,Cefepime as (Hydrochloride),cefepime as (hydrochloride)
ING_1ffb65c7f20cc8d05b53,Benzethonium Chloride,benzethonium chloride
ING_e6d933fd87486cb5adbc,Cyanocobalamine (Vit B12),cyanocobalamine (vit b12)
ING_2f043df181c70f58a7b9,Lamepil-25,lamepil-25
ING_7e096097727c63b5252b,Polymyxin (as Sulfate),polymyxin (as sulfate)
ING_21e39546437450a794bf,Trimetazidime Hydrochloride,trimetazidime hydrochloride
ING_b30df03fedb464c800de,Ambroxol Hydrochlorie,ambroxol hydrochlorie
ING_df420fbe719ec5a6046a,Lamepil-100,lamepil-100
ING_f134fcdc1e0455ee8649,Atorvastatin (as besilate),atorvastatin (as besilate)
ING_0710ee9e2d478eb289d7,Amlodipine Hydrochlorothiazide,amlodipine hydrochlorothiazide
ING_d49c52f2051b1d76ca4b,Neostigmine (as Methylsulfate),neostigmine (as methylsulfate)
ING_9dee83290baff891fe1d,Iron (Ferrous Sulfate),iron (ferrous sulfate)
ING_200193787b2e3dc2730a,Medcort,medcort
ING_5474f19376c4ddeb511c,Asthlon,asthlon
ING_110f4f2319aa3aaaaae7,Salmeterol (as xinafoate) _ Fluticasone propionate,salmeterol (as xinafoate) _ fluticasone propionate
ING_5ffbde56d155a68b6cfb,Ciprofloxacin (hydrochloride),ciprofloxacin (hydrochloride)
ING_750eab30c13214cda6e4,Mayor-40,mayor-40
ING_3a3c20a7c7d3e9e9848e,Ampicillin,ampicillin
ING_77538ceb8e41d69df735,Nicarpine Hydrochloride,nicarpine hydrochloride
ING_5a8d49a9ead9c25b5c8b,Ferrous Sulfate Dried,ferrous sulfate dried
ING_7d7cb15d2ad43cb3bd26,Granisetron Hydrochloride,granisetron hydrochloride
ING_f01c496b90e277ca64c4,Multivitamins (see formulation on reverse side),multivitamins (see formulation on reverse side)
ING_d01539120c91112cce4a,Multivitamins (see formulation reverse side),multivitamins (see formulation reverse side)
ING_3f16f764b65318359f57,Nicardipine Hydochloride,nicardipine hydochloride
ING_01f78908572c528f6b23,Cefalexin(As Monohydrate),cefalexin(as monohydrate)
ING_a54a9818fa0d4be3170c,Multilem,multilem
ING_6d5d7478c26f8e56fa7b,Cefdoxime (as proxetil),cefdoxime (as proxetil)
ING_7da5e28fe1a8890872b7,Iron (As Ferric Hydroxidesucrose Complex),iron (as ferric hydroxidesucrose complex)
ING_d025ed283394116a5288,Iron (As Ferric Hydroxidesucrose Complex) 20Mg,iron (as ferric hydroxidesucrose complex) 20mg
ING_566cc7fad6dfcbf19b4d,Ml (100Mg,ml (100mg
ING_a4b4443a3ffced9bf36f,5Ml)Solution For Injection (Iv),5ml)solution for injection (iv)
ING_c3986b51c71bec567442,Thiamine HCl (Vitamin B1),thiamine hcl (vitamin b1)
ING_5eb99cb95d9bb352b4b3,B12 100Mg/100Mg/1Mg Per 3Ml Soln. For Inj.,b12 100mg/100mg/1mg per 3ml soln. for inj.
ING_3355876f19d6c522266b,Cyanocoballamin (Vit. B12),cyanocoballamin (vit. b12)
ING_6779dc53bf2882e00238,Maleate,maleate
ING_cc14fdcd4366ce52754f,Ceterizine Hydrochloride,ceterizine hydrochloride
ING_a3cd457a76dcae78ce9b,Quetiapine ( as Fumarate ),quetiapine ( as fumarate )
ING_e262afe5d8a3fda40a9b,Quetiapine ( as Fumarate),quetiapine ( as fumarate)
ING_d4eadb06d9dfe7e8bea2,Loperamide Hydrchloride,loperamide hydrchloride
ING_bc3a71feaf6fe1432de7,Panax ginseng C.A. Meyer (korean ginseng),panax ginseng c.a. meyer (korean ginseng)
ING_402b5d8168ab5dea6115,Phenylpropanolomine Hydrochloride,phenylpropanolomine hydrochloride
ING_448cc099e040b688efeb,Vancomycin (As Hydrochloride) 500 mg Powder For Solution For IV Injection,vancomycin (as hydrochloride) 500 mg powder for solution for iv injection
ING_c77f1bfb03a015f93317,Vancomycin (as hydrohloride),vancomycin (as hydrohloride)
ING_e3f88fa86a4c22be91d2,Vancomycin (As Hydrochloride) 1 G Powder For Solution For Injection (Iv),vancomycin (as hydrochloride) 1 g powder for solution for injection (iv)
ING_b5909628a620a66397a5,Spirinolactone,spirinolactone
ING_d55a7a221632078185f5,Doxycycline Hyclate,doxycycline hyclate
ING_bc14799c6ed0ecfd3518,Aminoral,aminoral
ING_9a0706955eb5b1f597d4,Keto Analogues,keto analogues
ING_44ac9b633b77e951a5f4,Metfromin Hydrochloride,metfromin hydrochloride
ING_26079c7a4f8b7e58c902,Piperacillin(as sodium),piperacillin(as sodium)
ING_8c19bc5d0f3110facb83,Dabigatran Etexilate,dabigatran etexilate
ING_877551a727b76faba840,Oprhenadrine Citrate,oprhenadrine citrate
ING_14428deb7b8467b0086a,Megaclav,megaclav
ING_da398c015c7f21f6c0dd,Cassia angustifolia Vahl (Senna Leaves),cassia angustifolia vahl (senna leaves)
ING_0123e6ca242707189ef8,Carbocistine,carbocistine
ING_f801c521a6037534d76b,Propranolol,propranolol
ING_3308b9ae42d213199a68,Salmeterol,salmeterol
ING_842e48f3576dc166cdd3,Phenylpropanolamin Hcl,phenylpropanolamin hcl
ING_ff20cc14e665260ad3d9,Vitamin Bcomplex,vitamin bcomplex
ING_92f545bb795cf9268f9d,Ascorbic Acid (See reverse side of the CPR),ascorbic acid (see reverse side of the cpr)
ING_87f92b3701b41fb4dfc9,Cefotiam (as Hydrochloride),cefotiam (as hydrochloride)
ING_57a3a6fa48cc34f5a142,Amoxicilline (As Trihydrate),amoxicilline (as trihydrate)
ING_c0596fbd9e38c150dec8,Polymyxin-B-Sulfate,polymyxin-b-sulfate
ING_365a915c6041587ef129,Polymyxin-B Sulfate,polymyxin-b sulfate
ING_0dc51c8c29140d216ec7,Polymyxin-BSulfate,polymyxin-bsulfate
ING_097286192cdd11a0d74e,"Tiotropium (as bromide, monohydrate)","tiotropium (as bromide, monohydrate)"
ING_7bb9531361b9830f9477,Formoterol Fumarate,formoterol fumarate
ING_43110a0e8a0f2deee239,Crotamiton,crotamiton
ING_f092adb8e0a4f1b6be09,Bromhexine Hydrochlrodie,bromhexine hydrochlrodie
ING_534e7544328d3d952ce1,Pyridoxine Hydrochloride (Vitamine B6),pyridoxine hydrochloride (vitamine b6)
ING_e9b8522b6da82563cb48,Cyanocobalamine (vitamin B12),cyanocobalamine (vitamin b12)
ING_185a18d2ca266408450c,Multivitamins Solution For Iv Infusion,multivitamins solution for iv infusion
ING_2519e503bd90769247a4,Meropenem Trihydrate . Dried Sodium Carbonate,meropenem trihydrate . dried sodium carbonate
ING_403341a4adc879c49dd3,Quetiapine (as Fumarate ),quetiapine (as fumarate )
ING_c18083e8b917dadc1e2a,Nitrofurantoin Macrocrystals,nitrofurantoin macrocrystals
ING_7db2f657236d1fc1ffe4,PANAX GINSENG,panax ginseng
ING_faf2bceea3edb19fecee,Bromhexine,bromhexine
ING_9fdc75b541b44d6520d7,Mupirocin (as calcium),mupirocin (as calcium)
ING_4a14f1f08836ea60a462,Somatostatin (as acetate),somatostatin (as acetate)
ING_e998683fcf9a3b07899f,Melphalan,melphalan
ING_faaa92f6df65089fb68b,Aluminum,aluminum
ING_425ff51fc91f5095cbf4,Chlorhexidine Hydrochloride,chlorhexidine hydrochloride
ING_0ea740039d394a765eb1,Zinc Pyrithione,zinc pyrithione
ING_51c0b1ec7cc12128ae00,VITAMIN B - COMPLEX,vitamin b - complex
ING_528662f139395c22bcab,Calcium (as Carbonate) 400 IU/600 mg Film-coated Tablet,calcium (as carbonate) 400 iu/600 mg film-coated tablet
ING_a6a744a5b1a383e24b2f,Entecapone,entecapone
